[ 2026-03-30 02:38:15 | node_45 | INFO ] 📤 Sending model to 1 direct neighbors: ['node']
[ 2026-03-30 02:38:17 | node_2 | INFO ] 🧩 Model added for round 99 (2/2) from ['node']
[ 2026-03-30 02:38:17 | node_1 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-30 02:38:17 | node_1 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-30 02:38:18 | node_3 | INFO ] 🧩 Model added for round 99 (2/2) from ['node']
[ 2026-03-30 02:38:19 | node_4 | INFO ] 🧩 Model added for round 99 (2/2) from ['node']
[ 2026-03-30 02:38:19 | node_3 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-30 02:38:19 | node_3 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-30 02:38:20 | node_5 | INFO ] 🧩 Model added for round 99 (2/2) from ['node']
[ 2026-03-30 02:38:20 | node_6 | INFO ] 🧩 Model added for round 99 (2/2) from ['node']
[ 2026-03-30 02:38:20 | node_4 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-30 02:38:20 | node_5 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-30 02:38:20 | node_4 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-30 02:38:20 | node_5 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-30 02:38:20 | node_6 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-30 02:38:20 | node_7 | INFO ] 🧩 Model added for round 99 (2/2) from ['node']
[ 2026-03-30 02:38:20 | node_6 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-30 02:38:20 | node_7 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-30 02:38:20 | node_2 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-30 02:38:20 | node_2 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-30 02:38:20 | node_7 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-30 02:38:20 | node_8 | INFO ] 🧩 Model added for round 99 (2/2) from ['node']
[ 2026-03-30 02:38:20 | node_8 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-30 02:38:20 | node_9 | INFO ] 🧩 Model added for round 99 (2/2) from ['node']
[ 2026-03-30 02:38:20 | node_9 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-30 02:38:20 | node_8 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-30 02:38:21 | node_9 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-30 02:38:21 | node_10 | INFO ] 🧩 Model added for round 99 (2/2) from ['node']
[ 2026-03-30 02:38:21 | node_10 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-30 02:38:21 | node_11 | INFO ] 🧩 Model added for round 99 (2/2) from ['node']
[ 2026-03-30 02:38:21 | node_10 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-30 02:38:21 | node_11 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-30 02:38:21 | node_11 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-30 02:38:21 | node_12 | INFO ] 🧩 Model added for round 99 (2/2) from ['node']
[ 2026-03-30 02:38:21 | node_12 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-30 02:38:21 | node_13 | INFO ] 🧩 Model added for round 99 (2/2) from ['node']
[ 2026-03-30 02:38:21 | node_12 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-30 02:38:21 | node_13 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-30 02:38:21 | node_14 | INFO ] 🧩 Model added for round 99 (2/2) from ['node']
[ 2026-03-30 02:38:21 | node_13 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-30 02:38:21 | node_14 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-30 02:38:21 | node_14 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-30 02:38:21 | node_15 | INFO ] 🧩 Model added for round 99 (2/2) from ['node']
[ 2026-03-30 02:38:21 | node_15 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-30 02:38:21 | node_15 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-30 02:38:21 | node_16 | INFO ] 🧩 Model added for round 99 (2/2) from ['node']
[ 2026-03-30 02:38:21 | node_17 | INFO ] 🧩 Model added for round 99 (2/2) from ['node']
[ 2026-03-30 02:38:21 | node_17 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-30 02:38:21 | node_16 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-30 02:38:21 | node_16 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-30 02:38:21 | node_17 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-30 02:38:22 | node_18 | INFO ] 🧩 Model added for round 99 (2/2) from ['node']
[ 2026-03-30 02:38:22 | node_19 | INFO ] 🧩 Model added for round 99 (2/2) from ['node']
[ 2026-03-30 02:38:22 | node_18 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-30 02:38:22 | node_18 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-30 02:38:22 | node_19 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-30 02:38:22 | node_20 | INFO ] 🧩 Model added for round 99 (2/2) from ['node']
[ 2026-03-30 02:38:22 | node_19 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-30 02:38:22 | node_21 | INFO ] 🧩 Model added for round 99 (2/2) from ['node']
[ 2026-03-30 02:38:22 | node_20 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-30 02:38:22 | node_21 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-30 02:38:22 | node_20 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-30 02:38:22 | node_21 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-30 02:38:22 | node_22 | INFO ] 🧩 Model added for round 99 (2/2) from ['node']
[ 2026-03-30 02:38:22 | node_23 | INFO ] 🧩 Model added for round 99 (2/2) from ['node']
[ 2026-03-30 02:38:22 | node_22 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-30 02:38:22 | node_23 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-30 02:38:22 | node_22 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-30 02:38:22 | node_24 | INFO ] 🧩 Model added for round 99 (2/2) from ['node']
[ 2026-03-30 02:38:22 | node_23 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-30 02:38:22 | node_24 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-30 02:38:22 | node_25 | INFO ] 🧩 Model added for round 99 (2/2) from ['node']
[ 2026-03-30 02:38:22 | node_24 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-30 02:38:22 | node_25 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-30 02:38:22 | node_26 | INFO ] 🧩 Model added for round 99 (2/2) from ['node']
[ 2026-03-30 02:38:22 | node_25 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-30 02:38:22 | node_26 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-30 02:38:22 | node_26 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-30 02:38:22 | node_27 | INFO ] 🧩 Model added for round 99 (2/2) from ['node']
[ 2026-03-30 02:38:23 | node_27 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-30 02:38:23 | node_28 | INFO ] 🧩 Model added for round 99 (2/2) from ['node']
[ 2026-03-30 02:38:23 | node_27 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-30 02:38:23 | node_29 | INFO ] 🧩 Model added for round 99 (2/2) from ['node']
[ 2026-03-30 02:38:23 | node_28 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-30 02:38:23 | node_28 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-30 02:38:23 | node_29 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-30 02:38:23 | node_30 | INFO ] 🧩 Model added for round 99 (2/2) from ['node']
[ 2026-03-30 02:38:23 | node_29 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-30 02:38:23 | node_31 | INFO ] 🧩 Model added for round 99 (2/2) from ['node']
[ 2026-03-30 02:38:23 | node_30 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-30 02:38:23 | node_31 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-30 02:38:23 | node_32 | INFO ] 🧩 Model added for round 99 (2/2) from ['node']
[ 2026-03-30 02:38:23 | node_31 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-30 02:38:23 | node_30 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-30 02:38:23 | node_32 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-30 02:38:23 | node_32 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-30 02:38:23 | node_33 | INFO ] 🧩 Model added for round 99 (2/2) from ['node']
[ 2026-03-30 02:38:23 | node_34 | INFO ] 🧩 Model added for round 99 (2/2) from ['node']
[ 2026-03-30 02:38:23 | node_33 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-30 02:38:24 | node_34 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-30 02:38:24 | node_33 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-30 02:38:24 | node_35 | INFO ] 🧩 Model added for round 99 (2/2) from ['node']
[ 2026-03-30 02:38:24 | node_34 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-30 02:38:24 | node_35 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-30 02:38:24 | node_35 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-30 02:38:24 | node_36 | INFO ] 🧩 Model added for round 99 (2/2) from ['node']
[ 2026-03-30 02:38:24 | node_36 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-30 02:38:24 | node_37 | INFO ] 🧩 Model added for round 99 (2/2) from ['node']
[ 2026-03-30 02:38:24 | node_36 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-30 02:38:24 | node_37 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-30 02:38:24 | node_38 | INFO ] 🧩 Model added for round 99 (2/2) from ['node']
[ 2026-03-30 02:38:24 | node_37 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-30 02:38:24 | node_39 | INFO ] 🧩 Model added for round 99 (2/2) from ['node']
[ 2026-03-30 02:38:24 | node_39 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-30 02:38:24 | node_40 | INFO ] 🧩 Model added for round 99 (2/2) from ['node']
[ 2026-03-30 02:38:24 | node_38 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-30 02:38:24 | node_40 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-30 02:38:24 | node_38 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-30 02:38:24 | node_39 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-30 02:38:24 | node_40 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-30 02:38:25 | node_41 | INFO ] 🧩 Model added for round 99 (2/2) from ['node']
[ 2026-03-30 02:38:25 | node_42 | INFO ] 🧩 Model added for round 99 (2/2) from ['node']
[ 2026-03-30 02:38:25 | node_41 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-30 02:38:25 | node_41 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-30 02:38:25 | node_42 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-30 02:38:25 | node_43 | INFO ] 🧩 Model added for round 99 (2/2) from ['node']
[ 2026-03-30 02:38:25 | node_42 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-30 02:38:25 | node_44 | INFO ] 🧩 Model added for round 99 (2/2) from ['node']
[ 2026-03-30 02:38:25 | node_43 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-30 02:38:25 | node_45 | INFO ] 🧩 Model added for round 99 (2/2) from ['node']
[ 2026-03-30 02:38:25 | node_43 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-30 02:38:25 | node_44 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-30 02:38:25 | node_44 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-30 02:38:26 | node_46 | INFO ] 🧩 Model added for round 99 (2/2) from ['node']
[ 2026-03-30 02:38:26 | node_45 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-30 02:38:26 | node_45 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-30 02:38:26 | node_46 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-30 02:38:26 | node_46 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-30 02:38:26 | node_47 | INFO ] 🧩 Model added for round 99 (2/2) from ['node']
[ 2026-03-30 02:38:26 | node_48 | INFO ] 🧩 Model added for round 99 (2/2) from ['node']
[ 2026-03-30 02:38:26 | node_47 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-30 02:38:26 | node_48 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-30 02:38:26 | node_48 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-30 02:38:26 | node_47 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-30 02:38:26 | node_49 | INFO ] 🧩 Model added for round 99 (2/2) from ['node']
[ 2026-03-30 02:38:26 | node_49 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-30 02:38:26 | node_49 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-30 02:38:27 | node | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-30 02:38:27 | node_1 | INFO ] 🤫 Gossip finished.
[ 2026-03-30 02:38:27 | node_1 | INFO ] 🔬 Evaluating...
[ 2026-03-30 02:38:27 | node_12 | INFO ] 🤫 Gossip finished.
[ 2026-03-30 02:38:27 | node_12 | INFO ] 🔬 Evaluating...
[ 2026-03-30 02:38:27 | node_13 | INFO ] 🤫 Gossip finished.
[ 2026-03-30 02:38:27 | node_13 | INFO ] 🔬 Evaluating...
[ 2026-03-30 02:38:27 | node_15 | INFO ] 🤫 Gossip finished.
[ 2026-03-30 02:38:27 | node_1 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.5480728149414062, 'test_acc': 0.9649999737739563, 'test_precision': 0.9616898894309998, 'test_recall': 0.9698095917701721, 'test_f1': 0.9646943807601929, 'communication_cost': 3763396}
[ 2026-03-30 02:38:27 | node_15 | INFO ] 🔬 Evaluating...
[ 2026-03-30 02:38:27 | node_1 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-30 02:38:27 | node_12 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.43005675077438354, 'test_acc': 0.949999988079071, 'test_precision': 0.9489448070526123, 'test_recall': 0.9524116516113281, 'test_f1': 0.9491415619850159, 'communication_cost': 3763396}
[ 2026-03-30 02:38:27 | node_14 | INFO ] 🤫 Gossip finished.
[ 2026-03-30 02:38:27 | node_13 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.05095723271369934, 'test_acc': 0.9850000143051147, 'test_precision': 0.9837011098861694, 'test_recall': 0.9872381687164307, 'test_f1': 0.9850106239318848, 'communication_cost': 3763396}
[ 2026-03-30 02:38:27 | node_14 | INFO ] 🔬 Evaluating...
[ 2026-03-30 02:38:27 | node_1 | INFO ] 🎉 Round 100 of 100 finished.
[ 2026-03-30 02:38:27 | node_1 | INFO ] 😋 Training finished!!
[ 2026-03-30 02:38:27 | node_12 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-30 02:38:27 | node_13 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-30 02:38:27 | node_13 | INFO ] 🎉 Round 100 of 100 finished.
[ 2026-03-30 02:38:27 | node_12 | INFO ] 🎉 Round 100 of 100 finished.
[ 2026-03-30 02:38:27 | node_13 | INFO ] 😋 Training finished!!
[ 2026-03-30 02:38:27 | node_12 | INFO ] 😋 Training finished!!
[ 2026-03-30 02:38:27 | node_15 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.29379069805145264, 'test_acc': 0.9649999737739563, 'test_precision': 0.9684555530548096, 'test_recall': 0.9739145040512085, 'test_f1': 0.9705355167388916, 'communication_cost': 3763396}
[ 2026-03-30 02:38:27 | node_14 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.05475107580423355, 'test_acc': 0.9900000095367432, 'test_precision': 0.9905983805656433, 'test_recall': 0.990277886390686, 'test_f1': 0.9901973009109497, 'communication_cost': 3763396}
[ 2026-03-30 02:38:27 | node_15 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-30 02:38:27 | node_34 | INFO ] 🤫 Gossip finished.
[ 2026-03-30 02:38:27 | node_14 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-30 02:38:27 | node_26 | INFO ] 🤫 Gossip finished.
[ 2026-03-30 02:38:27 | node_7 | INFO ] 🤫 Gossip finished.
[ 2026-03-30 02:38:27 | node_34 | INFO ] 🔬 Evaluating...
[ 2026-03-30 02:38:27 | node_4 | INFO ] 🤫 Gossip finished.
[ 2026-03-30 02:38:27 | node_4 | INFO ] 🔬 Evaluating...
[ 2026-03-30 02:38:27 | node_36 | INFO ] 🤫 Gossip finished.
[ 2026-03-30 02:38:27 | node_26 | INFO ] 🔬 Evaluating...
[ 2026-03-30 02:38:27 | node_33 | INFO ] 🤫 Gossip finished.
[ 2026-03-30 02:38:27 | node_15 | INFO ] 🎉 Round 100 of 100 finished.
[ 2026-03-30 02:38:27 | node_35 | INFO ] 🤫 Gossip finished.
[ 2026-03-30 02:38:27 | node_7 | INFO ] 🔬 Evaluating...
[ 2026-03-30 02:38:27 | node_35 | INFO ] 🔬 Evaluating...
[ 2026-03-30 02:38:27 | node_33 | INFO ] 🔬 Evaluating...
[ 2026-03-30 02:38:27 | node_15 | INFO ] 😋 Training finished!!
[ 2026-03-30 02:38:27 | node_27 | INFO ] 🤫 Gossip finished.
[ 2026-03-30 02:38:27 | node_36 | INFO ] 🔬 Evaluating...
[ 2026-03-30 02:38:27 | node_27 | INFO ] 🔬 Evaluating...
[ 2026-03-30 02:38:27 | node_14 | INFO ] 🎉 Round 100 of 100 finished.
[ 2026-03-30 02:38:27 | node_14 | INFO ] 😋 Training finished!!
[ 2026-03-30 02:38:28 | node_34 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.35186561942100525, 'test_acc': 0.9750000238418579, 'test_precision': 0.9781947135925293, 'test_recall': 0.9728891253471375, 'test_f1': 0.9745968580245972, 'communication_cost': 3763396}
[ 2026-03-30 02:38:28 | node_34 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-30 02:38:28 | node_8 | INFO ] 🤫 Gossip finished.
[ 2026-03-30 02:38:28 | node_43 | INFO ] 🤫 Gossip finished.
[ 2026-03-30 02:38:28 | node_16 | INFO ] 🤫 Gossip finished.
[ 2026-03-30 02:38:28 | node_3 | INFO ] 🤫 Gossip finished.
[ 2026-03-30 02:38:28 | node_8 | INFO ] 🔬 Evaluating...
[ 2026-03-30 02:38:28 | node_43 | INFO ] 🔬 Evaluating...
[ 2026-03-30 02:38:28 | node_16 | INFO ] 🔬 Evaluating...
[ 2026-03-30 02:38:28 | node_33 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.2626037299633026, 'test_acc': 0.9800000190734863, 'test_precision': 0.9779736995697021, 'test_recall': 0.9763056039810181, 'test_f1': 0.9768785238265991, 'communication_cost': 3763396}
[ 2026-03-30 02:38:28 | node_4 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.2590339779853821, 'test_acc': 0.9649999737739563, 'test_precision': 0.9630130529403687, 'test_recall': 0.9648810029029846, 'test_f1': 0.9621458649635315, 'communication_cost': 3763396}
[ 2026-03-30 02:38:28 | node_36 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.2975955903530121, 'test_acc': 0.9700000286102295, 'test_precision': 0.9673758149147034, 'test_recall': 0.9684497714042664, 'test_f1': 0.967654287815094, 'communication_cost': 3763396}
[ 2026-03-30 02:38:28 | node_6 | INFO ] 🤫 Gossip finished.
[ 2026-03-30 02:38:28 | node_35 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.38747864961624146, 'test_acc': 0.9700000286102295, 'test_precision': 0.9736071825027466, 'test_recall': 0.9717010259628296, 'test_f1': 0.9721220135688782, 'communication_cost': 3763396}
[ 2026-03-30 02:38:28 | node_7 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.2556231617927551, 'test_acc': 0.9649999737739563, 'test_precision': 0.9704851508140564, 'test_recall': 0.9631273746490479, 'test_f1': 0.9661024212837219, 'communication_cost': 3763396}
[ 2026-03-30 02:38:28 | node_3 | INFO ] 🔬 Evaluating...
[ 2026-03-30 02:38:28 | node_5 | INFO ] 🤫 Gossip finished.
[ 2026-03-30 02:38:28 | node_26 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.28697067499160767, 'test_acc': 0.9700000286102295, 'test_precision': 0.9681521654129028, 'test_recall': 0.9677976965904236, 'test_f1': 0.9672155976295471, 'communication_cost': 3763396}
[ 2026-03-30 02:38:28 | node_6 | INFO ] 🔬 Evaluating...
[ 2026-03-30 02:38:28 | node_5 | INFO ] 🔬 Evaluating...
[ 2026-03-30 02:38:28 | node_27 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.24561439454555511, 'test_acc': 0.9700000286102295, 'test_precision': 0.966389000415802, 'test_recall': 0.9684486985206604, 'test_f1': 0.9670017957687378, 'communication_cost': 3763396}
[ 2026-03-30 02:38:28 | node_34 | INFO ] 🎉 Round 100 of 100 finished.
[ 2026-03-30 02:38:28 | node_34 | INFO ] 😋 Training finished!!
[ 2026-03-30 02:38:28 | node_33 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-30 02:38:28 | node | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-30 02:38:28 | node_4 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-30 02:38:28 | node_36 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-30 02:38:28 | node | INFO ] 🤫 Gossip finished.
[ 2026-03-30 02:38:28 | node_7 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-30 02:38:28 | node | INFO ] 🔬 Evaluating...
[ 2026-03-30 02:38:28 | node_17 | INFO ] 🤫 Gossip finished.
[ 2026-03-30 02:38:28 | node_17 | INFO ] 🔬 Evaluating...
[ 2026-03-30 02:38:28 | node_9 | INFO ] 🤫 Gossip finished.
[ 2026-03-30 02:38:28 | node_37 | INFO ] 🤫 Gossip finished.
[ 2026-03-30 02:38:28 | node_29 | INFO ] 🤫 Gossip finished.
[ 2026-03-30 02:38:28 | node_28 | INFO ] 🤫 Gossip finished.
