[ 2026-03-27 21:44:05 | node_8 | INFO ] 🧩 Model added for round 97 (6/9) from ['node_3']
[ 2026-03-27 21:44:14 | node | INFO ] 🧩 Model added for round 97 (9/10) from ['node_9']
[ 2026-03-27 21:44:14 | node_1 | INFO ] 🧩 Model added for round 97 (7/8) from ['node_9']
[ 2026-03-27 21:44:15 | node_2 | INFO ] 🧩 Model added for round 97 (7/8) from ['node_9']
[ 2026-03-27 21:44:15 | node_3 | INFO ] 🧩 Model added for round 97 (9/10) from ['node_9']
[ 2026-03-27 21:44:15 | node_4 | INFO ] 🧩 Model added for round 97 (9/10) from ['node_9']
[ 2026-03-27 21:44:15 | node_6 | INFO ] 🧩 Model added for round 97 (8/8) from ['node_9']
[ 2026-03-27 21:44:16 | node_7 | INFO ] 📤 Sending model to 8 direct neighbors: ['node', 'node_1', 'node_2', 'node_3', 'node_4', 'node_5', 'node_8', 'node_9']
[ 2026-03-27 21:44:16 | node_7 | INFO ] 🧩 Model added for round 97 (9/9) from ['node_9']
[ 2026-03-27 21:44:16 | node | INFO ] 🧩 Model added for round 97 (10/10) from ['node_7']
[ 2026-03-27 21:44:16 | node | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-27 21:44:16 | node_6 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-27 21:44:16 | node_6 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-27 21:44:16 | node_8 | INFO ] 🧩 Model added for round 97 (8/9) from ['node_9']
[ 2026-03-27 21:44:16 | node | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-27 21:44:16 | node_1 | INFO ] 🧩 Model added for round 97 (8/8) from ['node_7']
[ 2026-03-27 21:44:16 | node_2 | INFO ] 🧩 Model added for round 97 (8/8) from ['node_7']
[ 2026-03-27 21:44:17 | node_1 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-27 21:44:17 | node_2 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-27 21:44:17 | node_1 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-27 21:44:17 | node_2 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-27 21:44:17 | node_3 | INFO ] 🧩 Model added for round 97 (10/10) from ['node_7']
[ 2026-03-27 21:44:17 | node_4 | INFO ] 🧩 Model added for round 97 (10/10) from ['node_7']
[ 2026-03-27 21:44:17 | node_3 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-27 21:44:17 | node_4 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-27 21:44:18 | node_5 | INFO ] 🧩 Model added for round 97 (9/9) from ['node_7']
[ 2026-03-27 21:44:18 | node_5 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-27 21:44:18 | node_3 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-27 21:44:18 | node_4 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-27 21:44:18 | node_5 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-27 21:44:18 | node_8 | INFO ] 🧩 Model added for round 97 (9/9) from ['node_7']
[ 2026-03-27 21:44:18 | node_9 | INFO ] 🧩 Model added for round 97 (9/9) from ['node_7']
[ 2026-03-27 21:44:19 | node_8 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-27 21:44:19 | node_9 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-27 21:44:19 | node_7 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-27 21:44:19 | node_8 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-27 21:44:19 | node_7 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-27 21:44:19 | node_7 | INFO ] 🤫 Gossip finished.
[ 2026-03-27 21:44:19 | node_6 | INFO ] 🤫 Gossip finished.
[ 2026-03-27 21:44:19 | node_9 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-27 21:44:19 | node_7 | INFO ] 🔬 Evaluating...
[ 2026-03-27 21:44:19 | node_6 | INFO ] 🔬 Evaluating...
[ 2026-03-27 21:44:19 | node_7 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.723793625831604, 'test_acc': 0.95005202293396, 'test_precision': 0.3560364842414856, 'test_recall': 0.3430432677268982, 'test_f1': 0.349311888217926, 'communication_cost': 30107168}
[ 2026-03-27 21:44:19 | node_7 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-27 21:44:19 | node_6 | INFO ] 📈 Evaluated. Results: {'test_loss': 1.6172980070114136, 'test_acc': 0.782150387763977, 'test_precision': 0.42913952469825745, 'test_recall': 0.38516485691070557, 'test_f1': 0.40214791893959045, 'communication_cost': 26343772}
[ 2026-03-27 21:44:19 | node_6 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-27 21:44:20 | node_6 | INFO ] 🎉 Round 98 of 100 finished.
[ 2026-03-27 21:44:20 | node_7 | INFO ] 🎉 Round 98 of 100 finished.
[ 2026-03-27 21:44:20 | node_7 | INFO ] 🗳️ [DETERMINISTIC] Train set assigned (No Voting). Size: 10
[ 2026-03-27 21:44:20 | node_6 | INFO ] 🗳️ [DETERMINISTIC] Train set assigned (No Voting). Size: 10
[ 2026-03-27 21:44:20 | node_7 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-03-27 21:44:20 | node_6 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-03-27 21:44:21 | node_6 | INFO ] 🎓 Training step done.
[ 2026-03-27 21:44:22 | node_6 | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-03-27 21:44:22 | node_6 | INFO ] ✅ [FORCE] Local model added for round 98. (1/8)
[ 2026-03-27 21:44:23 | node_7 | INFO ] 🎓 Training step done.
[ 2026-03-27 21:44:23 | node_7 | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-03-27 21:44:23 | node_7 | INFO ] ✅ [FORCE] Local model added for round 98. (1/9)
[ 2026-03-27 21:44:27 | node_6 | INFO ] 📤 Sending model to 7 direct neighbors: ['node', 'node_2', 'node_3', 'node_4', 'node_5', 'node_8', 'node_9']
[ 2026-03-27 21:44:28 | node_7 | INFO ] 📤 Sending model to 8 direct neighbors: ['node', 'node_1', 'node_2', 'node_3', 'node_4', 'node_5', 'node_8', 'node_9']
[ 2026-03-27 21:44:30 | node | INFO ] ⏹️  Gossiping exited for 10 equal rounds.
[ 2026-03-27 21:44:30 | node | INFO ] 🔬 Evaluating...
[ 2026-03-27 21:44:31 | node | INFO ] 📈 Evaluated. Results: {'test_loss': 1.7188489437103271, 'test_acc': 0.8501560688018799, 'test_precision': 0.34078192710876465, 'test_recall': 0.3032180368900299, 'test_f1': 0.3194010257720947, 'communication_cost': 33870564}
[ 2026-03-27 21:44:31 | node | INFO ] 📢 Broadcasting metrics.
[ 2026-03-27 21:44:31 | node | INFO ] 🎉 Round 98 of 100 finished.
[ 2026-03-27 21:44:31 | node | INFO ] 🗳️ [DETERMINISTIC] Train set assigned (No Voting). Size: 10
[ 2026-03-27 21:44:31 | node | INFO ] ♻️ Proactively processing 2 early models for round 98.
[ 2026-03-27 21:44:31 | node | INFO ] 🧩 Model added for round 98 (1/10) from ['node_6']
[ 2026-03-27 21:44:31 | node | INFO ] 🧩 Model added for round 98 (2/10) from ['node_7']
[ 2026-03-27 21:44:31 | node | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-03-27 21:44:32 | node_3 | INFO ] ⏹️  Gossiping exited for 10 equal rounds.
[ 2026-03-27 21:44:32 | node | INFO ] 🎓 Training step done.
[ 2026-03-27 21:44:32 | node_2 | INFO ] ⏹️  Gossiping exited for 10 equal rounds.
[ 2026-03-27 21:44:32 | node_3 | INFO ] 🔬 Evaluating...
[ 2026-03-27 21:44:32 | node_2 | INFO ] 🔬 Evaluating...
[ 2026-03-27 21:44:32 | node | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-03-27 21:44:32 | node | INFO ] ✅ [FORCE] Local model added for round 98. (3/10)
[ 2026-03-27 21:44:32 | node_3 | INFO ] 📈 Evaluated. Results: {'test_loss': 1.0877960920333862, 'test_acc': 0.8385518789291382, 'test_precision': 0.2223806381225586, 'test_recall': 0.18872691690921783, 'test_f1': 0.20371577143669128, 'communication_cost': 33870564}
[ 2026-03-27 21:44:32 | node_3 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-27 21:44:32 | node_2 | INFO ] 📈 Evaluated. Results: {'test_loss': 1.0213253498077393, 'test_acc': 0.9324734210968018, 'test_precision': 0.4228624403476715, 'test_recall': 0.4072539210319519, 'test_f1': 0.4125523269176483, 'communication_cost': 26343772}
[ 2026-03-27 21:44:32 | node_2 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-27 21:44:33 | node_9 | INFO ] ⏹️  Gossiping exited for 10 equal rounds.
[ 2026-03-27 21:44:33 | node_5 | INFO ] ⏹️  Gossiping exited for 10 equal rounds.
[ 2026-03-27 21:44:33 | node_5 | INFO ] 🔬 Evaluating...
[ 2026-03-27 21:44:33 | node_9 | INFO ] 🔬 Evaluating...
[ 2026-03-27 21:44:33 | node_3 | INFO ] 🎉 Round 98 of 100 finished.
[ 2026-03-27 21:44:33 | node_3 | INFO ] 🗳️ [DETERMINISTIC] Train set assigned (No Voting). Size: 10
[ 2026-03-27 21:44:33 | node_3 | INFO ] ♻️ Proactively processing 1 early models for round 98.
[ 2026-03-27 21:44:33 | node_3 | INFO ] 🧩 Model added for round 98 (1/10) from ['node_6']
[ 2026-03-27 21:44:33 | node_3 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-03-27 21:44:33 | node_4 | INFO ] ⏹️  Gossiping exited for 10 equal rounds.
[ 2026-03-27 21:44:33 | node_4 | INFO ] 🔬 Evaluating...
[ 2026-03-27 21:44:33 | node_8 | INFO ] ⏹️  Gossiping exited for 10 equal rounds.
[ 2026-03-27 21:44:33 | node_8 | INFO ] 🔬 Evaluating...
[ 2026-03-27 21:44:33 | node_9 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.6319758892059326, 'test_acc': 0.9400631189346313, 'test_precision': 0.3712979555130005, 'test_recall': 0.3447551727294922, 'test_f1': 0.35606440901756287, 'communication_cost': 30107168}
[ 2026-03-27 21:44:33 | node_9 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-27 21:44:33 | node_4 | INFO ] 📈 Evaluated. Results: {'test_loss': 1.6777859926223755, 'test_acc': 0.8484848737716675, 'test_precision': 0.5, 'test_recall': 0.452091783285141, 'test_f1': 0.47372549772262573, 'communication_cost': 33870564}
[ 2026-03-27 21:44:33 | node_4 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-27 21:44:33 | node_5 | INFO ] 📈 Evaluated. Results: {'test_loss': 1.1878962516784668, 'test_acc': 0.8833792209625244, 'test_precision': 0.4540960490703583, 'test_recall': 0.4272215664386749, 'test_f1': 0.4381008446216583, 'communication_cost': 30107168}
[ 2026-03-27 21:44:33 | node_8 | INFO ] 📈 Evaluated. Results: {'test_loss': 1.1256028413772583, 'test_acc': 0.842900276184082, 'test_precision': 0.2866534888744354, 'test_recall': 0.22419406473636627, 'test_f1': 0.2490667700767517, 'communication_cost': 30107168}
[ 2026-03-27 21:44:33 | node_5 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-27 21:44:33 | node_2 | INFO ] 🎉 Round 98 of 100 finished.
[ 2026-03-27 21:44:33 | node_8 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-27 21:44:33 | node_2 | INFO ] 🗳️ [DETERMINISTIC] Train set assigned (No Voting). Size: 10
[ 2026-03-27 21:44:33 | node_2 | INFO ] ♻️ Proactively processing 1 early models for round 98.
[ 2026-03-27 21:44:33 | node_2 | INFO ] 🧩 Model added for round 98 (1/8) from ['node_6']
[ 2026-03-27 21:44:33 | node_2 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-03-27 21:44:34 | node_9 | INFO ] 🎉 Round 98 of 100 finished.
[ 2026-03-27 21:44:34 | node_9 | INFO ] 🗳️ [DETERMINISTIC] Train set assigned (No Voting). Size: 10
[ 2026-03-27 21:44:34 | node_9 | INFO ] ♻️ Proactively processing 1 early models for round 98.
[ 2026-03-27 21:44:34 | node_9 | INFO ] 🧩 Model added for round 98 (1/9) from ['node_6']
[ 2026-03-27 21:44:34 | node_9 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-03-27 21:44:34 | node_5 | INFO ] 🎉 Round 98 of 100 finished.
[ 2026-03-27 21:44:34 | node_5 | INFO ] 🗳️ [DETERMINISTIC] Train set assigned (No Voting). Size: 10
[ 2026-03-27 21:44:34 | node_5 | INFO ] ♻️ Proactively processing 1 early models for round 98.
[ 2026-03-27 21:44:34 | node_5 | INFO ] 🧩 Model added for round 98 (1/9) from ['node_6']
[ 2026-03-27 21:44:34 | node_8 | INFO ] 🎉 Round 98 of 100 finished.
[ 2026-03-27 21:44:34 | node_5 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-03-27 21:44:34 | node_4 | INFO ] 🎉 Round 98 of 100 finished.
[ 2026-03-27 21:44:34 | node_8 | INFO ] 🗳️ [DETERMINISTIC] Train set assigned (No Voting). Size: 10
[ 2026-03-27 21:44:34 | node_4 | INFO ] 🗳️ [DETERMINISTIC] Train set assigned (No Voting). Size: 10
[ 2026-03-27 21:44:34 | node_4 | INFO ] ♻️ Proactively processing 1 early models for round 98.
[ 2026-03-27 21:44:34 | node_8 | INFO ] ♻️ Proactively processing 1 early models for round 98.
[ 2026-03-27 21:44:34 | node_4 | INFO ] 🧩 Model added for round 98 (1/10) from ['node_6']
[ 2026-03-27 21:44:34 | node_4 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-03-27 21:44:34 | node_8 | INFO ] 🧩 Model added for round 98 (1/9) from ['node_6']
[ 2026-03-27 21:44:34 | node_8 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-03-27 21:44:34 | node_2 | INFO ] 🧩 Model added for round 98 (2/8) from ['node_7']
[ 2026-03-27 21:44:35 | node_3 | INFO ] 🧩 Model added for round 98 (2/10) from ['node_7']
[ 2026-03-27 21:44:35 | node_4 | INFO ] 🎓 Training step done.
[ 2026-03-27 21:44:35 | node_4 | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-03-27 21:44:35 | node_4 | INFO ] ✅ [FORCE] Local model added for round 98. (2/10)
[ 2026-03-27 21:44:35 | node_4 | INFO ] 🧩 Model added for round 98 (3/10) from ['node_7']
[ 2026-03-27 21:44:35 | node_5 | INFO ] 🧩 Model added for round 98 (2/9) from ['node_7']
[ 2026-03-27 21:44:36 | node_3 | INFO ] 🎓 Training step done.
[ 2026-03-27 21:44:36 | node_3 | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-03-27 21:44:36 | node_3 | INFO ] ✅ [FORCE] Local model added for round 98. (3/10)
[ 2026-03-27 21:44:36 | node_8 | INFO ] 🧩 Model added for round 98 (2/9) from ['node_7']
[ 2026-03-27 21:44:36 | node_9 | INFO ] 🎓 Training step done.
[ 2026-03-27 21:44:36 | node_9 | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-03-27 21:44:36 | node_9 | INFO ] ✅ [FORCE] Local model added for round 98. (2/9)
[ 2026-03-27 21:44:36 | node_8 | INFO ] 🎓 Training step done.
[ 2026-03-27 21:44:36 | node_8 | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-03-27 21:44:36 | node_8 | INFO ] ✅ [FORCE] Local model added for round 98. (3/9)
[ 2026-03-27 21:44:36 | node_9 | INFO ] 🧩 Model added for round 98 (3/9) from ['node_7']
[ 2026-03-27 21:44:37 | node_2 | INFO ] 🎓 Training step done.
[ 2026-03-27 21:44:37 | node_2 | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-03-27 21:44:37 | node_2 | INFO ] ✅ [FORCE] Local model added for round 98. (3/8)
[ 2026-03-27 21:44:37 | node_5 | INFO ] 🎓 Training step done.
[ 2026-03-27 21:44:37 | node_5 | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-03-27 21:44:37 | node_5 | INFO ] ✅ [FORCE] Local model added for round 98. (3/9)
[ 2026-03-27 21:44:37 | node | INFO ] 📤 Sending model to 9 direct neighbors: ['node_1', 'node_2', 'node_3', 'node_4', 'node_5', 'node_6', 'node_7', 'node_8', 'node_9']
[ 2026-03-27 21:44:37 | node_2 | INFO ] 🧩 Model added for round 98 (4/8) from ['node']
[ 2026-03-27 21:44:37 | node_3 | INFO ] 🧩 Model added for round 98 (4/10) from ['node']
[ 2026-03-27 21:44:38 | node_4 | INFO ] 🧩 Model added for round 98 (4/10) from ['node']
[ 2026-03-27 21:44:38 | node_5 | INFO ] 🧩 Model added for round 98 (4/9) from ['node']
[ 2026-03-27 21:44:38 | node_6 | INFO ] 🧩 Model added for round 98 (2/8) from ['node']
[ 2026-03-27 21:44:38 | node_7 | INFO ] 🧩 Model added for round 98 (2/9) from ['node']
[ 2026-03-27 21:44:39 | node_8 | INFO ] 🧩 Model added for round 98 (4/9) from ['node']
[ 2026-03-27 21:44:39 | node_9 | INFO ] 🧩 Model added for round 98 (4/9) from ['node']
[ 2026-03-27 21:44:40 | node_4 | INFO ] 📤 Sending model to 9 direct neighbors: ['node', 'node_1', 'node_2', 'node_3', 'node_5', 'node_6', 'node_7', 'node_8', 'node_9']
[ 2026-03-27 21:44:40 | node | INFO ] 🧩 Model added for round 98 (4/10) from ['node_4']
[ 2026-03-27 21:44:40 | node_2 | INFO ] 🧩 Model added for round 98 (5/8) from ['node_4']
[ 2026-03-27 21:44:41 | node_3 | INFO ] 📤 Sending model to 9 direct neighbors: ['node', 'node_1', 'node_2', 'node_4', 'node_5', 'node_6', 'node_7', 'node_8', 'node_9']
[ 2026-03-27 21:44:41 | node_3 | INFO ] 🧩 Model added for round 98 (5/10) from ['node_4']
[ 2026-03-27 21:44:41 | node | INFO ] 🧩 Model added for round 98 (5/10) from ['node_3']
[ 2026-03-27 21:44:41 | node_9 | INFO ] 📤 Sending model to 8 direct neighbors: ['node', 'node_1', 'node_2', 'node_3', 'node_4', 'node_6', 'node_7', 'node_8']
[ 2026-03-27 21:44:41 | node_8 | INFO ] 📤 Sending model to 8 direct neighbors: ['node', 'node_1', 'node_3', 'node_4', 'node_5', 'node_6', 'node_7', 'node_9']
[ 2026-03-27 21:44:41 | node | INFO ] 🧩 Model added for round 98 (6/10) from ['node_9']
[ 2026-03-27 21:44:41 | node | INFO ] 🧩 Model added for round 98 (7/10) from ['node_8']
[ 2026-03-27 21:44:41 | node_5 | INFO ] 🧩 Model added for round 98 (5/9) from ['node_4']
[ 2026-03-27 21:44:41 | node_2 | INFO ] 🧩 Model added for round 98 (6/8) from ['node_3']
[ 2026-03-27 21:44:41 | node_6 | INFO ] 🧩 Model added for round 98 (3/8) from ['node_4']
[ 2026-03-27 21:44:41 | node_3 | INFO ] 🧩 Model added for round 98 (6/10) from ['node_8']
[ 2026-03-27 21:44:42 | node_2 | INFO ] 📤 Sending model to 7 direct neighbors: ['node', 'node_3', 'node_4', 'node_5', 'node_6', 'node_7', 'node_9']
[ 2026-03-27 21:44:42 | node_2 | INFO ] 🧩 Model added for round 98 (7/8) from ['node_9']
[ 2026-03-27 21:44:42 | node_1 | INFO ] ⏹️  Gossiping exited for 10 equal rounds.
[ 2026-03-27 21:44:42 | node_5 | INFO ] 📤 Sending model to 8 direct neighbors: ['node', 'node_1', 'node_2', 'node_3', 'node_4', 'node_6', 'node_7', 'node_8']
[ 2026-03-27 21:44:42 | node_4 | INFO ] 🧩 Model added for round 98 (5/10) from ['node_3']
[ 2026-03-27 21:44:42 | node_1 | INFO ] 🔬 Evaluating...
[ 2026-03-27 21:44:42 | node_7 | INFO ] 🧩 Model added for round 98 (3/9) from ['node_4']
[ 2026-03-27 21:44:42 | node | INFO ] 🧩 Model added for round 98 (8/10) from ['node_2']
[ 2026-03-27 21:44:42 | node | INFO ] 🧩 Model added for round 98 (9/10) from ['node_5']
[ 2026-03-27 21:44:42 | node_4 | INFO ] 🧩 Model added for round 98 (6/10) from ['node_8']
[ 2026-03-27 21:44:42 | node_3 | INFO ] 🧩 Model added for round 98 (7/10) from ['node_9']
[ 2026-03-27 21:44:42 | node_1 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.4173647463321686, 'test_acc': 0.9318681359291077, 'test_precision': 0.46667715907096863, 'test_recall': 0.4536207616329193, 'test_f1': 0.45506688952445984, 'communication_cost': 26343772}
[ 2026-03-27 21:44:42 | node_5 | INFO ] 🧩 Model added for round 98 (6/9) from ['node_3']
[ 2026-03-27 21:44:42 | node_1 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-27 21:44:42 | node_8 | INFO ] 🧩 Model added for round 98 (5/9) from ['node_4']
[ 2026-03-27 21:44:42 | node_3 | INFO ] 🧩 Model added for round 98 (8/10) from ['node_2']
[ 2026-03-27 21:44:43 | node_4 | INFO ] 🧩 Model added for round 98 (7/10) from ['node_9']
[ 2026-03-27 21:44:43 | node_5 | INFO ] 🧩 Model added for round 98 (7/9) from ['node_8']
[ 2026-03-27 21:44:43 | node_2 | INFO ] 🧩 Model added for round 98 (8/8) from ['node_5']
[ 2026-03-27 21:44:43 | node_6 | INFO ] 🧩 Model added for round 98 (4/8) from ['node_3']
