[ 2026-03-27 22:45:45 | node_1 | INFO ] 🧩 Model added for round 97 (2/8) from ['node_5']
[ 2026-03-27 22:45:48 | node_1 | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-03-27 22:45:48 | node_1 | INFO ] ✅ [FORCE] Local model added for round 97. (4/8)
[ 2026-03-27 22:45:49 | node | INFO ] 🎓 Training step done.
[ 2026-03-27 22:45:49 | node | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-03-27 22:45:49 | node | INFO ] ✅ [FORCE] Local model added for round 97. (4/10)
[ 2026-03-27 22:45:51 | node_2 | INFO ] 📤 Sending model to 9 direct neighbors: ['node', 'node_1', 'node_3', 'node_4', 'node_5', 'node_6', 'node_7', 'node_8', 'node_9']
[ 2026-03-27 22:45:51 | node | INFO ] 🧩 Model added for round 97 (5/10) from ['node_2']
[ 2026-03-27 22:45:51 | node_3 | INFO ] 📤 Sending model to 7 direct neighbors: ['node', 'node_2', 'node_4', 'node_6', 'node_7', 'node_8', 'node_9']
[ 2026-03-27 22:45:52 | node_7 | INFO ] 📤 Sending model to 9 direct neighbors: ['node', 'node_1', 'node_2', 'node_3', 'node_4', 'node_5', 'node_6', 'node_8', 'node_9']
[ 2026-03-27 22:45:52 | node | INFO ] 🧩 Model added for round 97 (6/10) from ['node_3']
[ 2026-03-27 22:45:52 | node_1 | INFO ] 🧩 Model added for round 97 (5/8) from ['node_2']
[ 2026-03-27 22:45:52 | node | INFO ] 🧩 Model added for round 97 (7/10) from ['node_7']
[ 2026-03-27 22:45:52 | node_3 | INFO ] 🧩 Model added for round 97 (4/8) from ['node_2']
[ 2026-03-27 22:45:52 | node_2 | INFO ] 🧩 Model added for round 97 (5/10) from ['node_3']
[ 2026-03-27 22:45:52 | node_1 | INFO ] 🧩 Model added for round 97 (6/8) from ['node_7']
[ 2026-03-27 22:45:52 | node_4 | INFO ] 🧩 Model added for round 97 (5/9) from ['node_2']
[ 2026-03-27 22:45:52 | node_2 | INFO ] 🧩 Model added for round 97 (6/10) from ['node_7']
[ 2026-03-27 22:45:52 | node_4 | INFO ] 🧩 Model added for round 97 (6/9) from ['node_3']
[ 2026-03-27 22:45:52 | node_4 | INFO ] 📤 Sending model to 8 direct neighbors: ['node', 'node_2', 'node_3', 'node_5', 'node_6', 'node_7', 'node_8', 'node_9']
[ 2026-03-27 22:45:52 | node_5 | INFO ] 🧩 Model added for round 97 (3/8) from ['node_2']
[ 2026-03-27 22:45:52 | node_6 | INFO ] 🧩 Model added for round 97 (2/8) from ['node_3']
[ 2026-03-27 22:45:52 | node | INFO ] 🧩 Model added for round 97 (8/10) from ['node_4']
[ 2026-03-27 22:45:52 | node_3 | INFO ] 🧩 Model added for round 97 (5/8) from ['node_7']
[ 2026-03-27 22:45:53 | node_6 | INFO ] 🧩 Model added for round 97 (3/8) from ['node_2']
[ 2026-03-27 22:45:53 | node_7 | INFO ] 🧩 Model added for round 97 (5/10) from ['node_3']
[ 2026-03-27 22:45:53 | node_4 | INFO ] 🧩 Model added for round 97 (7/9) from ['node_7']
[ 2026-03-27 22:45:53 | node_2 | INFO ] 🧩 Model added for round 97 (7/10) from ['node_4']
[ 2026-03-27 22:45:53 | node_8 | INFO ] 📤 Sending model to 9 direct neighbors: ['node', 'node_1', 'node_2', 'node_3', 'node_4', 'node_5', 'node_6', 'node_7', 'node_9']
[ 2026-03-27 22:45:53 | node_7 | INFO ] 🧩 Model added for round 97 (6/10) from ['node_2']
[ 2026-03-27 22:45:53 | node | INFO ] 🧩 Model added for round 97 (9/10) from ['node_8']
[ 2026-03-27 22:45:53 | node_8 | INFO ] 🧩 Model added for round 97 (5/10) from ['node_3']
[ 2026-03-27 22:45:53 | node_5 | INFO ] 🧩 Model added for round 97 (4/8) from ['node_7']
[ 2026-03-27 22:45:53 | node_3 | INFO ] 🧩 Model added for round 97 (6/8) from ['node_4']
[ 2026-03-27 22:45:53 | node_8 | INFO ] 🧩 Model added for round 97 (6/10) from ['node_2']
[ 2026-03-27 22:45:53 | node_1 | INFO ] 🧩 Model added for round 97 (7/8) from ['node_8']
[ 2026-03-27 22:45:53 | node_9 | INFO ] 🧩 Model added for round 97 (3/9) from ['node_3']
[ 2026-03-27 22:45:53 | node_6 | INFO ] 🧩 Model added for round 97 (4/8) from ['node_7']
[ 2026-03-27 22:45:53 | node_5 | INFO ] 🧩 Model added for round 97 (5/8) from ['node_4']
[ 2026-03-27 22:45:53 | node_1 | INFO ] 📤 Sending model to 7 direct neighbors: ['node', 'node_2', 'node_5', 'node_6', 'node_7', 'node_8', 'node_9']
[ 2026-03-27 22:45:54 | node | INFO ] 📤 Sending model to 9 direct neighbors: ['node_1', 'node_2', 'node_3', 'node_4', 'node_5', 'node_6', 'node_7', 'node_8', 'node_9']
[ 2026-03-27 22:45:55 | node | INFO ] 🧩 Model added for round 97 (10/10) from ['node_1']
[ 2026-03-27 22:45:55 | node_9 | INFO ] 🧩 Model added for round 97 (4/9) from ['node_2']
[ 2026-03-27 22:45:55 | node_2 | INFO ] 🧩 Model added for round 97 (8/10) from ['node_8']
[ 2026-03-27 22:45:55 | node_8 | INFO ] 🧩 Model added for round 97 (7/10) from ['node_7']
[ 2026-03-27 22:45:55 | node_1 | INFO ] 🧩 Model added for round 97 (8/8) from ['node']
[ 2026-03-27 22:45:55 | node_6 | INFO ] 🧩 Model added for round 97 (5/8) from ['node_4']
[ 2026-03-27 22:45:55 | node_2 | INFO ] 🧩 Model added for round 97 (9/10) from ['node_1']
[ 2026-03-27 22:45:55 | node_9 | INFO ] 🧩 Model added for round 97 (5/9) from ['node_7']
[ 2026-03-27 22:45:55 | node_3 | INFO ] 🧩 Model added for round 97 (7/8) from ['node_8']
[ 2026-03-27 22:45:55 | node_2 | INFO ] 🧩 Model added for round 97 (10/10) from ['node']
[ 2026-03-27 22:45:55 | node_7 | INFO ] 🧩 Model added for round 97 (7/10) from ['node_4']
[ 2026-03-27 22:45:55 | node_4 | INFO ] 🧩 Model added for round 97 (8/9) from ['node_8']
[ 2026-03-27 22:45:55 | node_3 | INFO ] 🧩 Model added for round 97 (8/8) from ['node']
[ 2026-03-27 22:45:55 | node_5 | INFO ] 🧩 Model added for round 97 (6/8) from ['node_1']
[ 2026-03-27 22:45:55 | node_8 | INFO ] 🧩 Model added for round 97 (8/10) from ['node_4']
[ 2026-03-27 22:45:55 | node_3 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-27 22:45:55 | node_2 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-27 22:45:55 | node_3 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-27 22:45:56 | node_6 | INFO ] 🧩 Model added for round 97 (6/8) from ['node_1']
[ 2026-03-27 22:45:56 | node_5 | INFO ] 🧩 Model added for round 97 (7/8) from ['node_8']
[ 2026-03-27 22:45:56 | node_2 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-27 22:45:56 | node_9 | INFO ] 🧩 Model added for round 97 (6/9) from ['node_4']
[ 2026-03-27 22:45:56 | node_4 | INFO ] 🧩 Model added for round 97 (9/9) from ['node']
[ 2026-03-27 22:45:56 | node_6 | INFO ] 🧩 Model added for round 97 (7/8) from ['node_8']
[ 2026-03-27 22:45:56 | node_7 | INFO ] 🧩 Model added for round 97 (8/10) from ['node_1']
[ 2026-03-27 22:45:56 | node_5 | INFO ] 🧩 Model added for round 97 (8/8) from ['node']
[ 2026-03-27 22:45:56 | node_7 | INFO ] 🧩 Model added for round 97 (9/10) from ['node_8']
[ 2026-03-27 22:45:56 | node_8 | INFO ] 🧩 Model added for round 97 (9/10) from ['node_1']
[ 2026-03-27 22:45:56 | node_5 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-27 22:45:56 | node_4 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-27 22:45:56 | node_6 | INFO ] 🧩 Model added for round 97 (8/8) from ['node']
[ 2026-03-27 22:45:56 | node_5 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-27 22:45:56 | node_6 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-27 22:45:56 | node_4 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-27 22:45:56 | node_9 | INFO ] 🧩 Model added for round 97 (7/9) from ['node_8']
[ 2026-03-27 22:45:56 | node_9 | INFO ] 🧩 Model added for round 97 (8/9) from ['node_1']
[ 2026-03-27 22:45:56 | node_7 | INFO ] 🧩 Model added for round 97 (10/10) from ['node']
[ 2026-03-27 22:45:56 | node_6 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-27 22:45:57 | node_8 | INFO ] 🧩 Model added for round 97 (10/10) from ['node']
[ 2026-03-27 22:45:57 | node_1 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-27 22:45:57 | node_7 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-27 22:45:57 | node_8 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-27 22:45:57 | node_1 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-27 22:45:57 | node_7 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-27 22:45:57 | node_8 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-27 22:45:57 | node_9 | INFO ] 🧩 Model added for round 97 (9/9) from ['node']
[ 2026-03-27 22:45:57 | node_9 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-27 22:45:57 | node | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-27 22:45:57 | node_9 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-27 22:45:57 | node | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-27 22:45:57 | node | INFO ] 🤫 Gossip finished.
[ 2026-03-27 22:45:57 | node | INFO ] 🔬 Evaluating...
[ 2026-03-27 22:45:57 | node_5 | INFO ] 🤫 Gossip finished.
[ 2026-03-27 22:45:57 | node_5 | INFO ] 🔬 Evaluating...
[ 2026-03-27 22:45:58 | node | INFO ] 📈 Evaluated. Results: {'test_loss': 0.09541766345500946, 'test_acc': 0.9878542423248291, 'test_precision': 0.7685560584068298, 'test_recall': 0.7633940577507019, 'test_f1': 0.7659342885017395, 'communication_cost': 33870564}
[ 2026-03-27 22:45:58 | node | INFO ] 📢 Broadcasting metrics.
[ 2026-03-27 22:45:58 | node_5 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.5869987607002258, 'test_acc': 0.9003689885139465, 'test_precision': 0.28310197591781616, 'test_recall': 0.25770124793052673, 'test_f1': 0.2695167064666748, 'communication_cost': 26343772}
[ 2026-03-27 22:45:58 | node_5 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-27 22:45:58 | node_3 | INFO ] 🤫 Gossip finished.
[ 2026-03-27 22:45:58 | node_3 | INFO ] 🔬 Evaluating...
[ 2026-03-27 22:45:58 | node_2 | INFO ] 🤫 Gossip finished.
[ 2026-03-27 22:45:58 | node_2 | INFO ] 🔬 Evaluating...
[ 2026-03-27 22:45:58 | node | INFO ] 🎉 Round 98 of 100 finished.
[ 2026-03-27 22:45:58 | node | INFO ] 🗳️ [DETERMINISTIC] Train set assigned (No Voting). Size: 10
[ 2026-03-27 22:45:58 | node | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-03-27 22:45:58 | node_1 | INFO ] 🤫 Gossip finished.
[ 2026-03-27 22:45:58 | node_3 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.539017915725708, 'test_acc': 0.96277916431427, 'test_precision': 0.5765095353126526, 'test_recall': 0.564408540725708, 'test_f1': 0.5701586008071899, 'communication_cost': 26343772}
[ 2026-03-27 22:45:58 | node_1 | INFO ] 🔬 Evaluating...
[ 2026-03-27 22:45:58 | node_3 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-27 22:45:58 | node_5 | INFO ] 🎉 Round 98 of 100 finished.
[ 2026-03-27 22:45:58 | node_5 | INFO ] 🗳️ [DETERMINISTIC] Train set assigned (No Voting). Size: 10
[ 2026-03-27 22:45:58 | node_5 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-03-27 22:45:58 | node_1 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.9330625534057617, 'test_acc': 0.9617224931716919, 'test_precision': 0.4967120885848999, 'test_recall': 0.48290929198265076, 'test_f1': 0.48918309807777405, 'communication_cost': 26343772}
[ 2026-03-27 22:45:58 | node_1 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-27 22:45:58 | node_2 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.5922423601150513, 'test_acc': 0.907216489315033, 'test_precision': 0.3319467306137085, 'test_recall': 0.3075246512889862, 'test_f1': 0.31878265738487244, 'communication_cost': 33870564}
[ 2026-03-27 22:45:58 | node_2 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-27 22:45:58 | node_3 | INFO ] 🎉 Round 98 of 100 finished.
[ 2026-03-27 22:45:58 | node_3 | INFO ] 🗳️ [DETERMINISTIC] Train set assigned (No Voting). Size: 10
[ 2026-03-27 22:45:58 | node_3 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-03-27 22:45:59 | node_1 | INFO ] 🎉 Round 98 of 100 finished.
[ 2026-03-27 22:45:59 | node_1 | INFO ] 🗳️ [DETERMINISTIC] Train set assigned (No Voting). Size: 10
[ 2026-03-27 22:45:59 | node_1 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-03-27 22:45:59 | node_2 | INFO ] 🎉 Round 98 of 100 finished.
[ 2026-03-27 22:45:59 | node_2 | INFO ] 🗳️ [DETERMINISTIC] Train set assigned (No Voting). Size: 10
[ 2026-03-27 22:45:59 | node_2 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-03-27 22:46:00 | node_5 | INFO ] 🎓 Training step done.
[ 2026-03-27 22:46:00 | node_5 | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-03-27 22:46:00 | node_5 | INFO ] ✅ [FORCE] Local model added for round 98. (1/8)
[ 2026-03-27 22:46:00 | node_2 | INFO ] 🎓 Training step done.
[ 2026-03-27 22:46:00 | node_2 | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-03-27 22:46:00 | node_2 | INFO ] ✅ [FORCE] Local model added for round 98. (1/10)
[ 2026-03-27 22:46:01 | node_3 | INFO ] 🎓 Training step done.
[ 2026-03-27 22:46:01 | node_3 | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-03-27 22:46:01 | node_3 | INFO ] ✅ [FORCE] Local model added for round 98. (1/8)
[ 2026-03-27 22:46:01 | node | INFO ] 🎓 Training step done.
[ 2026-03-27 22:46:01 | node | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-03-27 22:46:01 | node | INFO ] ✅ [FORCE] Local model added for round 98. (1/10)
[ 2026-03-27 22:46:02 | node_1 | INFO ] 🎓 Training step done.
[ 2026-03-27 22:46:02 | node_1 | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-03-27 22:46:02 | node_1 | INFO ] ✅ [FORCE] Local model added for round 98. (1/8)
[ 2026-03-27 22:46:05 | node_5 | INFO ] 📤 Sending model to 7 direct neighbors: ['node', 'node_1', 'node_2', 'node_4', 'node_7', 'node_8', 'node_9']
[ 2026-03-27 22:46:05 | node | INFO ] 🧩 Model added for round 98 (2/10) from ['node_5']
[ 2026-03-27 22:46:05 | node_1 | INFO ] 🧩 Model added for round 98 (2/8) from ['node_5']
[ 2026-03-27 22:46:05 | node_2 | INFO ] 📤 Sending model to 9 direct neighbors: ['node', 'node_1', 'node_3', 'node_4', 'node_5', 'node_6', 'node_7', 'node_8', 'node_9']
[ 2026-03-27 22:46:05 | node_2 | INFO ] 🧩 Model added for round 98 (2/10) from ['node_5']
[ 2026-03-27 22:46:06 | node | INFO ] 🧩 Model added for round 98 (3/10) from ['node_2']
[ 2026-03-27 22:46:06 | node_3 | INFO ] 📤 Sending model to 7 direct neighbors: ['node', 'node_2', 'node_4', 'node_6', 'node_7', 'node_8', 'node_9']
[ 2026-03-27 22:46:06 | node | INFO ] 🧩 Model added for round 98 (4/10) from ['node_3']
[ 2026-03-27 22:46:06 | node_1 | INFO ] 🧩 Model added for round 98 (3/8) from ['node_2']
[ 2026-03-27 22:46:06 | node | INFO ] 📤 Sending model to 9 direct neighbors: ['node_1', 'node_2', 'node_3', 'node_4', 'node_5', 'node_6', 'node_7', 'node_8', 'node_9']
[ 2026-03-27 22:46:06 | node_3 | INFO ] 🧩 Model added for round 98 (2/8) from ['node_2']
[ 2026-03-27 22:46:06 | node_2 | INFO ] 🧩 Model added for round 98 (3/10) from ['node_3']
[ 2026-03-27 22:46:06 | node_1 | INFO ] 🧩 Model added for round 98 (4/8) from ['node']
[ 2026-03-27 22:46:06 | node_2 | INFO ] 🧩 Model added for round 98 (4/10) from ['node']
[ 2026-03-27 22:46:06 | node_5 | INFO ] 🧩 Model added for round 98 (2/8) from ['node_2']
[ 2026-03-27 22:46:07 | node_3 | INFO ] 🧩 Model added for round 98 (3/8) from ['node']
[ 2026-03-27 22:46:07 | node_1 | INFO ] 📤 Sending model to 7 direct neighbors: ['node', 'node_2', 'node_5', 'node_6', 'node_7', 'node_8', 'node_9']
[ 2026-03-27 22:46:07 | node_5 | INFO ] 🧩 Model added for round 98 (3/8) from ['node']
[ 2026-03-27 22:46:07 | node | INFO ] 🧩 Model added for round 98 (5/10) from ['node_1']
[ 2026-03-27 22:46:07 | node_2 | INFO ] 🧩 Model added for round 98 (5/10) from ['node_1']
[ 2026-03-27 22:46:07 | node_5 | INFO ] 🧩 Model added for round 98 (4/8) from ['node_1']
[ 2026-03-27 22:46:09 | node_4 | INFO ] ⏹️  Gossiping exited for 10 equal rounds.
[ 2026-03-27 22:46:09 | node_4 | INFO ] 🔬 Evaluating...
[ 2026-03-27 22:46:09 | node_6 | INFO ] ⏹️  Gossiping exited for 10 equal rounds.
[ 2026-03-27 22:46:09 | node_6 | INFO ] 🔬 Evaluating...
[ 2026-03-27 22:46:09 | node_6 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.8281509280204773, 'test_acc': 0.8666666746139526, 'test_precision': 0.6540917158126831, 'test_recall': 0.6444447636604309, 'test_f1': 0.6346401572227478, 'communication_cost': 26343772}
[ 2026-03-27 22:46:09 | node_6 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-27 22:46:09 | node_7 | INFO ] ⏹️  Gossiping exited for 10 equal rounds.
[ 2026-03-27 22:46:09 | node_7 | INFO ] 🔬 Evaluating...
[ 2026-03-27 22:46:09 | node_8 | INFO ] ⏹️  Gossiping exited for 10 equal rounds.
[ 2026-03-27 22:46:09 | node_8 | INFO ] 🔬 Evaluating...
[ 2026-03-27 22:46:09 | node_7 | INFO ] 📈 Evaluated. Results: {'test_loss': 1.4243205785751343, 'test_acc': 0.7922077775001526, 'test_precision': 0.3652626574039459, 'test_recall': 0.3533632755279541, 'test_f1': 0.3388592600822449, 'communication_cost': 33870564}
[ 2026-03-27 22:46:09 | node_7 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-27 22:46:09 | node_6 | INFO ] 🎉 Round 98 of 100 finished.
[ 2026-03-27 22:46:09 | node_6 | INFO ] 🗳️ [DETERMINISTIC] Train set assigned (No Voting). Size: 10
[ 2026-03-27 22:46:09 | node_6 | INFO ] ♻️ Proactively processing 4 early models for round 98.
[ 2026-03-27 22:46:09 | node_6 | INFO ] 🧩 Model added for round 98 (1/8) from ['node_3']
[ 2026-03-27 22:46:09 | node_6 | INFO ] 🧩 Model added for round 98 (2/8) from ['node_2']
[ 2026-03-27 22:46:09 | node_6 | INFO ] 🧩 Model added for round 98 (3/8) from ['node']
[ 2026-03-27 22:46:09 | node_6 | INFO ] 🧩 Model added for round 98 (4/8) from ['node_1']
[ 2026-03-27 22:46:09 | node_6 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-03-27 22:46:09 | node_4 | INFO ] 📈 Evaluated. Results: {'test_loss': 1.3648152351379395, 'test_acc': 0.8273785710334778, 'test_precision': 0.33491259813308716, 'test_recall': 0.29953786730766296, 'test_f1': 0.31424805521965027, 'communication_cost': 30107168}
[ 2026-03-27 22:46:10 | node_4 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-27 22:46:10 | node_9 | INFO ] ⏹️  Gossiping exited for 10 equal rounds.
[ 2026-03-27 22:46:10 | node_9 | INFO ] 🔬 Evaluating...
[ 2026-03-27 22:46:10 | node_7 | INFO ] 🎉 Round 98 of 100 finished.
[ 2026-03-27 22:46:10 | node_7 | INFO ] 🗳️ [DETERMINISTIC] Train set assigned (No Voting). Size: 10
[ 2026-03-27 22:46:10 | node_7 | INFO ] ♻️ Proactively processing 5 early models for round 98.
[ 2026-03-27 22:46:10 | node_7 | INFO ] 🧩 Model added for round 98 (1/10) from ['node_5']
[ 2026-03-27 22:46:10 | node_7 | INFO ] 🧩 Model added for round 98 (2/10) from ['node_3']
[ 2026-03-27 22:46:10 | node_7 | INFO ] 🧩 Model added for round 98 (3/10) from ['node_2']
[ 2026-03-27 22:46:10 | node_7 | INFO ] 🧩 Model added for round 98 (4/10) from ['node']
[ 2026-03-27 22:46:10 | node_7 | INFO ] 🧩 Model added for round 98 (5/10) from ['node_1']
[ 2026-03-27 22:46:10 | node_7 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-03-27 22:46:10 | node_8 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.8114451169967651, 'test_acc': 0.9402009844779968, 'test_precision': 0.4468037486076355, 'test_recall': 0.4344455599784851, 'test_f1': 0.43925490975379944, 'communication_cost': 33870564}
[ 2026-03-27 22:46:10 | node_8 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-27 22:46:10 | node_4 | INFO ] 🎉 Round 98 of 100 finished.
[ 2026-03-27 22:46:10 | node_4 | INFO ] 🗳️ [DETERMINISTIC] Train set assigned (No Voting). Size: 10
[ 2026-03-27 22:46:10 | node_4 | INFO ] ♻️ Proactively processing 4 early models for round 98.
[ 2026-03-27 22:46:10 | node_4 | INFO ] 🧩 Model added for round 98 (1/9) from ['node_5']
