[ 2026-03-27 19:41:58 | node_5 | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-03-27 19:42:04 | node_7 | INFO ] 🧩 Model added for round 97 (7/8) from ['node']
[ 2026-03-27 19:42:04 | node_2 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-27 19:42:04 | node_1 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-27 19:42:04 | node_3 | INFO ] 🧩 Model added for round 97 (10/10) from ['node_5']
[ 2026-03-27 19:42:04 | node_8 | INFO ] 🧩 Model added for round 97 (9/10) from ['node']
[ 2026-03-27 19:42:04 | node_9 | INFO ] 🧩 Model added for round 97 (7/8) from ['node']
[ 2026-03-27 19:42:04 | node_4 | INFO ] 🧩 Model added for round 97 (10/10) from ['node_5']
[ 2026-03-27 19:42:04 | node_3 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-27 19:42:04 | node_4 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-27 19:42:04 | node_6 | INFO ] 🧩 Model added for round 97 (9/9) from ['node_5']
[ 2026-03-27 19:42:04 | node_4 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-27 19:42:04 | node | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-27 19:42:04 | node_3 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-27 19:42:04 | node_6 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-27 19:42:05 | node_6 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-27 19:42:05 | node | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-27 19:42:05 | node_7 | INFO ] 🧩 Model added for round 97 (8/8) from ['node_5']
[ 2026-03-27 19:42:05 | node_8 | INFO ] 🧩 Model added for round 97 (10/10) from ['node_5']
[ 2026-03-27 19:42:05 | node_9 | INFO ] 🧩 Model added for round 97 (8/8) from ['node_5']
[ 2026-03-27 19:42:05 | node_7 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-27 19:42:05 | node_7 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-27 19:42:05 | node_9 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-27 19:42:05 | node_8 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-27 19:42:05 | node_5 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-27 19:42:05 | node_9 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-27 19:42:05 | node_8 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-27 19:42:05 | node_5 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-27 19:42:05 | node_5 | INFO ] 🤫 Gossip finished.
[ 2026-03-27 19:42:05 | node_5 | INFO ] 🔬 Evaluating...
[ 2026-03-27 19:42:06 | node_4 | INFO ] 🤫 Gossip finished.
[ 2026-03-27 19:42:06 | node_4 | INFO ] 🔬 Evaluating...
[ 2026-03-27 19:42:06 | node_3 | INFO ] 🤫 Gossip finished.
[ 2026-03-27 19:42:06 | node_3 | INFO ] 🔬 Evaluating...
[ 2026-03-27 19:42:06 | node_5 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.4819444715976715, 'test_acc': 0.9264705777168274, 'test_precision': 0.38823530077934265, 'test_recall': 0.36567866802215576, 'test_f1': 0.3763958215713501, 'communication_cost': 33870564}
[ 2026-03-27 19:42:06 | node_5 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-27 19:42:06 | node_6 | INFO ] 🤫 Gossip finished.
[ 2026-03-27 19:42:06 | node | INFO ] 🤫 Gossip finished.
[ 2026-03-27 19:42:06 | node_6 | INFO ] 🔬 Evaluating...
[ 2026-03-27 19:42:06 | node | INFO ] 🔬 Evaluating...
[ 2026-03-27 19:42:06 | node_3 | INFO ] 📈 Evaluated. Results: {'test_loss': 1.8887194395065308, 'test_acc': 0.7862595319747925, 'test_precision': 0.37844419479370117, 'test_recall': 0.3419989049434662, 'test_f1': 0.3553839921951294, 'communication_cost': 33870564}
[ 2026-03-27 19:42:06 | node_3 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-27 19:42:06 | node_6 | INFO ] 📈 Evaluated. Results: {'test_loss': 1.1634411811828613, 'test_acc': 0.8379888534545898, 'test_precision': 0.40320301055908203, 'test_recall': 0.37843596935272217, 'test_f1': 0.38422226905822754, 'communication_cost': 30107168}
[ 2026-03-27 19:42:06 | node_6 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-27 19:42:06 | node_5 | INFO ] 🎉 Round 98 of 100 finished.
[ 2026-03-27 19:42:06 | node_5 | INFO ] 🗳️ [DETERMINISTIC] Train set assigned (No Voting). Size: 10
[ 2026-03-27 19:42:06 | node_5 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-03-27 19:42:06 | node_4 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.9099648594856262, 'test_acc': 0.917639434337616, 'test_precision': 0.46294236183166504, 'test_recall': 0.43941038846969604, 'test_f1': 0.4496038854122162, 'communication_cost': 33870564}
[ 2026-03-27 19:42:06 | node_4 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-27 19:42:06 | node_1 | INFO ] 🤫 Gossip finished.
[ 2026-03-27 19:42:06 | node_1 | INFO ] 🔬 Evaluating...
[ 2026-03-27 19:42:06 | node_7 | INFO ] 🤫 Gossip finished.
[ 2026-03-27 19:42:06 | node | INFO ] 📈 Evaluated. Results: {'test_loss': 1.2556376457214355, 'test_acc': 0.8617381453514099, 'test_precision': 0.3711431324481964, 'test_recall': 0.34605076909065247, 'test_f1': 0.35691002011299133, 'communication_cost': 30107168}
[ 2026-03-27 19:42:06 | node_7 | INFO ] 🔬 Evaluating...
[ 2026-03-27 19:42:06 | node | INFO ] 📢 Broadcasting metrics.
[ 2026-03-27 19:42:06 | node_3 | INFO ] 🎉 Round 98 of 100 finished.
[ 2026-03-27 19:42:06 | node_3 | INFO ] 🗳️ [DETERMINISTIC] Train set assigned (No Voting). Size: 10
[ 2026-03-27 19:42:06 | node_9 | INFO ] 🤫 Gossip finished.
[ 2026-03-27 19:42:06 | node_9 | INFO ] 🔬 Evaluating...
[ 2026-03-27 19:42:06 | node_3 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-03-27 19:42:06 | node_6 | INFO ] 🎉 Round 98 of 100 finished.
[ 2026-03-27 19:42:06 | node_6 | INFO ] 🗳️ [DETERMINISTIC] Train set assigned (No Voting). Size: 10
[ 2026-03-27 19:42:06 | node_6 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-03-27 19:42:07 | node_1 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.6354722380638123, 'test_acc': 0.944243311882019, 'test_precision': 0.46660116314888, 'test_recall': 0.44589006900787354, 'test_f1': 0.4558025598526001, 'communication_cost': 26343772}
[ 2026-03-27 19:42:07 | node_1 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-27 19:42:07 | node_9 | INFO ] 📈 Evaluated. Results: {'test_loss': 1.7132247686386108, 'test_acc': 0.8961039185523987, 'test_precision': 0.3037322461605072, 'test_recall': 0.28402647376060486, 'test_f1': 0.2931991219520569, 'communication_cost': 26343772}
[ 2026-03-27 19:42:07 | node_9 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-27 19:42:07 | node_4 | INFO ] 🎉 Round 98 of 100 finished.
[ 2026-03-27 19:42:07 | node_4 | INFO ] 🗳️ [DETERMINISTIC] Train set assigned (No Voting). Size: 10
[ 2026-03-27 19:42:07 | node_4 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-03-27 19:42:07 | node | INFO ] 🎉 Round 98 of 100 finished.
[ 2026-03-27 19:42:07 | node | INFO ] 🗳️ [DETERMINISTIC] Train set assigned (No Voting). Size: 10
[ 2026-03-27 19:42:07 | node | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-03-27 19:42:07 | node_7 | INFO ] 📈 Evaluated. Results: {'test_loss': 1.0811221599578857, 'test_acc': 0.9252336621284485, 'test_precision': 0.4844830334186554, 'test_recall': 0.47122353315353394, 'test_f1': 0.47655409574508667, 'communication_cost': 26343772}
[ 2026-03-27 19:42:07 | node_7 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-27 19:42:07 | node_1 | INFO ] 🎉 Round 98 of 100 finished.
[ 2026-03-27 19:42:07 | node_1 | INFO ] 🗳️ [DETERMINISTIC] Train set assigned (No Voting). Size: 10
[ 2026-03-27 19:42:07 | node_1 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-03-27 19:42:07 | node_9 | INFO ] 🎉 Round 98 of 100 finished.
[ 2026-03-27 19:42:07 | node_9 | INFO ] 🗳️ [DETERMINISTIC] Train set assigned (No Voting). Size: 10
[ 2026-03-27 19:42:07 | node_9 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-03-27 19:42:07 | node_1 | INFO ] 🎓 Training step done.
[ 2026-03-27 19:42:07 | node_1 | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-03-27 19:42:07 | node_7 | INFO ] 🎉 Round 98 of 100 finished.
[ 2026-03-27 19:42:07 | node_1 | INFO ] ✅ [FORCE] Local model added for round 98. (1/8)
[ 2026-03-27 19:42:07 | node_7 | INFO ] 🗳️ [DETERMINISTIC] Train set assigned (No Voting). Size: 10
[ 2026-03-27 19:42:07 | node_7 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-03-27 19:42:08 | node_7 | INFO ] 🎓 Training step done.
[ 2026-03-27 19:42:08 | node_7 | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-03-27 19:42:08 | node_7 | INFO ] ✅ [FORCE] Local model added for round 98. (1/8)
[ 2026-03-27 19:42:09 | node_9 | INFO ] 🎓 Training step done.
[ 2026-03-27 19:42:09 | node_9 | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-03-27 19:42:09 | node_9 | INFO ] ✅ [FORCE] Local model added for round 98. (1/8)
[ 2026-03-27 19:42:09 | node_3 | INFO ] 🎓 Training step done.
[ 2026-03-27 19:42:09 | node_3 | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-03-27 19:42:09 | node_3 | INFO ] ✅ [FORCE] Local model added for round 98. (1/10)
[ 2026-03-27 19:42:09 | node_4 | INFO ] 🎓 Training step done.
[ 2026-03-27 19:42:09 | node_4 | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-03-27 19:42:09 | node_4 | INFO ] ✅ [FORCE] Local model added for round 98. (1/10)
[ 2026-03-27 19:42:10 | node_5 | INFO ] 🎓 Training step done.
[ 2026-03-27 19:42:10 | node | INFO ] 🎓 Training step done.
[ 2026-03-27 19:42:10 | node_5 | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-03-27 19:42:10 | node | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-03-27 19:42:10 | node | INFO ] ✅ [FORCE] Local model added for round 98. (1/9)
[ 2026-03-27 19:42:10 | node_5 | INFO ] ✅ [FORCE] Local model added for round 98. (1/10)
[ 2026-03-27 19:42:10 | node_6 | INFO ] 🎓 Training step done.
[ 2026-03-27 19:42:10 | node_6 | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-03-27 19:42:10 | node_6 | INFO ] ✅ [FORCE] Local model added for round 98. (1/9)
[ 2026-03-27 19:42:12 | node_1 | INFO ] 📤 Sending model to 7 direct neighbors: ['node', 'node_2', 'node_3', 'node_4', 'node_5', 'node_8', 'node_9']
[ 2026-03-27 19:42:12 | node | INFO ] 🧩 Model added for round 98 (2/9) from ['node_1']
[ 2026-03-27 19:42:12 | node_3 | INFO ] 🧩 Model added for round 98 (2/10) from ['node_1']
[ 2026-03-27 19:42:13 | node_4 | INFO ] 🧩 Model added for round 98 (2/10) from ['node_1']
[ 2026-03-27 19:42:13 | node_5 | INFO ] 🧩 Model added for round 98 (2/10) from ['node_1']
[ 2026-03-27 19:42:13 | node_7 | INFO ] 📤 Sending model to 7 direct neighbors: ['node', 'node_2', 'node_3', 'node_4', 'node_5', 'node_6', 'node_8']
[ 2026-03-27 19:42:13 | node_9 | INFO ] 🧩 Model added for round 98 (2/8) from ['node_1']
[ 2026-03-27 19:42:13 | node | INFO ] 🧩 Model added for round 98 (3/9) from ['node_7']
[ 2026-03-27 19:42:13 | node_3 | INFO ] 🧩 Model added for round 98 (3/10) from ['node_7']
[ 2026-03-27 19:42:13 | node_4 | INFO ] 🧩 Model added for round 98 (3/10) from ['node_7']
[ 2026-03-27 19:42:13 | node_5 | INFO ] 🧩 Model added for round 98 (3/10) from ['node_7']
[ 2026-03-27 19:42:14 | node_6 | INFO ] 🧩 Model added for round 98 (2/9) from ['node_7']
[ 2026-03-27 19:42:14 | node_9 | INFO ] 📤 Sending model to 7 direct neighbors: ['node', 'node_1', 'node_3', 'node_4', 'node_5', 'node_6', 'node_8']
[ 2026-03-27 19:42:14 | node | INFO ] 🧩 Model added for round 98 (4/9) from ['node_9']
[ 2026-03-27 19:42:14 | node_1 | INFO ] 🧩 Model added for round 98 (2/8) from ['node_9']
[ 2026-03-27 19:42:14 | node_3 | INFO ] 🧩 Model added for round 98 (4/10) from ['node_9']
[ 2026-03-27 19:42:14 | node_4 | INFO ] 🧩 Model added for round 98 (4/10) from ['node_9']
[ 2026-03-27 19:42:14 | node_3 | INFO ] 📤 Sending model to 9 direct neighbors: ['node', 'node_1', 'node_2', 'node_4', 'node_5', 'node_6', 'node_7', 'node_8', 'node_9']
[ 2026-03-27 19:42:14 | node_5 | INFO ] 🧩 Model added for round 98 (4/10) from ['node_9']
[ 2026-03-27 19:42:14 | node_4 | INFO ] 📤 Sending model to 9 direct neighbors: ['node', 'node_1', 'node_2', 'node_3', 'node_5', 'node_6', 'node_7', 'node_8', 'node_9']
[ 2026-03-27 19:42:14 | node | INFO ] 🧩 Model added for round 98 (5/9) from ['node_3']
[ 2026-03-27 19:42:14 | node | INFO ] 🧩 Model added for round 98 (6/9) from ['node_4']
[ 2026-03-27 19:42:15 | node_6 | INFO ] 🧩 Model added for round 98 (3/9) from ['node_9']
[ 2026-03-27 19:42:15 | node_1 | INFO ] 🧩 Model added for round 98 (3/8) from ['node_3']
[ 2026-03-27 19:42:15 | node_1 | INFO ] 🧩 Model added for round 98 (4/8) from ['node_4']
[ 2026-03-27 19:42:15 | node_4 | INFO ] 🧩 Model added for round 98 (5/10) from ['node_3']
[ 2026-03-27 19:42:15 | node | INFO ] 📤 Sending model to 8 direct neighbors: ['node_1', 'node_3', 'node_4', 'node_5', 'node_6', 'node_7', 'node_8', 'node_9']
[ 2026-03-27 19:42:15 | node_5 | INFO ] 📤 Sending model to 9 direct neighbors: ['node', 'node_1', 'node_2', 'node_3', 'node_4', 'node_6', 'node_7', 'node_8', 'node_9']
[ 2026-03-27 19:42:15 | node_3 | INFO ] 🧩 Model added for round 98 (5/10) from ['node_4']
[ 2026-03-27 19:42:15 | node_6 | INFO ] 📤 Sending model to 8 direct neighbors: ['node', 'node_2', 'node_3', 'node_4', 'node_5', 'node_7', 'node_8', 'node_9']
[ 2026-03-27 19:42:15 | node | INFO ] 🧩 Model added for round 98 (7/9) from ['node_5']
[ 2026-03-27 19:42:15 | node_1 | INFO ] 🧩 Model added for round 98 (5/8) from ['node']
[ 2026-03-27 19:42:15 | node | INFO ] 🧩 Model added for round 98 (8/9) from ['node_6']
[ 2026-03-27 19:42:15 | node_5 | INFO ] 🧩 Model added for round 98 (5/10) from ['node_3']
[ 2026-03-27 19:42:15 | node_3 | INFO ] 🧩 Model added for round 98 (6/10) from ['node']
[ 2026-03-27 19:42:15 | node_1 | INFO ] 🧩 Model added for round 98 (6/8) from ['node_5']
[ 2026-03-27 19:42:15 | node_5 | INFO ] 🧩 Model added for round 98 (6/10) from ['node_4']
[ 2026-03-27 19:42:16 | node_6 | INFO ] 🧩 Model added for round 98 (4/9) from ['node_3']
[ 2026-03-27 19:42:16 | node_3 | INFO ] 🧩 Model added for round 98 (7/10) from ['node_6']
[ 2026-03-27 19:42:16 | node_4 | INFO ] 🧩 Model added for round 98 (6/10) from ['node']
[ 2026-03-27 19:42:16 | node_6 | INFO ] 🧩 Model added for round 98 (5/9) from ['node_4']
[ 2026-03-27 19:42:16 | node_3 | INFO ] 🧩 Model added for round 98 (8/10) from ['node_5']
[ 2026-03-27 19:42:16 | node_7 | INFO ] 🧩 Model added for round 98 (2/8) from ['node_3']
[ 2026-03-27 19:42:16 | node_4 | INFO ] 🧩 Model added for round 98 (7/10) from ['node_6']
[ 2026-03-27 19:42:16 | node_2 | INFO ] ⏹️  Gossiping exited for 10 equal rounds.
[ 2026-03-27 19:42:16 | node_7 | INFO ] 🧩 Model added for round 98 (3/8) from ['node_4']
[ 2026-03-27 19:42:16 | node_2 | INFO ] 🔬 Evaluating...
[ 2026-03-27 19:42:16 | node_5 | INFO ] 🧩 Model added for round 98 (7/10) from ['node']
[ 2026-03-27 19:42:16 | node_4 | INFO ] 🧩 Model added for round 98 (8/10) from ['node_5']
[ 2026-03-27 19:42:16 | node_9 | INFO ] 🧩 Model added for round 98 (3/8) from ['node_3']
[ 2026-03-27 19:42:16 | node_2 | INFO ] 📈 Evaluated. Results: {'test_loss': 1.080430507659912, 'test_acc': 0.9028037190437317, 'test_precision': 0.3538145422935486, 'test_recall': 0.336259663105011, 'test_f1': 0.341936856508255, 'communication_cost': 26343772}
[ 2026-03-27 19:42:16 | node_5 | INFO ] 🧩 Model added for round 98 (8/10) from ['node_6']
[ 2026-03-27 19:42:16 | node_2 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-27 19:42:16 | node_6 | INFO ] 🧩 Model added for round 98 (6/9) from ['node']
[ 2026-03-27 19:42:16 | node_9 | INFO ] 🧩 Model added for round 98 (4/8) from ['node_4']
[ 2026-03-27 19:42:16 | node_6 | INFO ] 🧩 Model added for round 98 (7/9) from ['node_5']
[ 2026-03-27 19:42:16 | node_7 | INFO ] 🧩 Model added for round 98 (4/8) from ['node_6']
[ 2026-03-27 19:42:17 | node_7 | INFO ] 🧩 Model added for round 98 (5/8) from ['node']
[ 2026-03-27 19:42:17 | node_7 | INFO ] 🧩 Model added for round 98 (6/8) from ['node_5']
[ 2026-03-27 19:42:17 | node_2 | INFO ] 🎉 Round 98 of 100 finished.
[ 2026-03-27 19:42:17 | node_2 | INFO ] 🗳️ [DETERMINISTIC] Train set assigned (No Voting). Size: 10
[ 2026-03-27 19:42:17 | node_2 | INFO ] ♻️ Proactively processing 6 early models for round 98.
[ 2026-03-27 19:42:17 | node_2 | INFO ] 🧩 Model added for round 98 (1/8) from ['node_1']
[ 2026-03-27 19:42:17 | node_2 | INFO ] 🧩 Model added for round 98 (2/8) from ['node_7']
[ 2026-03-27 19:42:17 | node_2 | INFO ] 🧩 Model added for round 98 (3/8) from ['node_3']
[ 2026-03-27 19:42:17 | node_2 | INFO ] 🧩 Model added for round 98 (4/8) from ['node_4']
[ 2026-03-27 19:42:17 | node_2 | INFO ] 🧩 Model added for round 98 (5/8) from ['node_6']
[ 2026-03-27 19:42:17 | node_2 | INFO ] 🧩 Model added for round 98 (6/8) from ['node_5']
[ 2026-03-27 19:42:17 | node_2 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-03-27 19:42:17 | node_9 | INFO ] 🧩 Model added for round 98 (5/8) from ['node_6']
[ 2026-03-27 19:42:17 | node_9 | INFO ] 🧩 Model added for round 98 (6/8) from ['node']
[ 2026-03-27 19:42:17 | node_9 | INFO ] 🧩 Model added for round 98 (7/8) from ['node_5']
[ 2026-03-27 19:42:18 | node_8 | INFO ] ⏹️  Gossiping exited for 10 equal rounds.
[ 2026-03-27 19:42:18 | node_8 | INFO ] 🔬 Evaluating...
[ 2026-03-27 19:42:18 | node_8 | INFO ] 📈 Evaluated. Results: {'test_loss': 1.5362987518310547, 'test_acc': 0.8162251710891724, 'test_precision': 0.3249090909957886, 'test_recall': 0.28516173362731934, 'test_f1': 0.3018597662448883, 'communication_cost': 33870564}
[ 2026-03-27 19:42:18 | node_8 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-27 19:42:18 | node_2 | INFO ] 🎓 Training step done.
[ 2026-03-27 19:42:18 | node_2 | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-03-27 19:42:18 | node_2 | INFO ] ✅ [FORCE] Local model added for round 98. (7/8)
