[ 2026-05-15 06:13:59 | None | INFO ] Created experiment folder: /home/hoap/p2pfl/experiments/p2pfl_MNIST_DirichletPartitionStrategy_DFedAdp_model_build_fn_20260515_061359 and copied 02_mnist_dirichlet_10.0.yaml
[ 2026-05-15 06:14:57 | None | INFO ] 🚀 Created 25/50 nodes, waiting 3.50s for CPU to breathe...
[ 2026-05-15 06:15:01 | node_26 | INFO ] InMemoryServer started at node_26
[ 2026-05-15 06:15:01 | node_26 | INFO ] 🏁 Starting gossiper...
[ 2026-05-15 06:15:04 | node_27 | INFO ] InMemoryServer started at node_27
[ 2026-05-15 06:15:04 | node_27 | INFO ] 🏁 Starting gossiper...
[ 2026-05-15 06:15:08 | node_28 | INFO ] InMemoryServer started at node_28
[ 2026-05-15 06:15:08 | node_28 | INFO ] 🏁 Starting gossiper...
[ 2026-05-15 06:15:12 | node_29 | INFO ] InMemoryServer started at node_29
[ 2026-05-15 06:15:12 | node_29 | INFO ] 🏁 Starting gossiper...
[ 2026-05-15 06:15:16 | node_30 | INFO ] InMemoryServer started at node_30
[ 2026-05-15 06:15:16 | node_30 | INFO ] 🏁 Starting gossiper...
[ 2026-05-15 06:15:16 | None | INFO ] 🚀 Created 30/50 nodes, waiting 4.00s for CPU to breathe...
[ 2026-05-15 06:15:20 | node_31 | INFO ] InMemoryServer started at node_31
[ 2026-05-15 06:15:20 | node_31 | INFO ] 🏁 Starting gossiper...
[ 2026-05-15 06:15:24 | node_32 | INFO ] InMemoryServer started at node_32
[ 2026-05-15 06:15:24 | node_32 | INFO ] 🏁 Starting gossiper...
[ 2026-05-15 06:15:28 | node_33 | INFO ] InMemoryServer started at node_33
[ 2026-05-15 06:15:28 | node_33 | INFO ] 🏁 Starting gossiper...
[ 2026-05-15 06:15:32 | node_34 | INFO ] InMemoryServer started at node_34
[ 2026-05-15 06:15:32 | node_34 | INFO ] 🏁 Starting gossiper...
[ 2026-05-15 06:15:37 | node_35 | INFO ] InMemoryServer started at node_35
[ 2026-05-15 06:15:37 | node_35 | INFO ] 🏁 Starting gossiper...
[ 2026-05-15 06:15:37 | None | INFO ] 🚀 Created 35/50 nodes, waiting 4.50s for CPU to breathe...
[ 2026-05-15 06:15:41 | node_36 | INFO ] InMemoryServer started at node_36
[ 2026-05-15 06:15:41 | node_36 | INFO ] 🏁 Starting gossiper...
[ 2026-05-15 06:15:46 | node_37 | INFO ] InMemoryServer started at node_37
[ 2026-05-15 06:15:46 | node_37 | INFO ] 🏁 Starting gossiper...
[ 2026-05-15 06:15:51 | node_38 | INFO ] InMemoryServer started at node_38
[ 2026-05-15 06:15:51 | node_38 | INFO ] 🏁 Starting gossiper...
[ 2026-05-15 06:15:56 | node_39 | INFO ] InMemoryServer started at node_39
[ 2026-05-15 06:15:56 | node_39 | INFO ] 🏁 Starting gossiper...
[ 2026-05-15 06:16:01 | node_40 | INFO ] InMemoryServer started at node_40
[ 2026-05-15 06:16:01 | node_40 | INFO ] 🏁 Starting gossiper...
[ 2026-05-15 06:16:01 | None | INFO ] 🚀 Created 40/50 nodes, waiting 5.00s for CPU to breathe...
[ 2026-05-15 06:16:06 | node_41 | INFO ] InMemoryServer started at node_41
[ 2026-05-15 06:16:06 | node_41 | INFO ] 🏁 Starting gossiper...
[ 2026-05-15 06:16:11 | node_42 | INFO ] InMemoryServer started at node_42
[ 2026-05-15 06:16:11 | node_42 | INFO ] 🏁 Starting gossiper...
[ 2026-05-15 06:16:16 | node_43 | INFO ] InMemoryServer started at node_43
[ 2026-05-15 06:16:16 | node_43 | INFO ] 🏁 Starting gossiper...
[ 2026-05-15 06:16:21 | node_44 | INFO ] InMemoryServer started at node_44
[ 2026-05-15 06:16:21 | node_44 | INFO ] 🏁 Starting gossiper...
[ 2026-05-15 06:16:26 | node_45 | INFO ] InMemoryServer started at node_45
[ 2026-05-15 06:16:26 | node_45 | INFO ] 🏁 Starting gossiper...
[ 2026-05-15 06:16:26 | None | INFO ] 🚀 Created 45/50 nodes, waiting 5.50s for CPU to breathe...
[ 2026-05-15 06:16:31 | node_46 | INFO ] InMemoryServer started at node_46
[ 2026-05-15 06:16:31 | node_46 | INFO ] 🏁 Starting gossiper...
[ 2026-05-15 06:16:36 | node_47 | INFO ] InMemoryServer started at node_47
[ 2026-05-15 06:16:36 | node_47 | INFO ] 🏁 Starting gossiper...
[ 2026-05-15 06:16:41 | node_48 | INFO ] InMemoryServer started at node_48
[ 2026-05-15 06:16:41 | node_48 | INFO ] 🏁 Starting gossiper...
[ 2026-05-15 06:16:46 | node_49 | INFO ] InMemoryServer started at node_49
[ 2026-05-15 06:16:46 | node_49 | INFO ] 🏁 Starting gossiper...
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node and node_8
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node and node_25
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node and node_26
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node and node_28
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node and node_34
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node and node_38
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node and node_42
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node and node_48
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_1 and node_14
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_1 and node_16
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_1 and node_19
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_1 and node_20
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_1 and node_23
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_1 and node_28
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_1 and node_44
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_1 and node_47
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_1 and node_49
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_2 and node_7
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_2 and node_16
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_2 and node_24
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_2 and node_25
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_2 and node_26
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_2 and node_48
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_2 and node_49
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_3 and node_16
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_3 and node_18
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_3 and node_34
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_3 and node_36
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_3 and node_41
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_4 and node_5
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_4 and node_17
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_4 and node_32
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_5 and node_17
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_5 and node_36
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_5 and node_42
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_5 and node_44
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_5 and node_48
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_6 and node_11
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_6 and node_27
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_6 and node_33
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_6 and node_39
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_7 and node_10
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_7 and node_12
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_7 and node_16
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_7 and node_17
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_7 and node_19
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_7 and node_25
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_7 and node_30
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_7 and node_35
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_7 and node_41
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_7 and node_43
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_8 and node_11
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_8 and node_14
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_8 and node_15
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_8 and node_22
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_8 and node_25
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_8 and node_43
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_8 and node_45
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_9 and node_12
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_9 and node_14
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_9 and node_16
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_9 and node_18
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_9 and node_27
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_9 and node_33
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_9 and node_41
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_10 and node_18
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_10 and node_26
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_10 and node_32
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_10 and node_48
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_10 and node_49
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_11 and node_22
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_11 and node_35
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_11 and node_36
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_11 and node_38
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_11 and node_41
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_11 and node_49
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_12 and node_26
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_12 and node_29
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_12 and node_33
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_12 and node_36
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_12 and node_48
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_12 and node_49
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_13 and node_14
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_13 and node_35
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_13 and node_36
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_13 and node_40
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_13 and node_47
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_14 and node_21
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_14 and node_23
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_14 and node_24
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_14 and node_35
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_14 and node_39
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_14 and node_41
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_14 and node_43
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_15 and node_16
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_15 and node_20
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_15 and node_22
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_15 and node_24
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_15 and node_26
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_15 and node_33
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_15 and node_39
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_15 and node_41
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_15 and node_49
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_16 and node_36
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_16 and node_39
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_16 and node_42
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_16 and node_48
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_17 and node_26
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_17 and node_28
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_17 and node_33
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_17 and node_44
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_17 and node_47
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_17 and node_48
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_18 and node_23
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_18 and node_24
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_18 and node_28
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_18 and node_31
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_18 and node_32
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_18 and node_34
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_18 and node_36
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_19 and node_29
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_19 and node_31
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_19 and node_33
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_19 and node_34
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_19 and node_36
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_19 and node_40
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_19 and node_41
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_19 and node_43
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_20 and node_28
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_20 and node_35
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_20 and node_41
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_20 and node_46
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_21 and node_22
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_21 and node_25
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_21 and node_32
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_22 and node_26
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_22 and node_27
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_22 and node_36
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_22 and node_46
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_23 and node_29
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_23 and node_41
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_23 and node_44
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_24 and node_33
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_25 and node_41
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_25 and node_44
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_25 and node_46
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_25 and node_49
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_26 and node_45
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_27 and node_30
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_27 and node_31
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_27 and node_38
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_27 and node_41
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_27 and node_45
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_28 and node_29
[ 2026-05-15 06:16:51 |  | INFO ] Connected nodes node_28 and node_37
[ 2026-05-15 06:16:52 |  | INFO ] Connected nodes node_28 and node_38
[ 2026-05-15 06:16:52 |  | INFO ] Connected nodes node_28 and node_43
[ 2026-05-15 06:16:52 |  | INFO ] Connected nodes node_28 and node_45
[ 2026-05-15 06:16:52 |  | INFO ] Connected nodes node_28 and node_48
[ 2026-05-15 06:16:52 |  | INFO ] Connected nodes node_29 and node_35
[ 2026-05-15 06:16:52 |  | INFO ] Connected nodes node_29 and node_46
[ 2026-05-15 06:16:52 |  | INFO ] Connected nodes node_29 and node_47
[ 2026-05-15 06:16:52 |  | INFO ] Connected nodes node_29 and node_49
[ 2026-05-15 06:16:52 |  | INFO ] Connected nodes node_30 and node_33
[ 2026-05-15 06:16:52 |  | INFO ] Connected nodes node_30 and node_35
[ 2026-05-15 06:16:52 |  | INFO ] Connected nodes node_30 and node_38
[ 2026-05-15 06:16:52 |  | INFO ] Connected nodes node_30 and node_44
[ 2026-05-15 06:16:52 |  | INFO ] Connected nodes node_30 and node_47
[ 2026-05-15 06:16:52 |  | INFO ] Connected nodes node_30 and node_48
[ 2026-05-15 06:16:52 |  | INFO ] Connected nodes node_31 and node_34
[ 2026-05-15 06:16:52 |  | INFO ] Connected nodes node_31 and node_41
[ 2026-05-15 06:16:52 |  | INFO ] Connected nodes node_31 and node_48
[ 2026-05-15 06:16:52 |  | INFO ] Connected nodes node_32 and node_38
[ 2026-05-15 06:16:52 |  | INFO ] Connected nodes node_32 and node_46
[ 2026-05-15 06:16:52 |  | INFO ] Connected nodes node_32 and node_48
[ 2026-05-15 06:16:52 |  | INFO ] Connected nodes node_33 and node_49
[ 2026-05-15 06:16:52 |  | INFO ] Connected nodes node_34 and node_35
[ 2026-05-15 06:16:52 |  | INFO ] Connected nodes node_34 and node_41
[ 2026-05-15 06:16:52 |  | INFO ] Connected nodes node_34 and node_45
[ 2026-05-15 06:16:52 |  | INFO ] Connected nodes node_34 and node_46
[ 2026-05-15 06:16:52 |  | INFO ] Connected nodes node_34 and node_48
[ 2026-05-15 06:16:52 |  | INFO ] Connected nodes node_35 and node_46
[ 2026-05-15 06:16:52 |  | INFO ] Connected nodes node_35 and node_48
[ 2026-05-15 06:16:52 |  | INFO ] Connected nodes node_36 and node_46
[ 2026-05-15 06:16:52 |  | INFO ] Connected nodes node_37 and node_38
[ 2026-05-15 06:16:52 |  | INFO ] Connected nodes node_37 and node_40
[ 2026-05-15 06:16:52 |  | INFO ] Connected nodes node_37 and node_42
[ 2026-05-15 06:16:52 |  | INFO ] Connected nodes node_37 and node_45
[ 2026-05-15 06:16:52 |  | INFO ] Connected nodes node_37 and node_47
[ 2026-05-15 06:16:52 |  | INFO ] Connected nodes node_38 and node_41
[ 2026-05-15 06:16:52 |  | INFO ] Connected nodes node_38 and node_43
[ 2026-05-15 06:16:52 |  | INFO ] Connected nodes node_38 and node_46
[ 2026-05-15 06:16:52 |  | INFO ] Connected nodes node_38 and node_49
[ 2026-05-15 06:16:52 |  | INFO ] Connected nodes node_39 and node_45
[ 2026-05-15 06:16:52 |  | INFO ] Connected nodes node_41 and node_42
[ 2026-05-15 06:16:52 |  | INFO ] Connected nodes node_41 and node_48
[ 2026-05-15 06:16:52 |  | INFO ] Connected nodes node_42 and node_45
[ 2026-05-15 06:16:52 |  | INFO ] Connected nodes node_42 and node_47
[ 2026-05-15 06:16:52 |  | INFO ] Connected nodes node_46 and node_48
[ 2026-05-15 06:16:52 |  | INFO ] Connected nodes node_47 and node_48
[ 2026-05-15 06:16:52 | None | INFO ] 📡 Performing global simulation discovery for 50 nodes...
[ 2026-05-15 06:16:52 | None | INFO ] ⌛ Waiting for direct topology connections (3-16 per node)...
[ 2026-05-15 06:16:52 | None | INFO ] ✅ Network topology ready.
[ 2026-05-15 06:16:52 | node | INFO ] 🚀 Broadcasting start learning to 50 nodes...
[ 2026-05-15 06:16:52 | node_8 | INFO ] 🔍 Neighbors found: ['node', 'node_11', 'node_14', 'node_15', 'node_22', 'node_25', 'node_43', 'node_45'] | Degree: 8
[ 2026-05-15 06:16:52 | node_25 | INFO ] 🔍 Neighbors found: ['node', 'node_2', 'node_7', 'node_8', 'node_21', 'node_41', 'node_44', 'node_46', 'node_49'] | Degree: 9
[ 2026-05-15 06:16:52 | node_26 | INFO ] 🔍 Neighbors found: ['node', 'node_2', 'node_10', 'node_12', 'node_15', 'node_17', 'node_22', 'node_45'] | Degree: 8
[ 2026-05-15 06:16:52 | node_8 | INFO ] ⏳ Waiting initialization.
[ 2026-05-15 06:16:52 | node_25 | INFO ] ⏳ Waiting initialization.
[ 2026-05-15 06:16:52 | node_28 | INFO ] 🔍 Neighbors found: ['node', 'node_1', 'node_38', 'node_20', 'node_17', 'node_18', 'node_29', 'node_37', 'node_43', 'node_45', 'node_48'] | Degree: 11
[ 2026-05-15 06:16:52 | node_26 | INFO ] ⏳ Waiting initialization.
[ 2026-05-15 06:16:52 | node_28 | INFO ] ⏳ Waiting initialization.
[ 2026-05-15 06:16:52 | node_34 | INFO ] 🔍 Neighbors found: ['node', 'node_3', 'node_18', 'node_19', 'node_31', 'node_35', 'node_41', 'node_45', 'node_46', 'node_48'] | Degree: 10
[ 2026-05-15 06:16:52 | node_34 | INFO ] ⏳ Waiting initialization.
[ 2026-05-15 06:16:52 | node_38 | INFO ] 🔍 Neighbors found: ['node', 'node_11', 'node_27', 'node_28', 'node_30', 'node_32', 'node_37', 'node_41', 'node_43', 'node_46', 'node_49'] | Degree: 11
[ 2026-05-15 06:16:52 | node_42 | INFO ] 🔍 Neighbors found: ['node', 'node_5', 'node_16', 'node_37', 'node_41', 'node_45', 'node_47'] | Degree: 7
[ 2026-05-15 06:16:52 | node_38 | INFO ] ⏳ Waiting initialization.
[ 2026-05-15 06:16:52 | node_42 | INFO ] ⏳ Waiting initialization.
[ 2026-05-15 06:16:52 | node_48 | INFO ] 🔍 Neighbors found: ['node', 'node_2', 'node_5', 'node_10', 'node_12', 'node_16', 'node_17', 'node_28', 'node_30', 'node_31', 'node_32', 'node_34', 'node_35', 'node_41', 'node_46', 'node_47'] | Degree: 16
