[ 2026-02-13 08:50:50 | None | INFO ] Created experiment folder: /mnt/c/Users/thaih/Documents/HK252/DATN/p2pfl/experiments/p2pfl_MNIST_RandomIIDPartitionStrategy_DFedAdp_model_build_fn_20260213_085050 and copied mnist.yaml
[ 2026-02-13 08:53:53 | node_2 | INFO ] 📤 Sending model to 2 direct neighbors: ['node', 'node_1']
[ 2026-02-13 08:53:53 | node | INFO ] 🧩 Model added (2/3) from ['node_2']
[ 2026-02-13 08:53:53 | node_1 | INFO ] 🧩 Model added (1/3) from ['node_2']
[ 2026-02-13 08:53:54 | node | INFO ] 📤 Sending model to 2 direct neighbors: ['node_1', 'node_2']
[ 2026-02-13 08:53:54 | node_1 | INFO ] 🧩 Model added (2/3) from ['node']
[ 2026-02-13 08:53:54 | node_2 | INFO ] 🧩 Model added (2/3) from ['node']
[ 2026-02-13 08:54:56 | node_1 | INFO ] 📈 Evaluated. Results: {'\ntest_loss': 17.30004119873047, 'test_acc\n': 0.11731173098087311, 'test_precision\n': 0.06808289885520935, 'test_recall\n': 0.12955836951732635, 'test_f1\n': 0.05338073894381523}
[ 2026-02-13 08:54:56 | node_1 | INFO ] 📢 Broadcasting metrics.
[ 2026-02-13 08:54:56 | node_1 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-02-13 08:55:00 | node_1 | INFO ] 🎓 Training step done.
[ 2026-02-13 08:55:00 | node_1 | INFO ] 🧩 Model added (3/3) from ['node_1']
[ 2026-02-13 08:55:05 | node_1 | INFO ] 📤 Sending model to 2 direct neighbors: ['node', 'node_2']
[ 2026-02-13 08:55:05 | node | INFO ] 🧩 Model added (3/3) from ['node_1']
[ 2026-02-13 08:55:05 | node | INFO ] 🧠 Aggregating models.
[ 2026-02-13 08:55:05 | node_2 | INFO ] 🧩 Model added (3/3) from ['node_1']
[ 2026-02-13 08:55:05 | node_2 | INFO ] 🧠 Aggregating models.
[ 2026-02-13 08:55:05 | node_1 | INFO ] 🧠 Aggregating models.
[ 2026-02-13 08:55:05 | node | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-02-13 08:55:05 | node_2 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-02-13 08:55:05 | node_1 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-02-13 08:55:05 | node_1 | INFO ] 🤫 Gossip finished.
[ 2026-02-13 08:55:05 | node_1 | INFO ] 🎉 Round 1 of 10 finished.
[ 2026-02-13 08:55:05 | node_1 | INFO ] 🗳️ Sending train set vote.
[ 2026-02-13 08:55:06 | node_2 | INFO ] 🤫 Gossip finished.
[ 2026-02-13 08:55:06 | node | INFO ] 🤫 Gossip finished.
[ 2026-02-13 08:55:06 | node_2 | INFO ] 🎉 Round 1 of 10 finished.
[ 2026-02-13 08:55:06 | node | INFO ] 🎉 Round 1 of 10 finished.
[ 2026-02-13 08:55:06 | node_2 | INFO ] 🗳️ Sending train set vote.
[ 2026-02-13 08:55:06 | node | INFO ] 🗳️ Sending train set vote.
[ 2026-02-13 08:55:06 | node_1 | INFO ] 🔢 Computed 3 votes.
[ 2026-02-13 08:55:06 | node_1 | INFO ] 🚂 Train set of 3 nodes: ['node_1', 'node_2', 'node']
[ 2026-02-13 08:55:06 | node_2 | INFO ] 🔢 Computed 3 votes.
[ 2026-02-13 08:55:06 | node | INFO ] 🔢 Computed 3 votes.
[ 2026-02-13 08:55:06 | node_1 | INFO ] 🔬 Evaluating...
[ 2026-02-13 08:55:06 | node_2 | INFO ] 🚂 Train set of 3 nodes: ['node_1', 'node_2', 'node']
[ 2026-02-13 08:55:06 | node | INFO ] 🚂 Train set of 3 nodes: ['node_1', 'node_2', 'node']
[ 2026-02-13 08:55:06 | node_2 | INFO ] 🔬 Evaluating...
[ 2026-02-13 08:55:06 | node | INFO ] 🔬 Evaluating...
[ 2026-02-13 08:55:09 | node_1 | INFO ] 📈 Evaluated. Results: {'\ntest_loss': 9.395132064819336, 'test_acc\n': 0.1587158739566803, 'test_precision\n': 0.13582396507263184, 'test_recall\n': 0.15989252924919128, 'test_f1\n': 0.1253366619348526}
[ 2026-02-13 08:55:09 | node | INFO ] 📈 Evaluated. Results: {'\ntest_loss': 9.627620697021484, 'test_acc\n': 0.15716856718063354, 'test_precision\n': 0.13732852041721344, 'test_recall\n': 0.15608426928520203, 'test_f1\n': 0.12608160078525543}
[ 2026-02-13 08:55:09 | node_1 | INFO ] 📢 Broadcasting metrics.
[ 2026-02-13 08:55:09 | node | INFO ] 📢 Broadcasting metrics.
[ 2026-02-13 08:55:09 | node_2 | INFO ] 📈 Evaluated. Results: {'\ntest_loss': 9.748920440673828, 'test_acc\n': 0.157515749335289, 'test_precision\n': 0.13624432682991028, 'test_recall\n': 0.15753404796123505, 'test_f1\n': 0.12504178285598755}
[ 2026-02-13 08:55:09 | node_2 | INFO ] 📢 Broadcasting metrics.
[ 2026-02-13 08:55:09 | node_1 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-02-13 08:55:09 | node | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-02-13 08:55:09 | node_2 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-02-13 08:55:16 | node_1 | INFO ] 🎓 Training step done.
[ 2026-02-13 08:55:16 | node_2 | INFO ] 🎓 Training step done.
[ 2026-02-13 08:55:16 | node_1 | INFO ] 🧩 Model added (1/3) from ['node_1']
[ 2026-02-13 08:55:16 | node | INFO ] 🎓 Training step done.
[ 2026-02-13 08:55:16 | node_2 | INFO ] 🧩 Model added (1/3) from ['node_2']
[ 2026-02-13 08:55:16 | node | INFO ] 🧩 Model added (1/3) from ['node']
[ 2026-02-13 08:55:21 | node_1 | INFO ] 📤 Sending model to 2 direct neighbors: ['node', 'node_2']
[ 2026-02-13 08:55:21 | node_2 | INFO ] 📤 Sending model to 2 direct neighbors: ['node', 'node_1']
[ 2026-02-13 08:55:21 | node | INFO ] 📤 Sending model to 2 direct neighbors: ['node_1', 'node_2']
[ 2026-02-13 08:55:21 | node_1 | INFO ] 🧩 Model added (2/3) from ['node']
[ 2026-02-13 08:55:21 | node | INFO ] 🧩 Model added (2/3) from ['node_1']
[ 2026-02-13 08:55:21 | node | INFO ] 🧩 Model added (3/3) from ['node_2']
[ 2026-02-13 08:55:21 | node_1 | INFO ] 🧩 Model added (3/3) from ['node_2']
[ 2026-02-13 08:55:21 | node_2 | INFO ] 🧩 Model added (2/3) from ['node']
[ 2026-02-13 08:55:21 | node_2 | INFO ] 🧩 Model added (3/3) from ['node_1']
[ 2026-02-13 08:55:21 | node | INFO ] 🧠 Aggregating models.
[ 2026-02-13 08:55:21 | node_2 | INFO ] 🧠 Aggregating models.
[ 2026-02-13 08:55:21 | node_1 | INFO ] 🧠 Aggregating models.
[ 2026-02-13 08:55:21 | node | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-02-13 08:55:21 | node | INFO ] 🤫 Gossip finished.
[ 2026-02-13 08:55:21 | node_2 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-02-13 08:55:21 | node_2 | INFO ] 🤫 Gossip finished.
[ 2026-02-13 08:55:21 | node_1 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-02-13 08:55:21 | node_1 | INFO ] 🤫 Gossip finished.
[ 2026-02-13 08:55:21 | node | INFO ] 🎉 Round 2 of 10 finished.
[ 2026-02-13 08:55:21 | node_2 | INFO ] 🎉 Round 2 of 10 finished.
[ 2026-02-13 08:55:21 | node_1 | INFO ] 🎉 Round 2 of 10 finished.
[ 2026-02-13 08:55:21 | node | INFO ] 🗳️ Sending train set vote.
[ 2026-02-13 08:55:21 | node_2 | INFO ] 🗳️ Sending train set vote.
[ 2026-02-13 08:55:21 | node_1 | INFO ] 🗳️ Sending train set vote.
[ 2026-02-13 08:55:21 | node | INFO ] 🔢 Computed 3 votes.
[ 2026-02-13 08:55:21 | node_2 | INFO ] 🔢 Computed 3 votes.
[ 2026-02-13 08:55:21 | node | INFO ] 🚂 Train set of 3 nodes: ['node', 'node_1', 'node_2']
[ 2026-02-13 08:55:21 | node_2 | INFO ] 🚂 Train set of 3 nodes: ['node', 'node_1', 'node_2']
[ 2026-02-13 08:55:21 | node_1 | INFO ] 🔢 Computed 3 votes.
[ 2026-02-13 08:55:21 | node | INFO ] 🔬 Evaluating...
[ 2026-02-13 08:55:21 | node_1 | INFO ] 🚂 Train set of 3 nodes: ['node', 'node_1', 'node_2']
[ 2026-02-13 08:55:21 | node_2 | INFO ] 🔬 Evaluating...
[ 2026-02-13 08:55:21 | node_1 | INFO ] 🔬 Evaluating...
[ 2026-02-13 08:55:24 | node | INFO ] 📈 Evaluated. Results: {'\ntest_loss': 20.125133514404297, 'test_acc\n': 0.15326935052871704, 'test_precision\n': 0.08692099899053574, 'test_recall\n': 0.15582755208015442, 'test_f1\n': 0.08570730686187744}
[ 2026-02-13 08:55:24 | node | INFO ] 📢 Broadcasting metrics.
[ 2026-02-13 08:55:24 | node | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-02-13 08:55:24 | node_2 | INFO ] 📈 Evaluated. Results: {'\ntest_loss': 11.085563659667969, 'test_acc\n': 0.19741974771022797, 'test_precision\n': 0.14698009192943573, 'test_recall\n': 0.19782733917236328, 'test_f1\n': 0.10826445370912552}
[ 2026-02-13 08:55:25 | node_1 | INFO ] 📈 Evaluated. Results: {'\ntest_loss': 9.270550727844238, 'test_acc\n': 0.17311730980873108, 'test_precision\n': 0.1423654556274414, 'test_recall\n': 0.17737962305545807, 'test_f1\n': 0.11978460848331451}
[ 2026-02-13 08:55:25 | node_2 | INFO ] 📢 Broadcasting metrics.
[ 2026-02-13 08:55:25 | node_1 | INFO ] 📢 Broadcasting metrics.
[ 2026-02-13 08:55:25 | node_2 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-02-13 08:55:25 | node_1 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-02-13 08:55:31 | node_1 | INFO ] 🎓 Training step done.
[ 2026-02-13 08:55:31 | node_1 | INFO ] 🧩 Model added (1/3) from ['node_1']
[ 2026-02-13 08:55:31 | node | INFO ] 🎓 Training step done.
[ 2026-02-13 08:55:31 | node | INFO ] 🧩 Model added (1/3) from ['node']
[ 2026-02-13 08:55:32 | node_2 | INFO ] 🎓 Training step done.
[ 2026-02-13 08:55:32 | node_2 | INFO ] 🧩 Model added (1/3) from ['node_2']
[ 2026-02-13 08:55:36 | node_1 | INFO ] 📤 Sending model to 2 direct neighbors: ['node', 'node_2']
[ 2026-02-13 08:55:36 | node | INFO ] 🧩 Model added (2/3) from ['node_1']
[ 2026-02-13 08:55:36 | node_2 | INFO ] 🧩 Model added (2/3) from ['node_1']
[ 2026-02-13 08:55:36 | node | INFO ] 📤 Sending model to 2 direct neighbors: ['node_1', 'node_2']
[ 2026-02-13 08:55:36 | node_1 | INFO ] 🧩 Model added (2/3) from ['node']
[ 2026-02-13 08:55:36 | node_2 | INFO ] 🧩 Model added (3/3) from ['node']
[ 2026-02-13 08:55:36 | node_2 | INFO ] 📤 Sending model to 2 direct neighbors: ['node', 'node_1']
[ 2026-02-13 08:55:36 | node | INFO ] 🧩 Model added (3/3) from ['node_2']
[ 2026-02-13 08:55:36 | node | INFO ] 🧠 Aggregating models.
[ 2026-02-13 08:55:36 | node_1 | INFO ] 🧩 Model added (3/3) from ['node_2']
[ 2026-02-13 08:55:36 | node_1 | INFO ] 🧠 Aggregating models.
[ 2026-02-13 08:55:36 | node | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-02-13 08:55:36 | node_2 | INFO ] 🧠 Aggregating models.
[ 2026-02-13 08:55:36 | node_1 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-02-13 08:55:36 | node_2 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-02-13 08:55:36 | node_2 | INFO ] 🤫 Gossip finished.
[ 2026-02-13 08:55:36 | node_2 | INFO ] 🎉 Round 3 of 10 finished.
[ 2026-02-13 08:55:36 | node_2 | INFO ] 🗳️ Sending train set vote.
[ 2026-02-13 08:55:37 | node_1 | INFO ] 🤫 Gossip finished.
[ 2026-02-13 08:55:37 | node_1 | INFO ] 🎉 Round 3 of 10 finished.
[ 2026-02-13 08:55:37 | node | INFO ] 🤫 Gossip finished.
[ 2026-02-13 08:55:37 | node_1 | INFO ] 🗳️ Sending train set vote.
[ 2026-02-13 08:55:37 | node | INFO ] 🎉 Round 3 of 10 finished.
[ 2026-02-13 08:55:37 | node | INFO ] 🗳️ Sending train set vote.
[ 2026-02-13 08:55:37 | node_1 | INFO ] 🔢 Computed 3 votes.
[ 2026-02-13 08:55:37 | node_1 | INFO ] 🚂 Train set of 3 nodes: ['node_2', 'node', 'node_1']
[ 2026-02-13 08:55:37 | node_2 | INFO ] 🔢 Computed 3 votes.
[ 2026-02-13 08:55:37 | node_1 | INFO ] 🔬 Evaluating...
[ 2026-02-13 08:55:37 | node_2 | INFO ] 🚂 Train set of 3 nodes: ['node_2', 'node', 'node_1']
[ 2026-02-13 08:55:37 | node | INFO ] 🔢 Computed 3 votes.
[ 2026-02-13 08:55:37 | node | INFO ] 🚂 Train set of 3 nodes: ['node_2', 'node', 'node_1']
[ 2026-02-13 08:55:37 | node_2 | INFO ] 🔬 Evaluating...
[ 2026-02-13 08:55:37 | node | INFO ] 🔬 Evaluating...
[ 2026-02-13 08:55:40 | node_1 | INFO ] 📈 Evaluated. Results: {'\ntest_loss': 8.20068645477295, 'test_acc\n': 0.23702369630336761, 'test_precision\n': 0.309897780418396, 'test_recall\n': 0.2439572811126709, 'test_f1\n': 0.2079935073852539}
[ 2026-02-13 08:55:40 | node_1 | INFO ] 📢 Broadcasting metrics.
[ 2026-02-13 08:55:40 | node_1 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-02-13 08:55:40 | node_2 | INFO ] 📈 Evaluated. Results: {'\ntest_loss': 11.156987190246582, 'test_acc\n': 0.2076207548379898, 'test_precision\n': 0.2807629704475403, 'test_recall\n': 0.2121385931968689, 'test_f1\n': 0.1596604734659195}
[ 2026-02-13 08:55:40 | node | INFO ] 📈 Evaluated. Results: {'\ntest_loss': 8.263818740844727, 'test_acc\n': 0.22165566682815552, 'test_precision\n': 0.23780140280723572, 'test_recall\n': 0.2213461846113205, 'test_f1\n': 0.17026837170124054}
[ 2026-02-13 08:55:40 | node_2 | INFO ] 📢 Broadcasting metrics.
[ 2026-02-13 08:55:40 | node | INFO ] 📢 Broadcasting metrics.
[ 2026-02-13 08:55:41 | node | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-02-13 08:55:41 | node_2 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-02-13 08:55:47 | node | INFO ] 🎓 Training step done.
[ 2026-02-13 08:55:47 | node | INFO ] 🧩 Model added (1/3) from ['node']
[ 2026-02-13 08:55:47 | node_1 | INFO ] 🎓 Training step done.
[ 2026-02-13 08:55:47 | node_1 | INFO ] 🧩 Model added (1/3) from ['node_1']
[ 2026-02-13 08:55:47 | node_2 | INFO ] 🎓 Training step done.
[ 2026-02-13 08:55:47 | node_2 | INFO ] 🧩 Model added (1/3) from ['node_2']
[ 2026-02-13 08:55:52 | node | INFO ] 📤 Sending model to 2 direct neighbors: ['node_1', 'node_2']
[ 2026-02-13 08:55:52 | node_1 | INFO ] 🧩 Model added (2/3) from ['node']
[ 2026-02-13 08:55:52 | node_2 | INFO ] 🧩 Model added (2/3) from ['node']
[ 2026-02-13 08:55:52 | node_1 | INFO ] 📤 Sending model to 2 direct neighbors: ['node', 'node_2']
[ 2026-02-13 08:55:52 | node | INFO ] 🧩 Model added (2/3) from ['node_1']
[ 2026-02-13 08:55:52 | node_2 | INFO ] 📤 Sending model to 2 direct neighbors: ['node', 'node_1']
[ 2026-02-13 08:55:52 | node_2 | INFO ] 🧩 Model added (3/3) from ['node_1']
[ 2026-02-13 08:55:52 | node | INFO ] 🧩 Model added (3/3) from ['node_2']
[ 2026-02-13 08:55:52 | node | INFO ] 🧠 Aggregating models.
[ 2026-02-13 08:55:53 | node | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-02-13 08:55:53 | node_1 | INFO ] 🧩 Model added (3/3) from ['node_2']
[ 2026-02-13 08:55:53 | node_1 | INFO ] 🧠 Aggregating models.
[ 2026-02-13 08:55:53 | node_2 | INFO ] 🧠 Aggregating models.
[ 2026-02-13 08:55:53 | node_2 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-02-13 08:55:53 | node_1 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-02-13 08:55:53 | node_2 | INFO ] 🤫 Gossip finished.
[ 2026-02-13 08:55:53 | node_1 | INFO ] 🤫 Gossip finished.
[ 2026-02-13 08:55:53 | node_2 | INFO ] 🎉 Round 4 of 10 finished.
[ 2026-02-13 08:55:53 | node_1 | INFO ] 🎉 Round 4 of 10 finished.
[ 2026-02-13 08:55:53 | node_2 | INFO ] 🗳️ Sending train set vote.
[ 2026-02-13 08:55:53 | node_1 | INFO ] 🗳️ Sending train set vote.
[ 2026-02-13 08:55:54 | node | INFO ] 🤫 Gossip finished.
[ 2026-02-13 08:55:54 | node | INFO ] 🎉 Round 4 of 10 finished.
[ 2026-02-13 08:55:54 | node | INFO ] 🗳️ Sending train set vote.
[ 2026-02-13 08:55:54 | node_1 | INFO ] 🔢 Computed 3 votes.
[ 2026-02-13 08:55:54 | node_1 | INFO ] 🚂 Train set of 3 nodes: ['node_2', 'node', 'node_1']
[ 2026-02-13 08:55:54 | node_2 | INFO ] 🔢 Computed 3 votes.
[ 2026-02-13 08:55:54 | node_1 | INFO ] 🔬 Evaluating...
[ 2026-02-13 08:55:54 | node_2 | INFO ] 🚂 Train set of 3 nodes: ['node_2', 'node', 'node_1']
[ 2026-02-13 08:55:54 | node | INFO ] 🔢 Computed 3 votes.
[ 2026-02-13 08:55:54 | node | INFO ] 🚂 Train set of 3 nodes: ['node_2', 'node', 'node_1']
[ 2026-02-13 08:55:54 | node_2 | INFO ] 🔬 Evaluating...
[ 2026-02-13 08:55:54 | node | INFO ] 🔬 Evaluating...
[ 2026-02-13 08:55:57 | node_2 | INFO ] 📈 Evaluated. Results: {'\ntest_loss': 8.221518516540527, 'test_acc\n': 0.27542755007743835, 'test_precision\n': 0.2608252763748169, 'test_recall\n': 0.266751229763031, 'test_f1\n': 0.209263876080513}
[ 2026-02-13 08:55:57 | node_2 | INFO ] 📢 Broadcasting metrics.
[ 2026-02-13 08:55:57 | node | INFO ] 📈 Evaluated. Results: {'\ntest_loss': 6.261034965515137, 'test_acc\n': 0.29334133863449097, 'test_precision\n': 0.3077804148197174, 'test_recall\n': 0.291039377450943, 'test_f1\n': 0.2498888522386551}
[ 2026-02-13 08:55:57 | node | INFO ] 📢 Broadcasting metrics.
[ 2026-02-13 08:55:57 | node_2 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-02-13 08:55:57 | node_1 | INFO ] 📈 Evaluated. Results: {'\ntest_loss': 11.010104179382324, 'test_acc\n': 0.1551155149936676, 'test_precision\n': 0.22715942561626434, 'test_recall\n': 0.14664407074451447, 'test_f1\n': 0.09334263205528259}
[ 2026-02-13 08:55:57 | node_1 | INFO ] 📢 Broadcasting metrics.
[ 2026-02-13 08:55:57 | node | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-02-13 08:55:57 | node_1 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-02-13 08:56:04 | node_2 | INFO ] 🎓 Training step done.
[ 2026-02-13 08:56:04 | node_2 | INFO ] 🧩 Model added (1/3) from ['node_2']
[ 2026-02-13 08:56:04 | node_1 | INFO ] 🎓 Training step done.
[ 2026-02-13 08:56:04 | node_1 | INFO ] 🧩 Model added (1/3) from ['node_1']
[ 2026-02-13 08:56:04 | node | INFO ] 🎓 Training step done.
[ 2026-02-13 08:56:04 | node | INFO ] 🧩 Model added (1/3) from ['node']
[ 2026-02-13 08:56:08 | node_2 | INFO ] 📤 Sending model to 2 direct neighbors: ['node', 'node_1']
[ 2026-02-13 08:56:08 | node_1 | INFO ] 📤 Sending model to 2 direct neighbors: ['node', 'node_2']
[ 2026-02-13 08:56:08 | node | INFO ] 🧩 Model added (2/3) from ['node_2']
[ 2026-02-13 08:56:08 | node | INFO ] 🧩 Model added (3/3) from ['node_1']
[ 2026-02-13 08:56:08 | node | INFO ] 📤 Sending model to 2 direct neighbors: ['node_1', 'node_2']
[ 2026-02-13 08:56:08 | node_1 | INFO ] 🧩 Model added (2/3) from ['node_2']
[ 2026-02-13 08:56:08 | node_1 | INFO ] 🧩 Model added (3/3) from ['node']
[ 2026-02-13 08:56:08 | node_2 | INFO ] 🧩 Model added (2/3) from ['node_1']
[ 2026-02-13 08:56:08 | node_1 | INFO ] 🧠 Aggregating models.
[ 2026-02-13 08:56:08 | node_2 | INFO ] 🧩 Model added (3/3) from ['node']
[ 2026-02-13 08:56:08 | node_2 | INFO ] 🧠 Aggregating models.
[ 2026-02-13 08:56:08 | node_1 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-02-13 08:56:08 | node | INFO ] 🧠 Aggregating models.
[ 2026-02-13 08:56:08 | node_2 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-02-13 08:56:08 | node | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-02-13 08:56:08 | node | INFO ] 🤫 Gossip finished.
[ 2026-02-13 08:56:08 | node | INFO ] 🎉 Round 5 of 10 finished.
[ 2026-02-13 08:56:08 | node | INFO ] 🗳️ Sending train set vote.
[ 2026-02-13 08:56:09 | node_2 | INFO ] 🤫 Gossip finished.
[ 2026-02-13 08:56:10 | node_2 | INFO ] 🎉 Round 5 of 10 finished.
[ 2026-02-13 08:56:10 | node_2 | INFO ] 🗳️ Sending train set vote.
[ 2026-02-13 08:56:10 | node_1 | INFO ] 🤫 Gossip finished.
[ 2026-02-13 08:56:10 | node_1 | INFO ] 🎉 Round 5 of 10 finished.
[ 2026-02-13 08:56:10 | node_1 | INFO ] 🗳️ Sending train set vote.
[ 2026-02-13 08:56:10 | node | INFO ] 🔢 Computed 3 votes.
[ 2026-02-13 08:56:10 | node | INFO ] 🚂 Train set of 3 nodes: ['node_1', 'node', 'node_2']
[ 2026-02-13 08:56:10 | node_2 | INFO ] 🔢 Computed 3 votes.
[ 2026-02-13 08:56:10 | node | INFO ] 🔬 Evaluating...
[ 2026-02-13 08:56:10 | node_2 | INFO ] 🚂 Train set of 3 nodes: ['node_1', 'node', 'node_2']
[ 2026-02-13 08:56:10 | node_1 | INFO ] 🔢 Computed 3 votes.
[ 2026-02-13 08:56:10 | node_2 | INFO ] 🔬 Evaluating...
[ 2026-02-13 08:56:10 | node_1 | INFO ] 🚂 Train set of 3 nodes: ['node_1', 'node', 'node_2']
[ 2026-02-13 08:56:10 | node_1 | INFO ] 🔬 Evaluating...
[ 2026-02-13 08:56:13 | node | INFO ] 📈 Evaluated. Results: {'\ntest_loss': 8.128124237060547, 'test_acc\n': 0.2783443331718445, 'test_precision\n': 0.32951825857162476, 'test_recall\n': 0.2721244692802429, 'test_f1\n': 0.22424395382404327}
[ 2026-02-13 08:56:13 | node | INFO ] 📢 Broadcasting metrics.
[ 2026-02-13 08:56:13 | node | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-02-13 08:56:13 | node_2 | INFO ] 📈 Evaluated. Results: {'\ntest_loss': 6.841881275177002, 'test_acc\n': 0.27302730083465576, 'test_precision\n': 0.33761870861053467, 'test_recall\n': 0.27506816387176514, 'test_f1\n': 0.21761687099933624}
