[ 2026-05-20 15:19:06 | None | INFO ] Created experiment folder: /home/hoap/p2pfl/experiments/p2pfl_MNIST_DirichletPartitionStrategy_DSGTAggregator_model_build_fn_20260520_151906 and copied 02_mnist_dirichlet_0.1_dsgt.yaml
[ 2026-05-20 15:19:23 |  | INFO ] Connected nodes node and node_1
[ 2026-05-20 15:19:23 |  | INFO ] Connected nodes node and node_2
[ 2026-05-20 15:19:23 |  | INFO ] Connected nodes node and node_3
[ 2026-05-20 15:19:23 |  | INFO ] Connected nodes node and node_4
[ 2026-05-20 15:19:23 |  | INFO ] Connected nodes node and node_5
[ 2026-05-20 15:19:23 |  | INFO ] Connected nodes node and node_6
[ 2026-05-20 15:19:23 |  | INFO ] Connected nodes node and node_7
[ 2026-05-20 15:19:23 |  | INFO ] Connected nodes node and node_8
[ 2026-05-20 15:19:23 |  | INFO ] Connected nodes node and node_9
[ 2026-05-20 15:19:23 |  | INFO ] Connected nodes node_1 and node_2
[ 2026-05-20 15:19:23 |  | INFO ] Connected nodes node_1 and node_3
[ 2026-05-20 15:19:23 |  | INFO ] Connected nodes node_1 and node_4
[ 2026-05-20 15:19:23 |  | INFO ] Connected nodes node_1 and node_5
[ 2026-05-20 15:19:23 |  | INFO ] Connected nodes node_1 and node_6
[ 2026-05-20 15:19:23 |  | INFO ] Connected nodes node_1 and node_7
[ 2026-05-20 15:19:23 |  | INFO ] Connected nodes node_1 and node_8
[ 2026-05-20 15:19:23 |  | INFO ] Connected nodes node_1 and node_9
[ 2026-05-20 15:19:23 |  | INFO ] Connected nodes node_2 and node_3
[ 2026-05-20 15:19:23 |  | INFO ] Connected nodes node_2 and node_4
[ 2026-05-20 15:19:23 |  | INFO ] Connected nodes node_2 and node_5
[ 2026-05-20 15:19:23 |  | INFO ] Connected nodes node_2 and node_6
[ 2026-05-20 15:19:23 |  | INFO ] Connected nodes node_2 and node_7
[ 2026-05-20 15:19:23 |  | INFO ] Connected nodes node_2 and node_8
[ 2026-05-20 15:19:23 |  | INFO ] Connected nodes node_2 and node_9
[ 2026-05-20 15:19:23 |  | INFO ] Connected nodes node_3 and node_4
[ 2026-05-20 15:19:23 |  | INFO ] Connected nodes node_3 and node_5
[ 2026-05-20 15:19:23 |  | INFO ] Connected nodes node_3 and node_6
[ 2026-05-20 15:19:23 |  | INFO ] Connected nodes node_3 and node_7
[ 2026-05-20 15:19:23 |  | INFO ] Connected nodes node_3 and node_8
[ 2026-05-20 15:19:23 |  | INFO ] Connected nodes node_3 and node_9
[ 2026-05-20 15:19:23 |  | INFO ] Connected nodes node_4 and node_5
[ 2026-05-20 15:19:23 |  | INFO ] Connected nodes node_4 and node_6
[ 2026-05-20 15:19:23 |  | INFO ] Connected nodes node_4 and node_7
[ 2026-05-20 15:19:23 |  | INFO ] Connected nodes node_4 and node_8
[ 2026-05-20 15:19:23 |  | INFO ] Connected nodes node_4 and node_9
[ 2026-05-20 15:19:23 |  | INFO ] Connected nodes node_5 and node_6
[ 2026-05-20 15:19:23 |  | INFO ] Connected nodes node_5 and node_7
[ 2026-05-20 15:19:23 |  | INFO ] Connected nodes node_5 and node_8
[ 2026-05-20 15:19:23 |  | INFO ] Connected nodes node_5 and node_9
[ 2026-05-20 15:19:23 |  | INFO ] Connected nodes node_6 and node_7
[ 2026-05-20 15:19:23 |  | INFO ] Connected nodes node_6 and node_8
[ 2026-05-20 15:19:23 |  | INFO ] Connected nodes node_6 and node_9
[ 2026-05-20 15:19:23 |  | INFO ] Connected nodes node_7 and node_8
[ 2026-05-20 15:19:23 |  | INFO ] Connected nodes node_7 and node_9
[ 2026-05-20 15:19:23 |  | INFO ] Connected nodes node_8 and node_9
[ 2026-05-20 15:19:23 | None | INFO ] 📡 Performing global simulation discovery for 10 nodes...
[ 2026-05-20 15:19:23 | None | INFO ] ⌛ Waiting for direct topology connections (9-9 per node)...
[ 2026-05-20 15:19:23 | None | INFO ] ✅ Network topology ready.
[ 2026-05-20 15:19:23 | node | INFO ] 🚀 Broadcasting start learning to 10 nodes...
[ 2026-05-20 15:19:23 | node_1 | INFO ] 🔍 Neighbors found: ['node', 'node_2', 'node_3', 'node_4', 'node_5', 'node_6', 'node_7', 'node_8', 'node_9'] | Degree: 9
[ 2026-05-20 15:19:23 | node_2 | INFO ] 🔍 Neighbors found: ['node', 'node_1', 'node_3', 'node_4', 'node_5', 'node_6', 'node_7', 'node_8', 'node_9'] | Degree: 9
[ 2026-05-20 15:19:23 | node_1 | INFO ] ⏳ Waiting initialization.
[ 2026-05-20 15:19:23 | node_3 | INFO ] 🔍 Neighbors found: ['node', 'node_1', 'node_2', 'node_4', 'node_5', 'node_6', 'node_7', 'node_8', 'node_9'] | Degree: 9
[ 2026-05-20 15:19:23 | node_2 | INFO ] ⏳ Waiting initialization.
[ 2026-05-20 15:19:23 | node_3 | INFO ] ⏳ Waiting initialization.
[ 2026-05-20 15:19:23 | node_4 | INFO ] 🔍 Neighbors found: ['node', 'node_1', 'node_2', 'node_3', 'node_5', 'node_6', 'node_7', 'node_8', 'node_9'] | Degree: 9
[ 2026-05-20 15:19:23 | node_5 | INFO ] 🔍 Neighbors found: ['node', 'node_1', 'node_2', 'node_3', 'node_4', 'node_6', 'node_7', 'node_8', 'node_9'] | Degree: 9
[ 2026-05-20 15:19:23 | node_4 | INFO ] ⏳ Waiting initialization.
[ 2026-05-20 15:19:23 | node_6 | INFO ] 🔍 Neighbors found: ['node', 'node_1', 'node_2', 'node_3', 'node_4', 'node_5', 'node_7', 'node_8', 'node_9'] | Degree: 9
[ 2026-05-20 15:19:23 | node_5 | INFO ] ⏳ Waiting initialization.
[ 2026-05-20 15:19:23 | node_7 | INFO ] 🔍 Neighbors found: ['node', 'node_1', 'node_2', 'node_3', 'node_4', 'node_5', 'node_6', 'node_8', 'node_9'] | Degree: 9
[ 2026-05-20 15:19:23 | node_6 | INFO ] ⏳ Waiting initialization.
[ 2026-05-20 15:19:23 | node_8 | INFO ] 🔍 Neighbors found: ['node', 'node_1', 'node_2', 'node_3', 'node_4', 'node_5', 'node_6', 'node_7', 'node_9'] | Degree: 9
[ 2026-05-20 15:19:23 | node_7 | INFO ] ⏳ Waiting initialization.
[ 2026-05-20 15:19:23 | node_9 | INFO ] 🔍 Neighbors found: ['node', 'node_1', 'node_2', 'node_3', 'node_4', 'node_5', 'node_6', 'node_7', 'node_8'] | Degree: 9
[ 2026-05-20 15:19:23 | node_8 | INFO ] ⏳ Waiting initialization.
[ 2026-05-20 15:19:23 | node_9 | INFO ] ⏳ Waiting initialization.
[ 2026-05-20 15:19:23 | node | INFO ] 🔍 Neighbors found: ['node_1', 'node_2', 'node_3', 'node_4', 'node_5', 'node_6', 'node_7', 'node_8', 'node_9'] | Degree: 9
[ 2026-05-20 15:19:23 | node | INFO ] ⏳ Waiting initialization.
[ 2026-05-20 15:19:23 | node | INFO ] 🗣️ Gossiping model initialization.
[ 2026-05-20 15:19:24 | node_4 | INFO ] 🗣️ Gossiping model initialization.
[ 2026-05-20 15:19:24 | node_7 | INFO ] 🗣️ Gossiping model initialization.
[ 2026-05-20 15:19:24 | node_8 | INFO ] 🗣️ Gossiping model initialization.
[ 2026-05-20 15:19:24 | node_9 | INFO ] 🗣️ Gossiping model initialization.
[ 2026-05-20 15:19:25 | node_1 | INFO ] 🗣️ Gossiping model initialization.
[ 2026-05-20 15:19:25 | node_3 | INFO ] 🗣️ Gossiping model initialization.
[ 2026-05-20 15:19:25 | node_2 | INFO ] 🗣️ Gossiping model initialization.
[ 2026-05-20 15:19:25 | node_5 | INFO ] 🗣️ Gossiping model initialization.
[ 2026-05-20 15:19:25 | node_6 | INFO ] 🗣️ Gossiping model initialization.
[ 2026-05-20 15:19:26 | node_1 | INFO ] 🤫 Gossip finished.
[ 2026-05-20 15:19:26 | node_1 | INFO ] 🚂 Train set of 10 nodes (all available nodes): ['node', 'node_2', 'node_3', 'node_4', 'node_5', 'node_6', 'node_7', 'node_8', 'node_9', 'node_1']
[ 2026-05-20 15:19:26 | node_1 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-05-20 15:19:26 | node_3 | INFO ] 🤫 Gossip finished.
[ 2026-05-20 15:19:26 | node_3 | INFO ] 🚂 Train set of 10 nodes (all available nodes): ['node', 'node_1', 'node_2', 'node_4', 'node_5', 'node_6', 'node_7', 'node_8', 'node_9', 'node_3']
[ 2026-05-20 15:19:26 | node_2 | INFO ] 🤫 Gossip finished.
[ 2026-05-20 15:19:26 | node_2 | INFO ] 🚂 Train set of 10 nodes (all available nodes): ['node', 'node_1', 'node_3', 'node_4', 'node_5', 'node_6', 'node_7', 'node_8', 'node_9', 'node_2']
[ 2026-05-20 15:19:26 | node_3 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-05-20 15:19:26 | node_5 | INFO ] 🤫 Gossip finished.
[ 2026-05-20 15:19:26 | node_2 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-05-20 15:19:26 | node_6 | INFO ] 🤫 Gossip finished.
[ 2026-05-20 15:19:26 | node_5 | INFO ] 🚂 Train set of 10 nodes (all available nodes): ['node', 'node_1', 'node_2', 'node_3', 'node_4', 'node_6', 'node_7', 'node_8', 'node_9', 'node_5']
[ 2026-05-20 15:19:26 | node_7 | INFO ] 🤫 Gossip finished.
[ 2026-05-20 15:19:26 | node_6 | INFO ] 🚂 Train set of 10 nodes (all available nodes): ['node', 'node_1', 'node_2', 'node_3', 'node_4', 'node_5', 'node_7', 'node_8', 'node_9', 'node_6']
[ 2026-05-20 15:19:26 | node_7 | INFO ] 🚂 Train set of 10 nodes (all available nodes): ['node', 'node_1', 'node_2', 'node_3', 'node_4', 'node_5', 'node_6', 'node_8', 'node_9', 'node_7']
[ 2026-05-20 15:19:26 | node_6 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-05-20 15:19:26 | node_5 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-05-20 15:19:26 | node_7 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-05-20 15:19:26 | node_8 | INFO ] 🤫 Gossip finished.
[ 2026-05-20 15:19:26 | node_9 | INFO ] 🤫 Gossip finished.
[ 2026-05-20 15:19:26 | node | INFO ] 🤫 Gossip finished.
[ 2026-05-20 15:19:26 | node_9 | INFO ] 🚂 Train set of 10 nodes (all available nodes): ['node', 'node_1', 'node_2', 'node_3', 'node_4', 'node_5', 'node_6', 'node_7', 'node_8', 'node_9']
[ 2026-05-20 15:19:26 | node_8 | INFO ] 🚂 Train set of 10 nodes (all available nodes): ['node', 'node_1', 'node_2', 'node_3', 'node_4', 'node_5', 'node_6', 'node_7', 'node_9', 'node_8']
[ 2026-05-20 15:19:26 | node | INFO ] 🚂 Train set of 10 nodes (all available nodes): ['node_1', 'node_2', 'node_3', 'node_4', 'node_5', 'node_6', 'node_7', 'node_8', 'node_9', 'node']
[ 2026-05-20 15:19:26 | node_9 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-05-20 15:19:26 | node | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-05-20 15:19:26 | node_4 | INFO ] 🤫 Gossip finished.
[ 2026-05-20 15:19:26 | node_4 | INFO ] 🚂 Train set of 10 nodes (all available nodes): ['node', 'node_1', 'node_2', 'node_3', 'node_5', 'node_6', 'node_7', 'node_8', 'node_9', 'node_4']
[ 2026-05-20 15:19:26 | node_8 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-05-20 15:19:26 | node_4 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-05-20 15:19:28 | node | INFO ] 🎓 Training step done.
[ 2026-05-20 15:19:28 | node | INFO ] DSGTm-TV initialized. Alpha: 0.001, Beta: 0.0
[ 2026-05-20 15:19:28 | node | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-05-20 15:19:28 | node | INFO ] ✅ [FORCE] Local model added for round 0. (1/10)
[ 2026-05-20 15:19:29 | node | INFO ] 📤 Sending model to 9 direct neighbors: ['node_1', 'node_2', 'node_3', 'node_4', 'node_5', 'node_6', 'node_7', 'node_8', 'node_9']
[ 2026-05-20 15:19:30 | node_4 | INFO ] 🎓 Training step done.
[ 2026-05-20 15:19:30 | node_4 | INFO ] DSGTm-TV initialized. Alpha: 0.001, Beta: 0.0
[ 2026-05-20 15:19:30 | node_4 | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-05-20 15:19:30 | node_4 | INFO ] ✅ [FORCE] Local model added for round 0. (1/10)
[ 2026-05-20 15:19:30 | node_1 | INFO ] 🧩 Model added for round 0 (1/10) from ['node']
[ 2026-05-20 15:19:30 | node_1 | INFO ] 🎓 Training step done.
[ 2026-05-20 15:19:30 | node_1 | INFO ] DSGTm-TV initialized. Alpha: 0.001, Beta: 0.0
[ 2026-05-20 15:19:30 | node_1 | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-05-20 15:19:30 | node_1 | INFO ] ✅ [FORCE] Local model added for round 0. (2/10)
[ 2026-05-20 15:19:30 | node_2 | INFO ] 🧩 Model added for round 0 (1/10) from ['node']
[ 2026-05-20 15:19:30 | node_3 | INFO ] 🧩 Model added for round 0 (1/10) from ['node']
[ 2026-05-20 15:19:30 | node_5 | INFO ] 🎓 Training step done.
[ 2026-05-20 15:19:30 | node_5 | INFO ] DSGTm-TV initialized. Alpha: 0.001, Beta: 0.0
[ 2026-05-20 15:19:30 | node_5 | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-05-20 15:19:30 | node_5 | INFO ] ✅ [FORCE] Local model added for round 0. (1/10)
[ 2026-05-20 15:19:30 | node_6 | INFO ] 🎓 Training step done.
[ 2026-05-20 15:19:30 | node_6 | INFO ] DSGTm-TV initialized. Alpha: 0.001, Beta: 0.0
[ 2026-05-20 15:19:30 | node_6 | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-05-20 15:19:31 | node_6 | INFO ] ✅ [FORCE] Local model added for round 0. (1/10)
[ 2026-05-20 15:19:31 | node_4 | INFO ] 📤 Sending model to 9 direct neighbors: ['node', 'node_1', 'node_2', 'node_3', 'node_5', 'node_6', 'node_7', 'node_8', 'node_9']
[ 2026-05-20 15:19:31 | node_1 | INFO ] 📤 Sending model to 9 direct neighbors: ['node', 'node_2', 'node_3', 'node_4', 'node_5', 'node_6', 'node_7', 'node_8', 'node_9']
[ 2026-05-20 15:19:31 | node_3 | INFO ] 🎓 Training step done.
[ 2026-05-20 15:19:31 | node_3 | INFO ] DSGTm-TV initialized. Alpha: 0.001, Beta: 0.0
[ 2026-05-20 15:19:31 | node_3 | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-05-20 15:19:31 | node_4 | INFO ] 🧩 Model added for round 0 (2/10) from ['node']
[ 2026-05-20 15:19:31 | node_3 | INFO ] ✅ [FORCE] Local model added for round 0. (2/10)
[ 2026-05-20 15:19:31 | node_5 | INFO ] 📤 Sending model to 9 direct neighbors: ['node', 'node_1', 'node_2', 'node_3', 'node_4', 'node_6', 'node_7', 'node_8', 'node_9']
[ 2026-05-20 15:19:31 | node | INFO ] 🧩 Model added for round 0 (2/10) from ['node_4']
[ 2026-05-20 15:19:32 | node_6 | INFO ] 📤 Sending model to 9 direct neighbors: ['node', 'node_1', 'node_2', 'node_3', 'node_4', 'node_5', 'node_7', 'node_8', 'node_9']
[ 2026-05-20 15:19:32 | node | INFO ] 🧩 Model added for round 0 (3/10) from ['node_1']
[ 2026-05-20 15:19:32 | node | INFO ] 🧩 Model added for round 0 (4/10) from ['node_5']
[ 2026-05-20 15:19:32 | node | INFO ] 🧩 Model added for round 0 (5/10) from ['node_6']
[ 2026-05-20 15:19:32 | node_5 | INFO ] 🧩 Model added for round 0 (2/10) from ['node']
[ 2026-05-20 15:19:32 | node_1 | INFO ] 🧩 Model added for round 0 (3/10) from ['node_4']
[ 2026-05-20 15:19:32 | node_2 | INFO ] 🧩 Model added for round 0 (2/10) from ['node_1']
[ 2026-05-20 15:19:32 | node_7 | INFO ] 🎓 Training step done.
[ 2026-05-20 15:19:32 | node_2 | INFO ] 🎓 Training step done.
[ 2026-05-20 15:19:32 | node_7 | INFO ] DSGTm-TV initialized. Alpha: 0.001, Beta: 0.0
[ 2026-05-20 15:19:32 | node_7 | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-05-20 15:19:32 | node_7 | INFO ] ✅ [FORCE] Local model added for round 0. (1/10)
[ 2026-05-20 15:19:32 | node_2 | INFO ] DSGTm-TV initialized. Alpha: 0.001, Beta: 0.0
[ 2026-05-20 15:19:32 | node_2 | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-05-20 15:19:32 | node_2 | INFO ] ✅ [FORCE] Local model added for round 0. (3/10)
[ 2026-05-20 15:19:32 | node_1 | INFO ] 🧩 Model added for round 0 (4/10) from ['node_6']
[ 2026-05-20 15:19:32 | node_1 | INFO ] 🧩 Model added for round 0 (5/10) from ['node_5']
[ 2026-05-20 15:19:32 | node_6 | INFO ] 🧩 Model added for round 0 (2/10) from ['node']
[ 2026-05-20 15:19:32 | node_3 | INFO ] 🧩 Model added for round 0 (3/10) from ['node_1']
[ 2026-05-20 15:19:32 | node_2 | INFO ] 🧩 Model added for round 0 (4/10) from ['node_4']
[ 2026-05-20 15:19:32 | node_2 | INFO ] 🧩 Model added for round 0 (5/10) from ['node_6']
[ 2026-05-20 15:19:32 | node_2 | INFO ] 🧩 Model added for round 0 (6/10) from ['node_5']
[ 2026-05-20 15:19:32 | node_3 | INFO ] 📤 Sending model to 9 direct neighbors: ['node', 'node_1', 'node_2', 'node_4', 'node_5', 'node_6', 'node_7', 'node_8', 'node_9']
[ 2026-05-20 15:19:32 | node_7 | INFO ] 🧩 Model added for round 0 (2/10) from ['node']
[ 2026-05-20 15:19:33 | node_4 | INFO ] 🧩 Model added for round 0 (3/10) from ['node_1']
[ 2026-05-20 15:19:33 | node_3 | INFO ] 🧩 Model added for round 0 (4/10) from ['node_4']
[ 2026-05-20 15:19:33 | node | INFO ] 🧩 Model added for round 0 (6/10) from ['node_3']
[ 2026-05-20 15:19:33 | node_3 | INFO ] 🧩 Model added for round 0 (5/10) from ['node_6']
[ 2026-05-20 15:19:33 | node_3 | INFO ] 🧩 Model added for round 0 (6/10) from ['node_5']
[ 2026-05-20 15:19:33 | node_8 | INFO ] 🧩 Model added for round 0 (1/10) from ['node']
[ 2026-05-20 15:19:33 | node_5 | INFO ] 🧩 Model added for round 0 (3/10) from ['node_1']
[ 2026-05-20 15:19:33 | node_5 | INFO ] 🧩 Model added for round 0 (4/10) from ['node_4']
[ 2026-05-20 15:19:33 | node_7 | INFO ] 📤 Sending model to 9 direct neighbors: ['node', 'node_1', 'node_2', 'node_3', 'node_4', 'node_5', 'node_6', 'node_8', 'node_9']
[ 2026-05-20 15:19:33 | node_1 | INFO ] 🧩 Model added for round 0 (6/10) from ['node_3']
[ 2026-05-20 15:19:33 | node_2 | INFO ] 📤 Sending model to 9 direct neighbors: ['node', 'node_1', 'node_3', 'node_4', 'node_5', 'node_6', 'node_7', 'node_8', 'node_9']
[ 2026-05-20 15:19:33 | node_4 | INFO ] 🧩 Model added for round 0 (4/10) from ['node_6']
[ 2026-05-20 15:19:33 | node_9 | INFO ] 🧩 Model added for round 0 (1/10) from ['node']
[ 2026-05-20 15:19:33 | node_4 | INFO ] 🧩 Model added for round 0 (5/10) from ['node_5']
[ 2026-05-20 15:19:33 | node | INFO ] 🧩 Model added for round 0 (7/10) from ['node_2']
[ 2026-05-20 15:19:33 | node | INFO ] 🧩 Model added for round 0 (8/10) from ['node_7']
[ 2026-05-20 15:19:33 | node_8 | INFO ] 🎓 Training step done.
[ 2026-05-20 15:19:33 | node_6 | INFO ] 🧩 Model added for round 0 (3/10) from ['node_1']
[ 2026-05-20 15:19:33 | node_8 | INFO ] DSGTm-TV initialized. Alpha: 0.001, Beta: 0.0
[ 2026-05-20 15:19:33 | node_6 | INFO ] 🧩 Model added for round 0 (4/10) from ['node_4']
[ 2026-05-20 15:19:33 | node_8 | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-05-20 15:19:34 | node_8 | INFO ] ✅ [FORCE] Local model added for round 0. (2/10)
[ 2026-05-20 15:19:34 | node_2 | INFO ] 🧩 Model added for round 0 (7/10) from ['node_3']
[ 2026-05-20 15:19:34 | node_5 | INFO ] 🧩 Model added for round 0 (5/10) from ['node_6']
[ 2026-05-20 15:19:34 | node_1 | INFO ] 🧩 Model added for round 0 (7/10) from ['node_2']
[ 2026-05-20 15:19:34 | node_1 | INFO ] 🧩 Model added for round 0 (8/10) from ['node_7']
[ 2026-05-20 15:19:34 | node_6 | INFO ] 🧩 Model added for round 0 (5/10) from ['node_5']
[ 2026-05-20 15:19:34 | node_7 | INFO ] 🧩 Model added for round 0 (3/10) from ['node_1']
[ 2026-05-20 15:19:34 | node_7 | INFO ] 🧩 Model added for round 0 (4/10) from ['node_4']
[ 2026-05-20 15:19:34 | node_4 | INFO ] 🧩 Model added for round 0 (6/10) from ['node_3']
[ 2026-05-20 15:19:34 | node_7 | INFO ] 🧩 Model added for round 0 (5/10) from ['node_6']
[ 2026-05-20 15:19:34 | node_3 | INFO ] 🧩 Model added for round 0 (7/10) from ['node_2']
[ 2026-05-20 15:19:34 | node_2 | INFO ] 🧩 Model added for round 0 (8/10) from ['node_7']
[ 2026-05-20 15:19:34 | node_8 | INFO ] 🧩 Model added for round 0 (3/10) from ['node_1']
[ 2026-05-20 15:19:34 | node_9 | INFO ] 🎓 Training step done.
[ 2026-05-20 15:19:34 | node_7 | INFO ] 🧩 Model added for round 0 (6/10) from ['node_5']
[ 2026-05-20 15:19:34 | node_9 | INFO ] DSGTm-TV initialized. Alpha: 0.001, Beta: 0.0
[ 2026-05-20 15:19:34 | node_9 | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-05-20 15:19:34 | node_9 | INFO ] ✅ [FORCE] Local model added for round 0. (2/10)
[ 2026-05-20 15:19:34 | node_8 | INFO ] 🧩 Model added for round 0 (4/10) from ['node_4']
[ 2026-05-20 15:19:35 | node_8 | INFO ] 📤 Sending model to 9 direct neighbors: ['node', 'node_1', 'node_2', 'node_3', 'node_4', 'node_5', 'node_6', 'node_7', 'node_9']
[ 2026-05-20 15:19:35 | node_5 | INFO ] 🧩 Model added for round 0 (6/10) from ['node_3']
[ 2026-05-20 15:19:35 | node_8 | INFO ] 🧩 Model added for round 0 (5/10) from ['node_6']
[ 2026-05-20 15:19:35 | node_3 | INFO ] 🧩 Model added for round 0 (8/10) from ['node_7']
[ 2026-05-20 15:19:35 | node | INFO ] 🧩 Model added for round 0 (9/10) from ['node_8']
[ 2026-05-20 15:19:35 | node_9 | INFO ] 🧩 Model added for round 0 (3/10) from ['node_1']
[ 2026-05-20 15:19:35 | node_4 | INFO ] 🧩 Model added for round 0 (7/10) from ['node_2']
[ 2026-05-20 15:19:35 | node_8 | INFO ] 🧩 Model added for round 0 (6/10) from ['node_5']
[ 2026-05-20 15:19:35 | node_9 | INFO ] 🧩 Model added for round 0 (4/10) from ['node_4']
[ 2026-05-20 15:19:35 | node_9 | INFO ] 🧩 Model added for round 0 (5/10) from ['node_6']
[ 2026-05-20 15:19:35 | node_4 | INFO ] 🧩 Model added for round 0 (8/10) from ['node_7']
[ 2026-05-20 15:19:35 | node_9 | INFO ] 📤 Sending model to 9 direct neighbors: ['node', 'node_1', 'node_2', 'node_3', 'node_4', 'node_5', 'node_6', 'node_7', 'node_8']
[ 2026-05-20 15:19:35 | node_5 | INFO ] 🧩 Model added for round 0 (7/10) from ['node_2']
[ 2026-05-20 15:19:35 | node_6 | INFO ] 🧩 Model added for round 0 (6/10) from ['node_3']
[ 2026-05-20 15:19:36 | node_1 | INFO ] 🧩 Model added for round 0 (9/10) from ['node_8']
[ 2026-05-20 15:19:36 | node | INFO ] 🧩 Model added for round 0 (10/10) from ['node_9']
[ 2026-05-20 15:19:36 | node_9 | INFO ] 🧩 Model added for round 0 (6/10) from ['node_5']
[ 2026-05-20 15:19:36 | node_5 | INFO ] 🧩 Model added for round 0 (8/10) from ['node_7']
[ 2026-05-20 15:19:36 | node_7 | INFO ] 🧩 Model added for round 0 (7/10) from ['node_3']
[ 2026-05-20 15:19:36 | node_6 | INFO ] 🧩 Model added for round 0 (7/10) from ['node_2']
[ 2026-05-20 15:19:36 | node_2 | INFO ] 🧩 Model added for round 0 (9/10) from ['node_8']
[ 2026-05-20 15:19:36 | node_1 | INFO ] 🧩 Model added for round 0 (10/10) from ['node_9']
[ 2026-05-20 15:19:36 | node_7 | INFO ] 🧩 Model added for round 0 (8/10) from ['node_2']
[ 2026-05-20 15:19:37 | node_8 | INFO ] 🧩 Model added for round 0 (7/10) from ['node_3']
[ 2026-05-20 15:19:37 | node_6 | INFO ] 🧩 Model added for round 0 (8/10) from ['node_7']
[ 2026-05-20 15:19:37 | node_2 | INFO ] 🧩 Model added for round 0 (10/10) from ['node_9']
[ 2026-05-20 15:19:37 | node_3 | INFO ] 🧩 Model added for round 0 (9/10) from ['node_8']
[ 2026-05-20 15:19:37 | node_8 | INFO ] 🧩 Model added for round 0 (8/10) from ['node_7']
[ 2026-05-20 15:19:37 | node_8 | INFO ] 🧩 Model added for round 0 (9/10) from ['node_2']
[ 2026-05-20 15:19:37 | node_9 | INFO ] 🧩 Model added for round 0 (7/10) from ['node_3']
[ 2026-05-20 15:19:37 | ModelPackager | INFO ] Round 0: Consensus detected (dist: 0.000000). Patience: 1/5
[ 2026-05-20 15:19:37 | node | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-05-20 15:19:37 | node_4 | INFO ] 🧩 Model added for round 0 (9/10) from ['node_8']
