[ 2026-04-18 07:17:52 | None | INFO ] Created experiment folder: /home/thaihoa_hn120/p2pfl/experiments/p2pfl_MNIST_DirichletPartitionStrategy_DFedAdp_2_model_build_fn_20260418_071752 and copied 01_mnist_dirichlet_0.1.yaml
[ 2026-04-18 07:18:11 | None | INFO ] 🚀 Created 10/20 nodes, waiting 2.00s for CPU to breathe...
[ 2026-04-18 07:18:13 | node_11 | INFO ] InMemoryServer started at node_11
[ 2026-04-18 07:18:13 | node_11 | INFO ] 🏁 Starting gossiper...
[ 2026-04-18 07:18:16 | node_12 | INFO ] InMemoryServer started at node_12
[ 2026-04-18 07:18:16 | node_12 | INFO ] 🏁 Starting gossiper...
[ 2026-04-18 07:18:18 | node_13 | INFO ] InMemoryServer started at node_13
[ 2026-04-18 07:18:18 | node_13 | INFO ] 🏁 Starting gossiper...
[ 2026-04-18 07:18:20 | node_14 | INFO ] InMemoryServer started at node_14
[ 2026-04-18 07:18:20 | node_14 | INFO ] 🏁 Starting gossiper...
[ 2026-04-18 07:18:23 | node_15 | INFO ] InMemoryServer started at node_15
[ 2026-04-18 07:18:23 | node_15 | INFO ] 🏁 Starting gossiper...
[ 2026-04-18 07:18:23 | None | INFO ] 🚀 Created 15/20 nodes, waiting 2.50s for CPU to breathe...
[ 2026-04-18 07:18:25 | node_16 | INFO ] InMemoryServer started at node_16
[ 2026-04-18 07:18:25 | node_16 | INFO ] 🏁 Starting gossiper...
[ 2026-04-18 07:18:28 | node_17 | INFO ] InMemoryServer started at node_17
[ 2026-04-18 07:18:28 | node_17 | INFO ] 🏁 Starting gossiper...
[ 2026-04-18 07:18:30 | node_18 | INFO ] InMemoryServer started at node_18
[ 2026-04-18 07:18:30 | node_18 | INFO ] 🏁 Starting gossiper...
[ 2026-04-18 07:18:33 | node_19 | INFO ] InMemoryServer started at node_19
[ 2026-04-18 07:18:33 | node_19 | INFO ] 🏁 Starting gossiper...
[ 2026-04-18 07:18:36 |  | INFO ] Connected nodes node and node_1
[ 2026-04-18 07:18:36 |  | INFO ] Connected nodes node and node_3
[ 2026-04-18 07:18:36 |  | INFO ] Connected nodes node and node_4
[ 2026-04-18 07:18:36 |  | INFO ] Connected nodes node and node_6
[ 2026-04-18 07:18:36 |  | INFO ] Connected nodes node and node_8
[ 2026-04-18 07:18:36 |  | INFO ] Connected nodes node and node_9
[ 2026-04-18 07:18:36 |  | INFO ] Connected nodes node and node_10
[ 2026-04-18 07:18:36 |  | INFO ] Connected nodes node and node_19
[ 2026-04-18 07:18:36 |  | INFO ] Connected nodes node_1 and node_2
[ 2026-04-18 07:18:36 |  | INFO ] Connected nodes node_1 and node_5
[ 2026-04-18 07:18:36 |  | INFO ] Connected nodes node_1 and node_6
[ 2026-04-18 07:18:36 |  | INFO ] Connected nodes node_1 and node_8
[ 2026-04-18 07:18:36 |  | INFO ] Connected nodes node_1 and node_9
[ 2026-04-18 07:18:36 |  | INFO ] Connected nodes node_1 and node_13
[ 2026-04-18 07:18:36 |  | INFO ] Connected nodes node_1 and node_15
[ 2026-04-18 07:18:36 |  | INFO ] Connected nodes node_1 and node_17
[ 2026-04-18 07:18:36 |  | INFO ] Connected nodes node_1 and node_19
[ 2026-04-18 07:18:36 |  | INFO ] Connected nodes node_2 and node_4
[ 2026-04-18 07:18:36 |  | INFO ] Connected nodes node_2 and node_8
[ 2026-04-18 07:18:36 |  | INFO ] Connected nodes node_2 and node_12
[ 2026-04-18 07:18:36 |  | INFO ] Connected nodes node_2 and node_16
[ 2026-04-18 07:18:36 |  | INFO ] Connected nodes node_3 and node_4
[ 2026-04-18 07:18:36 |  | INFO ] Connected nodes node_3 and node_6
[ 2026-04-18 07:18:36 |  | INFO ] Connected nodes node_3 and node_7
[ 2026-04-18 07:18:36 |  | INFO ] Connected nodes node_3 and node_10
[ 2026-04-18 07:18:36 |  | INFO ] Connected nodes node_3 and node_11
[ 2026-04-18 07:18:36 |  | INFO ] Connected nodes node_3 and node_13
[ 2026-04-18 07:18:36 |  | INFO ] Connected nodes node_3 and node_16
[ 2026-04-18 07:18:36 |  | INFO ] Connected nodes node_4 and node_5
[ 2026-04-18 07:18:36 |  | INFO ] Connected nodes node_4 and node_10
[ 2026-04-18 07:18:36 |  | INFO ] Connected nodes node_4 and node_11
[ 2026-04-18 07:18:36 |  | INFO ] Connected nodes node_4 and node_14
[ 2026-04-18 07:18:36 |  | INFO ] Connected nodes node_4 and node_15
[ 2026-04-18 07:18:36 |  | INFO ] Connected nodes node_4 and node_17
[ 2026-04-18 07:18:36 |  | INFO ] Connected nodes node_4 and node_18
[ 2026-04-18 07:18:36 |  | INFO ] Connected nodes node_4 and node_19
[ 2026-04-18 07:18:36 |  | INFO ] Connected nodes node_5 and node_8
[ 2026-04-18 07:18:36 |  | INFO ] Connected nodes node_5 and node_12
[ 2026-04-18 07:18:36 |  | INFO ] Connected nodes node_5 and node_14
[ 2026-04-18 07:18:36 |  | INFO ] Connected nodes node_5 and node_17
[ 2026-04-18 07:18:36 |  | INFO ] Connected nodes node_5 and node_19
[ 2026-04-18 07:18:36 |  | INFO ] Connected nodes node_6 and node_7
[ 2026-04-18 07:18:36 |  | INFO ] Connected nodes node_6 and node_9
[ 2026-04-18 07:18:36 |  | INFO ] Connected nodes node_6 and node_10
[ 2026-04-18 07:18:36 |  | INFO ] Connected nodes node_6 and node_12
[ 2026-04-18 07:18:36 |  | INFO ] Connected nodes node_6 and node_13
[ 2026-04-18 07:18:36 |  | INFO ] Connected nodes node_6 and node_16
[ 2026-04-18 07:18:36 |  | INFO ] Connected nodes node_6 and node_17
[ 2026-04-18 07:18:36 |  | INFO ] Connected nodes node_6 and node_18
[ 2026-04-18 07:18:36 |  | INFO ] Connected nodes node_7 and node_17
[ 2026-04-18 07:18:36 |  | INFO ] Connected nodes node_7 and node_19
[ 2026-04-18 07:18:36 |  | INFO ] Connected nodes node_8 and node_10
[ 2026-04-18 07:18:36 |  | INFO ] Connected nodes node_8 and node_12
[ 2026-04-18 07:18:36 |  | INFO ] Connected nodes node_8 and node_16
[ 2026-04-18 07:18:36 |  | INFO ] Connected nodes node_8 and node_19
[ 2026-04-18 07:18:36 |  | INFO ] Connected nodes node_9 and node_13
[ 2026-04-18 07:18:36 |  | INFO ] Connected nodes node_9 and node_14
[ 2026-04-18 07:18:36 |  | INFO ] Connected nodes node_9 and node_17
[ 2026-04-18 07:18:36 |  | INFO ] Connected nodes node_9 and node_19
[ 2026-04-18 07:18:36 |  | INFO ] Connected nodes node_10 and node_15
[ 2026-04-18 07:18:36 |  | INFO ] Connected nodes node_10 and node_17
[ 2026-04-18 07:18:36 |  | INFO ] Connected nodes node_10 and node_18
[ 2026-04-18 07:18:36 |  | INFO ] Connected nodes node_10 and node_19
[ 2026-04-18 07:18:36 |  | INFO ] Connected nodes node_11 and node_13
[ 2026-04-18 07:18:36 |  | INFO ] Connected nodes node_11 and node_16
[ 2026-04-18 07:18:36 |  | INFO ] Connected nodes node_11 and node_18
[ 2026-04-18 07:18:36 |  | INFO ] Connected nodes node_12 and node_14
[ 2026-04-18 07:18:36 |  | INFO ] Connected nodes node_12 and node_16
[ 2026-04-18 07:18:36 |  | INFO ] Connected nodes node_12 and node_18
[ 2026-04-18 07:18:36 |  | INFO ] Connected nodes node_12 and node_19
[ 2026-04-18 07:18:36 |  | INFO ] Connected nodes node_13 and node_14
[ 2026-04-18 07:18:36 |  | INFO ] Connected nodes node_13 and node_17
[ 2026-04-18 07:18:36 |  | INFO ] Connected nodes node_13 and node_18
[ 2026-04-18 07:18:36 |  | INFO ] Connected nodes node_14 and node_16
[ 2026-04-18 07:18:36 |  | INFO ] Connected nodes node_15 and node_16
[ 2026-04-18 07:18:36 |  | INFO ] Connected nodes node_15 and node_17
[ 2026-04-18 07:18:36 |  | INFO ] Connected nodes node_15 and node_19
[ 2026-04-18 07:18:36 |  | INFO ] Connected nodes node_16 and node_17
[ 2026-04-18 07:18:36 |  | INFO ] Connected nodes node_17 and node_18
[ 2026-04-18 07:18:36 |  | INFO ] Connected nodes node_17 and node_19
[ 2026-04-18 07:18:36 | None | INFO ] 📡 Performing global simulation discovery for 20 nodes...
[ 2026-04-18 07:18:36 | None | INFO ] ⌛ Waiting for direct topology connections (4-12 per node)...
[ 2026-04-18 07:18:36 | None | INFO ] ✅ Network topology ready.
[ 2026-04-18 07:18:36 | node | INFO ] 🚀 Broadcasting start learning to 20 nodes...
[ 2026-04-18 07:18:36 | node_1 | INFO ] 🔍 Neighbors found: ['node', 'node_2', 'node_5', 'node_6', 'node_8', 'node_9', 'node_13', 'node_15', 'node_17', 'node_19'] | Degree: 10
[ 2026-04-18 07:18:36 | node_3 | INFO ] 🔍 Neighbors found: ['node', 'node_4', 'node_6', 'node_7', 'node_10', 'node_11', 'node_13', 'node_16'] | Degree: 8
[ 2026-04-18 07:18:36 | node_1 | INFO ] ⏳ Waiting initialization.
[ 2026-04-18 07:18:36 | node_4 | INFO ] 🔍 Neighbors found: ['node', 'node_2', 'node_3', 'node_5', 'node_10', 'node_11', 'node_14', 'node_15', 'node_17', 'node_18', 'node_19'] | Degree: 11
[ 2026-04-18 07:18:36 | node_3 | INFO ] ⏳ Waiting initialization.
[ 2026-04-18 07:18:36 | node_6 | INFO ] 🔍 Neighbors found: ['node', 'node_1', 'node_3', 'node_7', 'node_9', 'node_10', 'node_12', 'node_13', 'node_16', 'node_17', 'node_18'] | Degree: 11
[ 2026-04-18 07:18:36 | node_4 | INFO ] ⏳ Waiting initialization.
[ 2026-04-18 07:18:36 | node_8 | INFO ] 🔍 Neighbors found: ['node', 'node_1', 'node_2', 'node_5', 'node_10', 'node_12', 'node_16', 'node_19'] | Degree: 8
[ 2026-04-18 07:18:36 | node_6 | INFO ] ⏳ Waiting initialization.
[ 2026-04-18 07:18:36 | node_9 | INFO ] 🔍 Neighbors found: ['node', 'node_1', 'node_6', 'node_13', 'node_14', 'node_17', 'node_19'] | Degree: 7
[ 2026-04-18 07:18:36 | node_8 | INFO ] ⏳ Waiting initialization.
[ 2026-04-18 07:18:36 | node_10 | INFO ] 🔍 Neighbors found: ['node', 'node_3', 'node_4', 'node_6', 'node_8', 'node_15', 'node_17', 'node_18', 'node_19'] | Degree: 9
[ 2026-04-18 07:18:36 | node_9 | INFO ] ⏳ Waiting initialization.
[ 2026-04-18 07:18:36 | node_2 | INFO ] 🔍 Neighbors found: ['node_1', 'node_4', 'node_8', 'node_12', 'node_16'] | Degree: 5
[ 2026-04-18 07:18:36 | node_19 | INFO ] 🔍 Neighbors found: ['node', 'node_1', 'node_4', 'node_5', 'node_7', 'node_8', 'node_9', 'node_10', 'node_12', 'node_15', 'node_17'] | Degree: 11
[ 2026-04-18 07:18:36 | node_10 | INFO ] ⏳ Waiting initialization.
[ 2026-04-18 07:18:36 | node_19 | INFO ] ⏳ Waiting initialization.
[ 2026-04-18 07:18:36 | node_2 | INFO ] ⏳ Waiting initialization.
[ 2026-04-18 07:18:36 | node_5 | INFO ] 🔍 Neighbors found: ['node_1', 'node_4', 'node_8', 'node_12', 'node_14', 'node_17', 'node_19'] | Degree: 7
[ 2026-04-18 07:18:36 | node_5 | INFO ] ⏳ Waiting initialization.
[ 2026-04-18 07:18:36 | node_13 | INFO ] 🔍 Neighbors found: ['node_1', 'node_3', 'node_6', 'node_9', 'node_11', 'node_14', 'node_17', 'node_18'] | Degree: 8
[ 2026-04-18 07:18:36 | node_15 | INFO ] 🔍 Neighbors found: ['node_1', 'node_4', 'node_10', 'node_16', 'node_17', 'node_19'] | Degree: 6
[ 2026-04-18 07:18:36 | node_13 | INFO ] ⏳ Waiting initialization.
[ 2026-04-18 07:18:36 | node_17 | INFO ] 🔍 Neighbors found: ['node_1', 'node_4', 'node_5', 'node_6', 'node_7', 'node_9', 'node_10', 'node_13', 'node_15', 'node_16', 'node_18', 'node_19'] | Degree: 12
[ 2026-04-18 07:18:36 | node_15 | INFO ] ⏳ Waiting initialization.
[ 2026-04-18 07:18:36 | node_17 | INFO ] ⏳ Waiting initialization.
[ 2026-04-18 07:18:36 | node | INFO ] 🔍 Neighbors found: ['node_1', 'node_3', 'node_4', 'node_6', 'node_8', 'node_9', 'node_10', 'node_19'] | Degree: 8
[ 2026-04-18 07:18:36 | node | INFO ] ⏳ Waiting initialization.
[ 2026-04-18 07:18:36 | node_12 | INFO ] 🔍 Neighbors found: ['node_2', 'node_5', 'node_6', 'node_8', 'node_14', 'node_16', 'node_18', 'node_19'] | Degree: 8
[ 2026-04-18 07:18:36 | node_14 | INFO ] 🔍 Neighbors found: ['node_4', 'node_5', 'node_9', 'node_12', 'node_13', 'node_16'] | Degree: 6
[ 2026-04-18 07:18:36 | node_12 | INFO ] ⏳ Waiting initialization.
[ 2026-04-18 07:18:36 | node_14 | INFO ] ⏳ Waiting initialization.
[ 2026-04-18 07:18:36 | node_7 | INFO ] 🔍 Neighbors found: ['node_3', 'node_6', 'node_17', 'node_19'] | Degree: 4
[ 2026-04-18 07:18:36 | node | INFO ] 🗣️ Gossiping model initialization.
[ 2026-04-18 07:18:36 | node_7 | INFO ] ⏳ Waiting initialization.
[ 2026-04-18 07:18:36 | node_16 | INFO ] 🔍 Neighbors found: ['node_2', 'node_3', 'node_6', 'node_8', 'node_11', 'node_12', 'node_14', 'node_15', 'node_17'] | Degree: 9
[ 2026-04-18 07:18:36 | node_16 | INFO ] ⏳ Waiting initialization.
[ 2026-04-18 07:18:36 | node_18 | INFO ] 🔍 Neighbors found: ['node_4', 'node_6', 'node_10', 'node_11', 'node_12', 'node_13', 'node_17'] | Degree: 7
[ 2026-04-18 07:18:36 | node_18 | INFO ] ⏳ Waiting initialization.
[ 2026-04-18 07:18:36 | node_11 | INFO ] 🔍 Neighbors found: ['node_3', 'node_4', 'node_13', 'node_16', 'node_18'] | Degree: 5
[ 2026-04-18 07:18:36 | node_11 | INFO ] ⏳ Waiting initialization.
[ 2026-04-18 07:18:37 | node_1 | INFO ] 🗣️ Gossiping model initialization.
[ 2026-04-18 07:18:37 | node_4 | INFO ] 🗣️ Gossiping model initialization.
[ 2026-04-18 07:18:39 | node_2 | INFO ] 🗣️ Gossiping model initialization.
[ 2026-04-18 07:18:39 | node_9 | INFO ] 🗣️ Gossiping model initialization.
[ 2026-04-18 07:18:39 | node_14 | INFO ] 🗣️ Gossiping model initialization.
[ 2026-04-18 07:18:39 | node_10 | INFO ] 🗣️ Gossiping model initialization.
[ 2026-04-18 07:18:39 | node_19 | INFO ] 🗣️ Gossiping model initialization.
[ 2026-04-18 07:18:40 | node_12 | INFO ] 🗣️ Gossiping model initialization.
[ 2026-04-18 07:18:40 | node_15 | INFO ] 🗣️ Gossiping model initialization.
[ 2026-04-18 07:18:40 | node_5 | INFO ] 🗣️ Gossiping model initialization.
[ 2026-04-18 07:18:40 | node_6 | INFO ] 🗣️ Gossiping model initialization.
[ 2026-04-18 07:18:40 | node_13 | INFO ] 🗣️ Gossiping model initialization.
[ 2026-04-18 07:18:40 | node_18 | INFO ] 🗣️ Gossiping model initialization.
[ 2026-04-18 07:18:40 | node_3 | INFO ] 🗣️ Gossiping model initialization.
[ 2026-04-18 07:18:40 | node_16 | INFO ] 🗣️ Gossiping model initialization.
[ 2026-04-18 07:18:40 | node_8 | INFO ] 🗣️ Gossiping model initialization.
[ 2026-04-18 07:18:40 | node_17 | INFO ] 🗣️ Gossiping model initialization.
[ 2026-04-18 07:18:41 | node_12 | INFO ] 🤫 Gossip finished.
[ 2026-04-18 07:18:41 | node_15 | INFO ] 🤫 Gossip finished.
[ 2026-04-18 07:18:41 | node_5 | INFO ] 🤫 Gossip finished.
[ 2026-04-18 07:18:41 | node_1 | INFO ] 🤫 Gossip finished.
[ 2026-04-18 07:18:41 | node_9 | INFO ] 🤫 Gossip finished.
[ 2026-04-18 07:18:41 | node_14 | INFO ] 🤫 Gossip finished.
[ 2026-04-18 07:18:41 | node_8 | INFO ] 🤫 Gossip finished.
[ 2026-04-18 07:18:41 | node_2 | INFO ] 🤫 Gossip finished.
[ 2026-04-18 07:18:41 | node_10 | INFO ] 🤫 Gossip finished.
[ 2026-04-18 07:18:41 | node | INFO ] 🤫 Gossip finished.
[ 2026-04-18 07:18:41 | node_7 | INFO ] 🗣️ Gossiping model initialization.
[ 2026-04-18 07:18:41 | node_11 | INFO ] 🗣️ Gossiping model initialization.
[ 2026-04-18 07:18:42 | node_4 | INFO ] 🤫 Gossip finished.
[ 2026-04-18 07:18:42 | node_13 | INFO ] 🤫 Gossip finished.
[ 2026-04-18 07:18:42 | node_16 | INFO ] 🤫 Gossip finished.
[ 2026-04-18 07:18:42 | node_19 | INFO ] 🤫 Gossip finished.
[ 2026-04-18 07:18:42 | node_17 | INFO ] 🤫 Gossip finished.
[ 2026-04-18 07:18:42 | node_7 | INFO ] 🤫 Gossip finished.
[ 2026-04-18 07:18:42 | node_18 | INFO ] 🤫 Gossip finished.
[ 2026-04-18 07:18:42 | node_11 | INFO ] 🤫 Gossip finished.
[ 2026-04-18 07:18:42 | node_6 | INFO ] 🤫 Gossip finished.
[ 2026-04-18 07:18:42 | node_3 | INFO ] 🤫 Gossip finished.
[ 2026-04-18 07:21:36 | node_1 | INFO ] 🚂 Train set of 20 nodes (all available nodes): ['node', 'node_2', 'node_5', 'node_6', 'node_8', 'node_9', 'node_13', 'node_15', 'node_17', 'node_19', 'node_3', 'node_4', 'node_7', 'node_10', 'node_11', 'node_12', 'node_14', 'node_16', 'node_18', 'node_1']
[ 2026-04-18 07:21:36 | node_3 | INFO ] 🚂 Train set of 20 nodes (all available nodes): ['node', 'node_4', 'node_6', 'node_7', 'node_10', 'node_11', 'node_13', 'node_16', 'node_1', 'node_2', 'node_5', 'node_8', 'node_9', 'node_12', 'node_14', 'node_15', 'node_17', 'node_18', 'node_19', 'node_3']
[ 2026-04-18 07:21:36 | node_1 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-04-18 07:21:36 | node_3 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-04-18 07:21:36 | node_4 | INFO ] 🚂 Train set of 20 nodes (all available nodes): ['node', 'node_2', 'node_3', 'node_5', 'node_10', 'node_11', 'node_14', 'node_15', 'node_17', 'node_18', 'node_19', 'node_1', 'node_6', 'node_7', 'node_8', 'node_9', 'node_12', 'node_13', 'node_16', 'node_4']
[ 2026-04-18 07:21:36 | node_6 | INFO ] 🚂 Train set of 20 nodes (all available nodes): ['node', 'node_1', 'node_3', 'node_7', 'node_9', 'node_10', 'node_12', 'node_13', 'node_16', 'node_17', 'node_18', 'node_2', 'node_4', 'node_5', 'node_8', 'node_11', 'node_14', 'node_15', 'node_19', 'node_6']
[ 2026-04-18 07:21:36 | node_4 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-04-18 07:21:36 | node_8 | INFO ] 🚂 Train set of 20 nodes (all available nodes): ['node', 'node_1', 'node_2', 'node_5', 'node_10', 'node_12', 'node_16', 'node_19', 'node_3', 'node_4', 'node_6', 'node_7', 'node_9', 'node_11', 'node_13', 'node_14', 'node_15', 'node_17', 'node_18', 'node_8']
[ 2026-04-18 07:21:36 | node_6 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-04-18 07:21:36 | node_8 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-04-18 07:21:36 | node_9 | INFO ] 🚂 Train set of 20 nodes (all available nodes): ['node', 'node_1', 'node_6', 'node_13', 'node_14', 'node_17', 'node_19', 'node_2', 'node_3', 'node_4', 'node_5', 'node_7', 'node_8', 'node_10', 'node_11', 'node_12', 'node_15', 'node_16', 'node_18', 'node_9']
[ 2026-04-18 07:21:36 | node_10 | INFO ] 🚂 Train set of 20 nodes (all available nodes): ['node', 'node_3', 'node_4', 'node_6', 'node_8', 'node_15', 'node_17', 'node_18', 'node_19', 'node_1', 'node_2', 'node_5', 'node_7', 'node_9', 'node_11', 'node_12', 'node_13', 'node_14', 'node_16', 'node_10']
[ 2026-04-18 07:21:36 | node_19 | INFO ] 🚂 Train set of 20 nodes (all available nodes): ['node', 'node_1', 'node_4', 'node_5', 'node_7', 'node_8', 'node_9', 'node_10', 'node_12', 'node_15', 'node_17', 'node_2', 'node_3', 'node_6', 'node_11', 'node_13', 'node_14', 'node_16', 'node_18', 'node_19']
[ 2026-04-18 07:21:36 | node_9 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-04-18 07:21:36 | node_2 | INFO ] 🚂 Train set of 20 nodes (all available nodes): ['node_1', 'node_4', 'node_8', 'node_12', 'node_16', 'node', 'node_3', 'node_5', 'node_6', 'node_7', 'node_9', 'node_10', 'node_11', 'node_13', 'node_14', 'node_15', 'node_17', 'node_18', 'node_19', 'node_2']
[ 2026-04-18 07:21:36 | node_5 | INFO ] 🚂 Train set of 20 nodes (all available nodes): ['node_1', 'node_4', 'node_8', 'node_12', 'node_14', 'node_17', 'node_19', 'node', 'node_2', 'node_3', 'node_6', 'node_7', 'node_9', 'node_10', 'node_11', 'node_13', 'node_15', 'node_16', 'node_18', 'node_5']
[ 2026-04-18 07:21:36 | node_10 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-04-18 07:21:36 | node_19 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-04-18 07:21:36 | node_2 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-04-18 07:21:36 | node_13 | INFO ] 🚂 Train set of 20 nodes (all available nodes): ['node_1', 'node_3', 'node_6', 'node_9', 'node_11', 'node_14', 'node_17', 'node_18', 'node', 'node_2', 'node_4', 'node_5', 'node_7', 'node_8', 'node_10', 'node_12', 'node_15', 'node_16', 'node_19', 'node_13']
[ 2026-04-18 07:21:36 | node_15 | INFO ] 🚂 Train set of 20 nodes (all available nodes): ['node_1', 'node_4', 'node_10', 'node_16', 'node_17', 'node_19', 'node', 'node_2', 'node_3', 'node_5', 'node_6', 'node_7', 'node_8', 'node_9', 'node_11', 'node_12', 'node_13', 'node_14', 'node_18', 'node_15']
[ 2026-04-18 07:21:36 | node_17 | INFO ] 🚂 Train set of 20 nodes (all available nodes): ['node_1', 'node_4', 'node_5', 'node_6', 'node_7', 'node_9', 'node_10', 'node_13', 'node_15', 'node_16', 'node_18', 'node_19', 'node', 'node_2', 'node_3', 'node_8', 'node_11', 'node_12', 'node_14', 'node_17']
[ 2026-04-18 07:21:36 | node_13 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-04-18 07:21:36 | node | INFO ] 🚂 Train set of 20 nodes (all available nodes): ['node_1', 'node_3', 'node_4', 'node_6', 'node_8', 'node_9', 'node_10', 'node_19', 'node_2', 'node_5', 'node_7', 'node_11', 'node_12', 'node_13', 'node_14', 'node_15', 'node_16', 'node_17', 'node_18', 'node']
[ 2026-04-18 07:21:36 | node_5 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-04-18 07:21:36 | node_15 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-04-18 07:21:36 | node | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-04-18 07:21:36 | node_17 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-04-18 07:21:36 | node_12 | INFO ] 🚂 Train set of 20 nodes (all available nodes): ['node_2', 'node_5', 'node_6', 'node_8', 'node_14', 'node_16', 'node_18', 'node_19', 'node', 'node_1', 'node_3', 'node_4', 'node_7', 'node_9', 'node_10', 'node_11', 'node_13', 'node_15', 'node_17', 'node_12']
[ 2026-04-18 07:21:36 | node_14 | INFO ] 🚂 Train set of 20 nodes (all available nodes): ['node_4', 'node_5', 'node_9', 'node_12', 'node_13', 'node_16', 'node', 'node_1', 'node_2', 'node_3', 'node_6', 'node_7', 'node_8', 'node_10', 'node_11', 'node_15', 'node_17', 'node_18', 'node_19', 'node_14']
[ 2026-04-18 07:21:36 | node_7 | INFO ] 🚂 Train set of 20 nodes (all available nodes): ['node_3', 'node_6', 'node_17', 'node_19', 'node', 'node_1', 'node_2', 'node_4', 'node_5', 'node_8', 'node_9', 'node_10', 'node_11', 'node_12', 'node_13', 'node_14', 'node_15', 'node_16', 'node_18', 'node_7']
[ 2026-04-18 07:21:36 | node_12 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-04-18 07:21:36 | node_16 | INFO ] 🚂 Train set of 20 nodes (all available nodes): ['node_2', 'node_3', 'node_6', 'node_8', 'node_11', 'node_12', 'node_14', 'node_15', 'node_17', 'node', 'node_1', 'node_4', 'node_5', 'node_7', 'node_9', 'node_10', 'node_13', 'node_18', 'node_19', 'node_16']
[ 2026-04-18 07:21:36 | node_14 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-04-18 07:21:36 | node_16 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-04-18 07:21:36 | node_18 | INFO ] 🚂 Train set of 20 nodes (all available nodes): ['node_4', 'node_6', 'node_10', 'node_11', 'node_12', 'node_13', 'node_17', 'node', 'node_1', 'node_2', 'node_3', 'node_5', 'node_7', 'node_8', 'node_9', 'node_14', 'node_15', 'node_16', 'node_19', 'node_18']
[ 2026-04-18 07:21:36 | node_7 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-04-18 07:21:36 | node_18 | INFO ] 🏋️‍♀️ Preparing training...
