[ 2026-02-13 08:21:14 | None | INFO ] Created experiment folder: /mnt/c/Users/thaih/Documents/HK252/DATN/p2pfl/experiments/p2pfl_MNIST_RandomIIDPartitionStrategy_PSGD_model_build_fn_20260213_082114 and copied mnist.yaml
[ 2026-02-13 08:25:58 | node_1 | INFO ] 🧩 Model added (2/3) from ['node']
[ 2026-02-13 08:25:58 | node_2 | INFO ] 🧩 Model added (2/3) from ['node']
[ 2026-02-13 08:25:58 | node_1 | INFO ] 📤 Sending model to 2 direct neighbors: ['node', 'node_2']
[ 2026-02-13 08:25:59 | node | INFO ] 🧩 Model added (2/3) from ['node_1']
[ 2026-02-13 08:25:59 | node_2 | INFO ] 🧩 Model added (3/3) from ['node_1']
[ 2026-02-13 08:25:59 | node_2 | INFO ] 📤 Sending model to 2 direct neighbors: ['node', 'node_1']
[ 2026-02-13 08:25:59 | node | INFO ] 🧩 Model added (3/3) from ['node_2']
[ 2026-02-13 08:25:59 | node | INFO ] 🧠 Aggregating models.
[ 2026-02-13 08:25:59 | node | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-02-13 08:25:59 | node_1 | INFO ] 🧩 Model added (3/3) from ['node_2']
[ 2026-02-13 08:25:59 | node_1 | INFO ] 🧠 Aggregating models.
[ 2026-02-13 08:25:59 | node_2 | INFO ] 🧠 Aggregating models.
[ 2026-02-13 08:25:59 | node_1 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-02-13 08:25:59 | node_2 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-02-13 08:25:59 | node_2 | INFO ] 🤫 Gossip finished.
[ 2026-02-13 08:25:59 | node_2 | INFO ] 🎉 Round 2 of 5 finished.
[ 2026-02-13 08:25:59 | node_2 | INFO ] 🗳️ Sending train set vote.
[ 2026-02-13 08:25:59 | node | INFO ] 🤫 Gossip finished.
[ 2026-02-13 08:25:59 | node_1 | INFO ] 🤫 Gossip finished.
[ 2026-02-13 08:25:59 | node | INFO ] 🎉 Round 2 of 5 finished.
[ 2026-02-13 08:25:59 | node_1 | INFO ] 🎉 Round 2 of 5 finished.
[ 2026-02-13 08:25:59 | node | INFO ] 🗳️ Sending train set vote.
[ 2026-02-13 08:25:59 | node_1 | INFO ] 🗳️ Sending train set vote.
[ 2026-02-13 08:25:59 | node | INFO ] 🔢 Computed 3 votes.
[ 2026-02-13 08:25:59 | node_2 | INFO ] 🔢 Computed 3 votes.
[ 2026-02-13 08:25:59 | node | INFO ] 🚂 Train set of 3 nodes: ['node_2', 'node_1', 'node']
[ 2026-02-13 08:25:59 | node_2 | INFO ] 🚂 Train set of 3 nodes: ['node_2', 'node_1', 'node']
[ 2026-02-13 08:25:59 | node_1 | INFO ] 🔢 Computed 3 votes.
[ 2026-02-13 08:25:59 | node | INFO ] 🔬 Evaluating...
[ 2026-02-13 08:25:59 | node_2 | INFO ] 🔬 Evaluating...
[ 2026-02-13 08:25:59 | node_1 | INFO ] 🚂 Train set of 3 nodes: ['node_2', 'node_1', 'node']
[ 2026-02-13 08:25:59 | node_1 | INFO ] 🔬 Evaluating...
[ 2026-02-13 08:26:02 | node | INFO ] 📈 Evaluated. Results: {'\ntest_loss': 6.260018825531006, 'test_acc\n': 0.2531493604183197, 'test_precision\n': 0.21585555374622345, 'test_recall\n': 0.24250607192516327, 'test_f1\n': 0.1764247864484787}
[ 2026-02-13 08:26:02 | node_2 | INFO ] 📈 Evaluated. Results: {'\ntest_loss': 7.702804088592529, 'test_acc\n': 0.19951994717121124, 'test_precision\n': 0.20518916845321655, 'test_recall\n': 0.19772857427597046, 'test_f1\n': 0.13499103486537933}
[ 2026-02-13 08:26:02 | node | INFO ] 📢 Broadcasting metrics.
[ 2026-02-13 08:26:02 | node_2 | INFO ] 📢 Broadcasting metrics.
[ 2026-02-13 08:26:02 | node_1 | INFO ] 📈 Evaluated. Results: {'\ntest_loss': 6.946389198303223, 'test_acc\n': 0.228322833776474, 'test_precision\n': 0.17443224787712097, 'test_recall\n': 0.22027690708637238, 'test_f1\n': 0.1782849133014679}
[ 2026-02-13 08:26:02 | node_1 | INFO ] 📢 Broadcasting metrics.
[ 2026-02-13 08:26:02 | node | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-02-13 08:26:02 | node_2 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-02-13 08:26:02 | node_1 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-02-13 08:26:16 | node_2 | INFO ] 🎓 Training step done.
[ 2026-02-13 08:26:16 | node_2 | INFO ] 🧩 Model added (1/3) from ['node_2']
[ 2026-02-13 08:26:16 | node_1 | INFO ] 🎓 Training step done.
[ 2026-02-13 08:26:16 | node_1 | INFO ] 🧩 Model added (1/3) from ['node_1']
[ 2026-02-13 08:26:16 | node | INFO ] 🎓 Training step done.
[ 2026-02-13 08:26:16 | node | INFO ] 🧩 Model added (1/3) from ['node']
[ 2026-02-13 08:26:21 | node_2 | INFO ] 📤 Sending model to 2 direct neighbors: ['node', 'node_1']
[ 2026-02-13 08:26:21 | node | INFO ] 🧩 Model added (2/3) from ['node_2']
[ 2026-02-13 08:26:21 | node_1 | INFO ] 📤 Sending model to 2 direct neighbors: ['node', 'node_2']
[ 2026-02-13 08:26:21 | node_1 | INFO ] 🧩 Model added (2/3) from ['node_2']
[ 2026-02-13 08:26:21 | node | INFO ] 🧩 Model added (3/3) from ['node_1']
[ 2026-02-13 08:26:21 | node | INFO ] 📤 Sending model to 2 direct neighbors: ['node_1', 'node_2']
[ 2026-02-13 08:26:21 | node_1 | INFO ] 🧩 Model added (3/3) from ['node']
[ 2026-02-13 08:26:21 | node_2 | INFO ] 🧩 Model added (2/3) from ['node_1']
[ 2026-02-13 08:26:21 | node_1 | INFO ] 🧠 Aggregating models.
[ 2026-02-13 08:26:21 | node_2 | INFO ] 🧩 Model added (3/3) from ['node']
[ 2026-02-13 08:26:21 | node_2 | INFO ] 🧠 Aggregating models.
[ 2026-02-13 08:26:21 | node | INFO ] 🧠 Aggregating models.
[ 2026-02-13 08:26:21 | node_1 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-02-13 08:26:21 | node_2 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-02-13 08:26:21 | node | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-02-13 08:26:21 | node | INFO ] 🤫 Gossip finished.
[ 2026-02-13 08:26:21 | node | INFO ] 🎉 Round 3 of 5 finished.
[ 2026-02-13 08:26:21 | node | INFO ] 🗳️ Sending train set vote.
[ 2026-02-13 08:26:22 | node_1 | INFO ] 🤫 Gossip finished.
[ 2026-02-13 08:26:22 | node_2 | INFO ] 🤫 Gossip finished.
[ 2026-02-13 08:26:22 | node_1 | INFO ] 🎉 Round 3 of 5 finished.
[ 2026-02-13 08:26:22 | node_2 | INFO ] 🎉 Round 3 of 5 finished.
[ 2026-02-13 08:26:22 | node_1 | INFO ] 🗳️ Sending train set vote.
[ 2026-02-13 08:26:22 | node_2 | INFO ] 🗳️ Sending train set vote.
[ 2026-02-13 08:26:22 | node | INFO ] 🔢 Computed 3 votes.
[ 2026-02-13 08:26:22 | node | INFO ] 🚂 Train set of 3 nodes: ['node', 'node_1', 'node_2']
[ 2026-02-13 08:26:22 | node_1 | INFO ] 🔢 Computed 3 votes.
[ 2026-02-13 08:26:22 | node_1 | INFO ] 🚂 Train set of 3 nodes: ['node', 'node_1', 'node_2']
[ 2026-02-13 08:26:22 | node | INFO ] 🔬 Evaluating...
[ 2026-02-13 08:26:22 | node_2 | INFO ] 🔢 Computed 3 votes.
[ 2026-02-13 08:26:22 | node_2 | INFO ] 🚂 Train set of 3 nodes: ['node', 'node_1', 'node_2']
[ 2026-02-13 08:26:22 | node_1 | INFO ] 🔬 Evaluating...
[ 2026-02-13 08:26:22 | node_2 | INFO ] 🔬 Evaluating...
[ 2026-02-13 08:26:25 | node_1 | INFO ] 📈 Evaluated. Results: {'\ntest_loss': 6.799383163452148, 'test_acc\n': 0.23732373118400574, 'test_precision\n': 0.2472565472126007, 'test_recall\n': 0.23006367683410645, 'test_f1\n': 0.1656678318977356}
[ 2026-02-13 08:26:25 | node_1 | INFO ] 📢 Broadcasting metrics.
[ 2026-02-13 08:26:25 | node_1 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-02-13 08:26:25 | node | INFO ] 📈 Evaluated. Results: {'\ntest_loss': 6.789907455444336, 'test_acc\n': 0.21175764501094818, 'test_precision\n': 0.26297274231910706, 'test_recall\n': 0.20786766707897186, 'test_f1\n': 0.14880061149597168}
[ 2026-02-13 08:26:25 | node | INFO ] 📢 Broadcasting metrics.
[ 2026-02-13 08:26:25 | node | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-02-13 08:26:25 | node_2 | INFO ] 📈 Evaluated. Results: {'\ntest_loss': 8.006475448608398, 'test_acc\n': 0.24092409014701843, 'test_precision\n': 0.20776686072349548, 'test_recall\n': 0.23856817185878754, 'test_f1\n': 0.17751900851726532}
[ 2026-02-13 08:26:25 | node_2 | INFO ] 📢 Broadcasting metrics.
[ 2026-02-13 08:26:25 | node_2 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-02-13 08:26:38 | node_1 | INFO ] 🎓 Training step done.
[ 2026-02-13 08:26:38 | node_1 | INFO ] 🧩 Model added (1/3) from ['node_1']
[ 2026-02-13 08:26:38 | node | INFO ] 🎓 Training step done.
[ 2026-02-13 08:26:38 | node | INFO ] 🧩 Model added (1/3) from ['node']
[ 2026-02-13 08:26:38 | node_2 | INFO ] 🎓 Training step done.
[ 2026-02-13 08:26:38 | node_2 | INFO ] 🧩 Model added (1/3) from ['node_2']
[ 2026-02-13 08:26:43 | node_1 | INFO ] 📤 Sending model to 2 direct neighbors: ['node', 'node_2']
[ 2026-02-13 08:26:43 | node | INFO ] 🧩 Model added (2/3) from ['node_1']
[ 2026-02-13 08:26:43 | node_2 | INFO ] 🧩 Model added (2/3) from ['node_1']
[ 2026-02-13 08:26:43 | node | INFO ] 📤 Sending model to 2 direct neighbors: ['node_1', 'node_2']
[ 2026-02-13 08:26:43 | node_1 | INFO ] 🧩 Model added (2/3) from ['node']
[ 2026-02-13 08:26:43 | node_2 | INFO ] 🧩 Model added (3/3) from ['node']
[ 2026-02-13 08:26:43 | node_2 | INFO ] 📤 Sending model to 2 direct neighbors: ['node', 'node_1']
[ 2026-02-13 08:26:43 | node | INFO ] 🧩 Model added (3/3) from ['node_2']
[ 2026-02-13 08:26:43 | node | INFO ] 🧠 Aggregating models.
[ 2026-02-13 08:26:43 | node | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-02-13 08:26:43 | node_1 | INFO ] 🧩 Model added (3/3) from ['node_2']
[ 2026-02-13 08:26:43 | node_1 | INFO ] 🧠 Aggregating models.
[ 2026-02-13 08:26:43 | node_2 | INFO ] 🧠 Aggregating models.
[ 2026-02-13 08:26:43 | node_1 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-02-13 08:26:43 | node_2 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-02-13 08:26:43 | node_2 | INFO ] 🤫 Gossip finished.
[ 2026-02-13 08:26:43 | node_2 | INFO ] 🎉 Round 4 of 5 finished.
[ 2026-02-13 08:26:43 | node_2 | INFO ] 🗳️ Sending train set vote.
[ 2026-02-13 08:26:44 | node | INFO ] 🤫 Gossip finished.
[ 2026-02-13 08:26:44 | node_1 | INFO ] 🤫 Gossip finished.
[ 2026-02-13 08:26:44 | node | INFO ] 🎉 Round 4 of 5 finished.
[ 2026-02-13 08:26:44 | node_1 | INFO ] 🎉 Round 4 of 5 finished.
[ 2026-02-13 08:26:44 | node | INFO ] 🗳️ Sending train set vote.
[ 2026-02-13 08:26:44 | node_1 | INFO ] 🗳️ Sending train set vote.
[ 2026-02-13 08:26:44 | node | INFO ] 🔢 Computed 3 votes.
[ 2026-02-13 08:26:44 | node_2 | INFO ] 🔢 Computed 3 votes.
[ 2026-02-13 08:26:44 | node | INFO ] 🚂 Train set of 3 nodes: ['node_2', 'node', 'node_1']
[ 2026-02-13 08:26:44 | node_2 | INFO ] 🚂 Train set of 3 nodes: ['node_2', 'node', 'node_1']
[ 2026-02-13 08:26:44 | node_1 | INFO ] 🔢 Computed 3 votes.
[ 2026-02-13 08:26:44 | node | INFO ] 🔬 Evaluating...
[ 2026-02-13 08:26:44 | node_1 | INFO ] 🚂 Train set of 3 nodes: ['node_2', 'node', 'node_1']
[ 2026-02-13 08:26:44 | node_2 | INFO ] 🔬 Evaluating...
[ 2026-02-13 08:26:44 | node_1 | INFO ] 🔬 Evaluating...
[ 2026-02-13 08:26:47 | node | INFO ] 📈 Evaluated. Results: {'\ntest_loss': 7.326523303985596, 'test_acc\n': 0.3104379177093506, 'test_precision\n': 0.23392026126384735, 'test_recall\n': 0.30136045813560486, 'test_f1\n': 0.2138250768184662}
[ 2026-02-13 08:26:47 | node | INFO ] 📢 Broadcasting metrics.
[ 2026-02-13 08:26:47 | node_2 | INFO ] 📈 Evaluated. Results: {'\ntest_loss': 6.2510504722595215, 'test_acc\n': 0.26042604446411133, 'test_precision\n': 0.311186283826828, 'test_recall\n': 0.2585549056529999, 'test_f1\n': 0.20992779731750488}
[ 2026-02-13 08:26:47 | node_2 | INFO ] 📢 Broadcasting metrics.
[ 2026-02-13 08:26:47 | node | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-02-13 08:26:47 | node_2 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-02-13 08:26:47 | node_1 | INFO ] 📈 Evaluated. Results: {'\ntest_loss': 7.3322978019714355, 'test_acc\n': 0.279327929019928, 'test_precision\n': 0.26308271288871765, 'test_recall\n': 0.27384138107299805, 'test_f1\n': 0.2077723890542984}
[ 2026-02-13 08:26:47 | node_1 | INFO ] 📢 Broadcasting metrics.
[ 2026-02-13 08:26:47 | node_1 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-02-13 08:27:01 | node_2 | INFO ] 🎓 Training step done.
[ 2026-02-13 08:27:01 | node | INFO ] 🎓 Training step done.
[ 2026-02-13 08:27:01 | node_2 | INFO ] 🧩 Model added (1/3) from ['node_2']
[ 2026-02-13 08:27:01 | node | INFO ] 🧩 Model added (1/3) from ['node']
[ 2026-02-13 08:27:01 | node_1 | INFO ] 🎓 Training step done.
[ 2026-02-13 08:27:01 | node_1 | INFO ] 🧩 Model added (1/3) from ['node_1']
[ 2026-02-13 08:27:05 | node_2 | INFO ] 📤 Sending model to 2 direct neighbors: ['node', 'node_1']
[ 2026-02-13 08:27:05 | node | INFO ] 📤 Sending model to 2 direct neighbors: ['node_1', 'node_2']
[ 2026-02-13 08:27:05 | node | INFO ] 🧩 Model added (2/3) from ['node_2']
[ 2026-02-13 08:27:05 | node_1 | INFO ] 🧩 Model added (2/3) from ['node']
[ 2026-02-13 08:27:05 | node_1 | INFO ] 🧩 Model added (3/3) from ['node_2']
[ 2026-02-13 08:27:05 | node_2 | INFO ] 🧩 Model added (2/3) from ['node']
[ 2026-02-13 08:27:05 | node_1 | INFO ] 📤 Sending model to 2 direct neighbors: ['node', 'node_2']
[ 2026-02-13 08:27:05 | node | INFO ] 🧩 Model added (3/3) from ['node_1']
[ 2026-02-13 08:27:05 | node | INFO ] 🧠 Aggregating models.
[ 2026-02-13 08:27:05 | node | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-02-13 08:27:05 | node_2 | INFO ] 🧩 Model added (3/3) from ['node_1']
[ 2026-02-13 08:27:05 | node_2 | INFO ] 🧠 Aggregating models.
[ 2026-02-13 08:27:05 | node_1 | INFO ] 🧠 Aggregating models.
[ 2026-02-13 08:27:05 | node_2 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-02-13 08:27:05 | node_2 | INFO ] 🤫 Gossip finished.
[ 2026-02-13 08:27:05 | node_1 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-02-13 08:27:05 | node_1 | INFO ] 🤫 Gossip finished.
[ 2026-02-13 08:27:05 | node_2 | INFO ] 🎉 Round 5 of 5 finished.
[ 2026-02-13 08:27:05 | node_2 | INFO ] 🔬 Evaluating...
[ 2026-02-13 08:27:05 | node_1 | INFO ] 🎉 Round 5 of 5 finished.
[ 2026-02-13 08:27:05 | node_1 | INFO ] 🔬 Evaluating...
[ 2026-02-13 08:27:06 | node | INFO ] 🤫 Gossip finished.
[ 2026-02-13 08:27:06 | node | INFO ] 🎉 Round 5 of 5 finished.
[ 2026-02-13 08:27:06 | node | INFO ] 🔬 Evaluating...
[ 2026-02-13 08:27:08 | node_2 | INFO ] 📈 Evaluated. Results: {'\ntest_loss': 7.2091474533081055, 'test_acc\n': 0.30723071098327637, 'test_precision\n': 0.26220956444740295, 'test_recall\n': 0.305050253868103, 'test_f1\n': 0.22049202024936676}
[ 2026-02-13 08:27:08 | node_1 | INFO ] 📈 Evaluated. Results: {'\ntest_loss': 5.156981945037842, 'test_acc\n': 0.3576357662677765, 'test_precision\n': 0.3079979717731476, 'test_recall\n': 0.3474946618080139, 'test_f1\n': 0.28419366478919983}
[ 2026-02-13 08:27:08 | node_2 | INFO ] 📢 Broadcasting metrics.
[ 2026-02-13 08:27:08 | node_1 | INFO ] 📢 Broadcasting metrics.
[ 2026-02-13 08:27:09 | node_2 | INFO ] 😋 Training finished!!
[ 2026-02-13 08:27:09 | node_1 | INFO ] 😋 Training finished!!
[ 2026-02-13 08:27:09 | node | INFO ] 📈 Evaluated. Results: {'\ntest_loss': 4.849888801574707, 'test_acc\n': 0.290041983127594, 'test_precision\n': 0.38090842962265015, 'test_recall\n': 0.2876489758491516, 'test_f1\n': 0.25625666975975037}
[ 2026-02-13 08:27:09 | node | INFO ] 📢 Broadcasting metrics.
[ 2026-02-13 08:27:09 | node | INFO ] 😋 Training finished!!
[ 2026-02-13 08:27:09 | node | INFO ] Stopping node...
[ 2026-02-13 08:27:09 | node | INFO ] 🛑 Stopping gossiper...
[ 2026-02-13 08:27:09 | node | INFO ] InMemoryServer stopped at node
[ 2026-02-13 08:27:09 | node_1 | INFO ] Stopping node...
