city_pop,hour,age,unix_time,amt_diff_avg_30d,trans_count_24h,distance_velocity,merchant_risk_score,merchant_freq_30d,cat_misc_net,cat_grocery_pos,cat_entertainment,cat_gas_transport,cat_misc_pos,cat_grocery_net,cat_shopping_net,cat_shopping_pos,cat_food_dining,cat_personal_care,cat_health_fitness,cat_travel,cat_kids_pets,cat_home,is_fraud,predicted_prob,prediction
-0.22162952,-1.4381213,-0.15781268,2.542492,4.071388,0.36205244,-0.025106775,0.15416148,-1.2171437,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.8978083,1
-0.2916297,1.3486917,0.07235698,1.9693768,-0.30122104,0.03759675,0.25294003,-0.55489045,-0.19772102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.6594406,1
-0.17864317,-1.73147,0.1298994,2.9323401,-0.28560582,1.3354195,-0.046445105,-0.03921632,1.951931,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.63058347,1
0.017186455,-0.9980982,-0.6756944,2.9,3.899978,1.3354195,0.03910488,0.6698356,-0.7295937,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75669986,1
-0.28579772,-1.73147,0.18744181,2.5286386,-0.27712697,-0.61131465,-0.037572723,-0.6193497,-1.8155004,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.5841643,1
-0.29318622,-1.5847957,-0.44552475,1.8627067,1.2573223,-0.28685895,-0.015782293,1.8945618,1.0654765,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.9950937,1
-0.2932657,1.3486917,0.07235698,3.039006,-0.17247646,1.3354195,0.10082437,-0.55489045,1.5530264,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.788614,1
-0.28289664,1.495366,2.6617658,2.1916165,4.941743,-0.61131465,-0.018312525,2.2813175,0.356313,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.99801326,1
-0.284324,-1.5847957,1.453375,1.9570817,-0.3676892,0.03759675,-0.048713244,-0.16813485,1.4865423,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.79848796,1
-0.29152042,-1.5847957,2.7193081,2.8181431,-0.43546867,1.0109638,-0.04403514,0.025242949,0.6222493,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.87796307,1
-0.2905567,1.3486917,0.1298994,2.3461962,-0.27053145,0.6865081,-0.037569463,-0.42597193,2.74974,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.53258985,1
-0.29139456,1.495366,-0.44552475,2.1983073,-0.14742808,1.3354195,0.2960688,-0.9416461,-0.30852783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.58951586,1
-0.28977844,-1.4381213,2.7193081,2.253405,1.6161317,-0.93577033,-0.041623957,2.0234802,1.154122,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.99981695,1
-0.27193147,1.495366,1.6260022,2.198464,4.9607544,0.6865081,-0.022237945,0.6698356,-0.35285056,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.9985776,1
0.6198828,-1.1447725,-0.33043993,2.0923824,-0.5074886,-0.28685895,-0.04817401,-0.10367559,1.3757355,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.55716264,1
-0.114378914,1.495366,0.07235698,2.7499661,5.317654,0.03759675,-0.042921077,0.47645783,0.33415163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.95039517,1
-0.29250067,1.3486917,0.76286596,2.6086106,0.030722793,0.6865081,-0.0118167745,-0.683809,-0.17555965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.5646048,1
-0.29368296,-1.4381213,1.9712567,2.8051648,-0.29813552,0.03759675,-0.03991886,-0.03921632,0.33415163,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.76944405,1
-0.2715076,-1.73147,-1.4812882,2.050875,1.3809793,1.0109638,0.13810797,1.5722654,0.93250835,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.99766016,1
-0.2868012,1.495366,-0.73323685,2.8308444,5.5163674,1.0109638,-0.02689102,1.4433469,-0.2642051,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.9783481,1
-0.2924212,-1.2914469,1.9137143,2.8659606,-0.44655675,-0.61131465,-0.045286793,-0.6193497,-1.1728209,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.6579373,1
-0.28073075,-1.8781444,-0.9634065,1.9361322,-0.3149264,0.36205244,-0.04245482,0.21862076,1.0433152,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.5872737,1
-0.27690572,1.495366,-0.79077923,1.7878318,2.446219,-0.61131465,-0.046167158,-0.683809,-0.19772102,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.9130322,1
-0.28803647,-1.8781444,0.59023875,2.8714228,-0.28486726,0.36205244,-0.04513576,-0.36151266,0.9546697,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.7497597,1
-0.1799215,1.3486917,0.18744181,2.1375065,1.308215,0.36205244,-0.037306476,-0.55489045,0.5557652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.74219596,1
-0.29114288,1.3486917,0.30252665,2.4873514,5.786871,0.03759675,0.20744792,2.0234802,0.09037667,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.9922035,1
-0.28816894,1.495366,-0.042727854,3.032752,-0.17713669,0.6865081,0.009792006,-0.683809,0.8881856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.6072785,1
-0.27462062,0.3219711,0.07235698,2.1154222,4.7462687,0.6865081,0.347916,0.41199857,0.8881856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.6538392,1
2.1442156,-0.118052006,1.2232053,1.8184792,6.817511,0.36205244,-0.045494568,2.0234802,0.44495845,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.9360569,1
-0.276091,-1.8781444,1.3382901,2.6157603,1.3666991,0.03759675,0.005713095,1.4433469,0.356313,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.9996519,1
0.39272416,-0.55807513,-0.618152,1.9724078,5.838703,-0.28685895,-0.04450135,0.8632134,-0.68527097,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.50101775,1
-0.29160982,-1.8781444,0.07235698,2.2187471,-0.44099927,-1.260226,-0.04863816,-0.03921632,1.1097993,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.7686915,1
-0.294087,-1.8781444,0.24498422,1.8755859,-0.19118086,0.6865081,0.15716562,0.15416148,1.0876379,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.55614364,1
-0.28258866,-0.26472637,-0.8483217,1.945968,5.63131,-0.28685895,-0.048042893,1.4433469,-0.109075576,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.9037828,1
-0.29334518,0.3219711,0.7053236,2.5123162,5.5083394,-0.28685895,-0.041423995,1.6367247,-0.2642051,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.9786406,1
-0.29143098,1.3486917,-1.0209489,2.6622014,5.569979,-0.61131465,-0.046817258,2.5391545,1.5751878,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.96677285,1
-0.28309202,0.7619942,-0.9634065,2.8900433,5.358573,0.36205244,-0.039859515,2.3457766,-0.30852783,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.81438726,1
-0.27901196,1.2020173,-1.0209489,2.6148314,1.0462358,1.9843309,0.0013995814,-0.4904312,0.37847435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.5806016,1
-0.29347765,1.3486917,0.64778113,2.0970526,0.030918546,0.03759675,-0.029892031,-0.87718683,-1.3501117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.577978,1
-0.29227218,-1.5847957,2.431596,2.7710345,1.9425479,0.36205244,-0.04876423,2.0234802,0.22334483,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.9998202,1
-0.29041758,1.495366,0.8204084,1.7813207,-0.14069925,-0.28685895,0.22258987,-0.7482683,-0.57446414,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.9890593,1
-0.015626233,-1.73147,0.1298994,2.273049,2.1498156,-0.28685895,-0.044542145,-0.2970534,-0.13123694,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.8943483,1
-0.2607941,-1.1447725,-0.2153551,2.8459635,1.1021395,1.0109638,-0.019931655,1.8301024,0.60008794,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.9013635,1
-0.1108751,-1.1447725,1.453375,2.9334354,-0.33722967,0.6865081,0.4965849,-0.23259413,1.7524787,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.70774674,1
-0.29259008,-1.4381213,1.050578,2.5357747,-0.2611889,-0.61131465,-0.04819597,0.15416148,0.48928115,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.5577862,1
-0.114378914,-1.8781444,0.07235698,2.4342296,-0.36765125,0.03759675,-0.031841222,0.28308,0.7552175,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.8371025,1
0.09051162,-1.8781444,2.3740537,2.0237935,1.7710956,0.03759675,-0.03765232,1.8301024,0.33415163,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.9997682,1
-0.2883014,1.3486917,-1.1935762,2.4874449,5.3783116,0.36205244,-0.041406438,2.0234802,-0.57446414,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.967917,1
-0.27508757,1.495366,-0.2728975,2.9048648,-0.20539306,1.9843309,0.0031338634,-0.6193497,1.0654765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.61592585,1
-0.2924212,1.495366,1.9137143,1.821653,4.241575,1.9843309,1.277254,0.41199857,1.5530264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.998445,1
-0.28866237,-1.4381213,-0.8483217,2.509039,1.5848339,0.03759675,-0.047714714,1.4433469,0.0682153,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.99731284,1
-0.28771853,-1.73147,-0.9634065,2.75743,-0.3033636,-0.61131465,-0.043931507,-0.10367559,0.1790221,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.58223486,1
-0.288616,0.7619942,-0.73323685,2.9504843,6.159287,1.0109638,-0.020953255,0.28308,-0.24204375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.7602952,1
-0.28477108,1.0553429,-0.6756944,2.311829,6.842495,1.0109638,-0.047911704,2.2168581,-0.4858187,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.8762528,1
-0.29131177,1.495366,0.76286596,2.810551,6.5388484,-0.28685895,-0.045244567,1.6367247,0.112538025,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.9972696,1
-0.2751803,1.3486917,1.6260022,2.5548086,5.0598164,0.6865081,0.21527088,0.3475393,-1.1728209,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.99883765,1
-0.2792206,-1.5847957,-1.0784913,2.9862878,0.90509456,0.36205244,-0.047254663,2.9903693,6.0517826,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.531674,1
-0.25326654,-1.4381213,-0.6756944,3.033852,-0.55293626,-1.260226,-0.049245153,-0.42597193,3.8134851,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.7526885,1
-0.28938764,-1.73147,-0.5030672,2.9794698,-0.52419716,-0.93577033,-0.04773131,-0.683809,-0.8625618,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.53134376,1
-0.29039112,1.495366,1.2807478,2.9116185,1.778095,0.36205244,-0.025858441,1.959021,1.6195105,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.99945074,1
-0.2938618,-1.73147,0.64778113,2.8583412,-0.2584783,0.6865081,-0.040412903,0.28308,0.8881856,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.7603536,1
-0.29318622,1.3486917,-0.44552475,1.8684182,5.6416435,0.03759675,-0.04484258,1.7656432,0.0017312241,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.9657618,1
-0.2868012,1.3486917,-0.73323685,2.830546,4.7216873,-0.28685895,-0.037289426,1.7656432,-0.75175506,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.89116013,1
-0.29291797,-0.85142386,2.028799,1.9448565,-0.2629565,1.0109638,-0.04169189,-0.6193497,-1.3944345,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.5994497,1
-0.29393467,-0.9980982,-1.0209489,2.5570621,-0.39379236,0.6865081,-0.045627993,-0.03921632,0.5779266,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.50012064,1
-0.28921875,1.495366,-0.6756944,2.9318483,1.0020641,1.6598753,0.101390034,-0.6193497,0.77737886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.92152214,1
-0.2755545,1.3486917,0.8204084,2.2316785,-0.3217411,0.03759675,0.2460237,-0.8127276,0.40063572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0.5438565,1
-0.29118592,1.3486917,0.36006907,2.1980238,-0.28109968,0.03759675,6.6754775,-0.87718683,0.15686075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.5732988,1
0.68930674,-1.4381213,0.64778113,2.260099,2.0773668,-0.93577033,-0.033913054,1.249969,0.8217016,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.99980086,1
-0.28261515,-1.2914469,0.76286596,2.7649894,-0.35319132,-0.61131465,-0.04723318,0.15416148,0.46711978,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.6422147,1
-0.23394917,-1.4381213,-0.10027027,2.5223818,-0.4564036,0.03759675,-0.046612527,-0.23259413,0.15686075,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.73857003,1
-0.29106006,1.495366,0.8779508,2.7365112,4.943625,-0.61131465,-0.048496548,0.5409171,0.09037667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.9973757,1
4.053889,-1.73147,-0.44552475,2.0846639,-0.27773067,0.03759675,-0.04833014,0.025242949,1.4200583,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.6046422,1
-0.28489363,1.3486917,0.7053236,1.8951731,-0.3341876,-1.260226,-0.048694722,-0.55489045,-0.3306892,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.9379777,1
-0.2825456,1.495366,1.5684597,1.996492,3.7968059,1.0109638,1.7645997,0.5409171,-0.8625618,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.9972486,1
-0.293577,-1.2914469,-0.042727854,2.2200267,-0.2696385,-0.28685895,-0.030568724,0.21862076,1.154122,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.5017543,1
-0.2891194,0.7619942,-0.618152,2.1497843,2.547854,0.6865081,-0.046645418,-0.7482683,-0.1533983,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.83084404,1
-0.28289664,-1.73147,2.6617658,2.0373163,-0.26053882,-0.61131465,-0.022829,-0.10367559,1.3978969,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.55113554,1
-0.0002962036,-0.41140074,-0.8483217,2.3762534,4.8701777,-0.93577033,-0.0474709,0.08970222,0.2455062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.56696224,1
-0.29360348,1.3486917,1.1656629,2.6824803,4.804109,-0.93577033,0.0041637775,1.5722654,-0.3306892,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.9963671,1
-0.29240796,1.3486917,-0.9058641,2.5210466,1.4188126,0.6865081,0.045793664,-0.36151266,0.33415163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.95116925,1
-0.14413156,-1.73147,0.24498422,2.8245368,-0.2955862,-0.61131465,-0.045477115,0.025242949,0.356313,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.7627604,1
-0.29209003,-1.2914469,0.76286596,2.1796877,-0.29291323,-0.28685895,-0.04866916,-0.87718683,-1.5717254,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.7413848,1
-0.28772846,1.3486917,0.1298994,1.9221343,-0.24072586,-0.28685895,0.14763235,-0.683809,-1.4165958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.7164711,1
-0.29345778,1.3486917,0.07235698,2.8978312,-0.18791799,1.0109638,0.28596023,-0.8127276,-0.28636646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.6946435,1
-0.2935803,1.3486917,0.59023875,2.467156,-0.018616278,0.36205244,0.9959624,-0.55489045,-0.7074323,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.96406996,1
-0.29246426,0.9086686,-0.15781268,2.008761,4.9275827,-0.61131465,-0.04209676,0.60537636,0.8881856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.74073803,1
-0.29345778,0.17529672,0.07235698,2.942763,4.8964224,1.9843309,-0.048692685,0.21862076,1.1097993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.6178241,1
-0.2935273,1.3486917,0.5326963,2.4603653,1.9365039,0.6865081,-0.045011457,2.0879395,0.20118347,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.9994198,1
-0.28932473,1.3486917,2.2014263,2.2722268,5.921689,0.03759675,-0.0037185852,2.0879395,0.26766756,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.9990728,1
-0.29401082,1.495366,-0.79077923,2.2454405,-0.26598984,2.6332424,5.6251187,-0.6193497,0.77737886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.5242209,1
-0.29176217,1.3486917,0.07235698,2.3998582,0.38630098,0.6865081,-0.047317777,-0.8127276,-0.19772102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.6499395,1
-0.2930173,-1.5847957,-0.15781268,2.0713358,-0.27612895,1.0109638,-0.020842722,-0.16813485,1.1984447,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.62743205,1
-0.29164955,-1.5847957,0.93549323,2.5826867,-0.5514686,0.03759675,-0.047078863,0.025242949,0.28982893,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.82638544,1
-0.28876173,-1.8781444,1.1656629,2.326557,-0.27388585,0.6865081,0.012716768,0.025242949,0.910347,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.8394063,1
-0.015626233,-1.73147,0.1298994,2.8045034,-0.2372218,0.36205244,-0.042399,0.08970222,0.5779266,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.66614723,1
-0.29164624,-0.9980982,-0.6756944,1.904289,-0.5070015,0.6865081,-0.034119762,-0.03921632,1.8411242,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.6677097,1
-0.2889803,1.495366,0.30252665,1.9897625,0.4140291,0.03759675,-0.038422342,-0.7482683,0.356313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.5859719,1
-0.2743292,1.495366,0.36006907,2.487683,6.6544137,-0.61131465,-0.01758546,1.8301024,-0.08691422,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.9904241,1
-0.29114288,-1.73147,0.30252665,2.488305,1.6367487,0.6865081,-0.037073016,2.410236,0.71089476,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.99954766,1
